episode_cluster_bootstrap_ci,lag,metric,pair_count,quantity,scale,value
"[1.3270917866959817, 1.427307772517619]",17,arm,,normalized_rms_difference,ACT,1.376026845375907
"[1.4041944913877809, 1.6096706415966897]",17,dim_0,,normalized_rms_difference,SmolVLA,1.5044161088502483
"[0.9246252509878674, 0.9853973108443685]",17,dim_1,,normalized_rms_difference,SmolVLA,0.9561788004747341
"[1.5255592713155257, 1.6840270855432935]",17,dim_2,,normalized_rms_difference,SmolVLA,1.6017120982593862
"[1.385730918989304, 1.5486672543790683]",17,dim_3,,normalized_rms_difference,SmolVLA,1.4685049869431825
"[1.544878871638679, 1.7290776052264158]",17,dim_4,,normalized_rms_difference,SmolVLA,1.6360650972993669
"[0.8250913267650986, 0.9404650383751151]",17,dim_5,,normalized_rms_difference,SmolVLA,0.8856952089386795
"[0.991441768003962, 1.0574605410577231]",17,dim_6,,normalized_rms_difference,SmolVLA,1.0236655425842498
"[1.323884803043947, 1.4476825006046221]",17,translation,,normalized_rms_difference,SmolVLA,1.383597650180609
"[1.3134890628452747, 1.4219677862274673]",17,rotation,,normalized_rms_difference,SmolVLA,1.3684141554387104
"[0.9914417680039618, 1.0574605410577234]",17,gripper,,normalized_rms_difference,SmolVLA,1.0236655425842502
"[1.3270917866959817, 1.427307772517619]",17,arm,,normalized_rms_difference,SmolVLA,1.376026845375907
"[0.24513364308467825, 0.2788668164236836]",17,gripper,21850,gripper_sign_disagreement,raw_sign,0.2613272311212815
"[-0.13375170376561565, -0.03305097320185954]",18,dim_0,21677,autocorrelation,raw,-0.08394864339230307
"[0.35707243601112226, 0.40880859498723227]",18,dim_1,21677,autocorrelation,raw,0.3839041389210918
"[-0.17116793284095544, -0.0845072615061039]",18,dim_2,21677,autocorrelation,raw,-0.12723811021888215
"[0.035624222867263994, 0.1331961555114939]",18,dim_3,21677,autocorrelation,raw,0.08716499243752876
"[-0.0035665048009443337, 0.1064836291377418]",18,dim_4,21677,autocorrelation,raw,0.054679598891148325
"[0.3859613991498908, 0.48034839524081174]",18,dim_5,21677,autocorrelation,raw,0.43834678772360647
"[0.41685784991635244, 0.48704149140709313]",18,dim_6,21677,autocorrelation,raw,0.45358951881028686
"[1.4283163487552055, 1.6377654916526867]",18,dim_0,,normalized_rms_difference,ACT,1.5320046899921038
"[0.9490351991693892, 1.0114042778613432]",18,dim_1,,normalized_rms_difference,ACT,0.9815213223752076
"[1.5627061235951787, 1.721667076130197]",18,dim_2,,normalized_rms_difference,ACT,1.639741414555956
"[1.4035415220831637, 1.5689540645238904]",18,dim_3,,normalized_rms_difference,ACT,1.4869504356727337
"[1.5678499118367504, 1.7530298763862182]",18,dim_4,,normalized_rms_difference,ACT,1.6587447648713556
"[0.8455892629560703, 0.9667881238085356]",18,dim_5,,normalized_rms_difference,ACT,0.9079896512226305
"[1.0157105129212023, 1.0824521342860265]",18,dim_6,,normalized_rms_difference,ACT,1.0485896408034898
"[1.3536843700440102, 1.4779768012932408]",18,translation,,normalized_rms_difference,ACT,1.414116259134416
"[1.3348194481171771, 1.4433908763764018]",18,rotation,,normalized_rms_difference,ACT,1.3888725643320505
"[1.015710512921202, 1.0824521342860267]",18,gripper,,normalized_rms_difference,ACT,1.0485896408034905
"[1.3538981898751339, 1.4520798543807467]",18,arm,,normalized_rms_difference,ACT,1.4015512467089102
"[1.4283163487552055, 1.6377654916526867]",18,dim_0,,normalized_rms_difference,SmolVLA,1.5320046899921038
"[0.9490351991693892, 1.0114042778613432]",18,dim_1,,normalized_rms_difference,SmolVLA,0.9815213223752076
"[1.5627061235951787, 1.721667076130197]",18,dim_2,,normalized_rms_difference,SmolVLA,1.639741414555956
"[1.4035415220831637, 1.5689540645238904]",18,dim_3,,normalized_rms_difference,SmolVLA,1.4869504356727337
"[1.5678499118367504, 1.7530298763862182]",18,dim_4,,normalized_rms_difference,SmolVLA,1.6587447648713556
"[0.8455892629560703, 0.9667881238085356]",18,dim_5,,normalized_rms_difference,SmolVLA,0.9079896512226305
"[1.0157105129212023, 1.0824521342860265]",18,dim_6,,normalized_rms_difference,SmolVLA,1.0485896408034898
"[1.3536843700440102, 1.4779768012932408]",18,translation,,normalized_rms_difference,SmolVLA,1.414116259134416
"[1.3348194481171771, 1.4433908763764018]",18,rotation,,normalized_rms_difference,SmolVLA,1.3888725643320505
"[1.015710512921202, 1.0824521342860267]",18,gripper,,normalized_rms_difference,SmolVLA,1.0485896408034905
"[1.3538981898751339, 1.4520798543807467]",18,arm,,normalized_rms_difference,SmolVLA,1.4015512467089102
"[0.2572814012742363, 0.29220382689136404]",18,gripper,21677,gripper_sign_disagreement,raw_sign,0.27420768556534575
"[-0.17209720197581632, -0.07233330052907537]",19,dim_0,21504,autocorrelation,raw,-0.12279996081222566
"[0.32503332376636507, 0.37868936075906773]",19,dim_1,21504,autocorrelation,raw,0.35257856923565956
"[-0.21366950850245786, -0.13059254801881867]",19,dim_2,21504,autocorrelation,raw,-0.17130139846168815
"[0.017992414174002633, 0.11177380133982734]",19,dim_3,21504,autocorrelation,raw,0.06761378877484923
"[-0.026252688712507972, 0.0816202991430129]",19,dim_4,21504,autocorrelation,raw,0.030614080471596784
"[0.3572039608899692, 0.45232935421824727]",19,dim_5,21504,autocorrelation,raw,0.41023820012542217
"[0.39145036038940506, 0.4632738425608688]",19,dim_6,21504,autocorrelation,raw,0.4294163279287243
"[1.4538423691516473, 1.6632431391929836]",19,dim_0,,normalized_rms_difference,ACT,1.5558174574301864
"[0.9722889448286446, 1.0367610840677166]",19,dim_1,,normalized_rms_difference,ACT,1.0056595717240262
"[1.5957800273583216, 1.754685804669838]",19,dim_2,,normalized_rms_difference,ACT,1.6727022037000678
"[1.417283015856026, 1.584937545712369]",19,dim_3,,normalized_rms_difference,ACT,1.5023204279824867
"[1.5867377362680564, 1.7706132684117706]",19,dim_4,,normalized_rms_difference,ACT,1.676721878293732
"[0.8644911275215797, 0.9888544178035956]",19,dim_5,,normalized_rms_difference,ACT,0.9286992856448514
"[1.0395596731513317, 1.1063273717337665]",19,dim_6,,normalized_rms_difference,ACT,1.0721052943764386
"[1.3814602864817822, 1.5046929695006996]",19,translation,,normalized_rms_difference,ACT,1.4410472808930483
"[1.3520869866579874, 1.4600886322321978]",19,rotation,,normalized_rms_difference,ACT,1.4060399814893367
"[1.0395596731513317, 1.1063273717337665]",19,gripper,,normalized_rms_difference,ACT,1.072105294376439
"[1.3771927397798853, 1.4731103969713917]",19,arm,,normalized_rms_difference,ACT,1.4236512380698763
"[1.4538423691516473, 1.6632431391929836]",19,dim_0,,normalized_rms_difference,SmolVLA,1.5558174574301864
"[0.9722889448286446, 1.0367610840677166]",19,dim_1,,normalized_rms_difference,SmolVLA,1.0056595717240262
"[1.5957800273583216, 1.754685804669838]",19,dim_2,,normalized_rms_difference,SmolVLA,1.6727022037000678
"[1.417283015856026, 1.584937545712369]",19,dim_3,,normalized_rms_difference,SmolVLA,1.5023204279824867
"[1.5867377362680564, 1.7706132684117706]",19,dim_4,,normalized_rms_difference,SmolVLA,1.676721878293732
"[0.8644911275215797, 0.9888544178035956]",19,dim_5,,normalized_rms_difference,SmolVLA,0.9286992856448514
"[1.0395596731513317, 1.1063273717337665]",19,dim_6,,normalized_rms_difference,SmolVLA,1.0721052943764386
"[1.3814602864817822, 1.5046929695006996]",19,translation,,normalized_rms_difference,SmolVLA,1.4410472808930483
"[1.3520869866579874, 1.4600886322321978]",19,rotation,,normalized_rms_difference,SmolVLA,1.4060399814893367
"[1.0395596731513317, 1.1063273717337665]",19,gripper,,normalized_rms_difference,SmolVLA,1.072105294376439
"[1.3771927397798853, 1.4731103969713917]",19,arm,,normalized_rms_difference,SmolVLA,1.4236512380698763
"[0.2695053215896192, 0.30523604111950275]",19,gripper,21504,gripper_sign_disagreement,raw_sign,0.28664434523809523
"[-0.20581553787231002, -0.10716701519303083]",20,dim_0,21331,autocorrelation,raw,-0.15691816195655295
"[0.29373184987970896, 0.34965978029715683]",20,dim_1,21331,autocorrelation,raw,0.32175961057383223
"[-0.2497721631614234, -0.1711316947137787]",20,dim_2,21331,autocorrelation,raw,-0.2098834789737164
"[0.002520866096376984, 0.09447495315081503]",20,dim_3,21331,autocorrelation,raw,0.05113943566604545
"[-0.044771718439991975, 0.06290994063342642]",20,dim_4,21331,autocorrelation,raw,0.01206743067782162
"[0.3293355119685517, 0.42649323441952314]",20,dim_5,21331,autocorrelation,raw,0.382930450172444
"[0.3662851753531029, 0.4402114092049527]",20,dim_6,21331,autocorrelation,raw,0.40531588616261477
"[1.4721919544091453, 1.685797734084403]",20,dim_0,,normalized_rms_difference,ACT,1.5760238871990406
"[0.9943633441224152, 1.06029021804604]",20,dim_1,,normalized_rms_difference,ACT,1.028886296228774
"[1.624366722189355, 1.7824148146639187]",20,dim_2,,normalized_rms_difference,ACT,1.7007866927681603
"[1.4266748970424707, 1.5984744661157355]",20,dim_3,,normalized_rms_difference,ACT,1.5151125179717313
"[1.5988672373879786, 1.7851114184480084]",20,dim_4,,normalized_rms_difference,ACT,1.6902226623509777
"[0.8820522262927397, 1.0091208053867846]",20,dim_5,,normalized_rms_difference,ACT,0.9480010457244619
"[1.0620627804660727, 1.1295364526503646]",20,dim_6,,normalized_rms_difference,ACT,1.0951421207176686
"[1.4053172000731222, 1.5287212954909468]",20,translation,,normalized_rms_difference,ACT,1.464597063801349
"[1.3652563607103756, 1.4741332862766567]",20,rotation,,normalized_rms_difference,ACT,1.4202258709015432
"[1.0620627804660727, 1.1295364526503646]",20,gripper,,normalized_rms_difference,ACT,1.0951421207176684
"[1.3961075603792383, 1.491421585259786]",20,arm,,normalized_rms_difference,ACT,1.4425820745582518
"[1.4721919544091453, 1.685797734084403]",20,dim_0,,normalized_rms_difference,SmolVLA,1.5760238871990406
"[0.9943633441224152, 1.06029021804604]",20,dim_1,,normalized_rms_difference,SmolVLA,1.028886296228774
"[1.624366722189355, 1.7824148146639187]",20,dim_2,,normalized_rms_difference,SmolVLA,1.7007866927681603
"[1.4266748970424707, 1.5984744661157355]",20,dim_3,,normalized_rms_difference,SmolVLA,1.5151125179717313
"[1.5988672373879786, 1.7851114184480084]",20,dim_4,,normalized_rms_difference,SmolVLA,1.6902226623509777
"[0.8820522262927397, 1.0091208053867846]",20,dim_5,,normalized_rms_difference,SmolVLA,0.9480010457244619
"[1.0620627804660727, 1.1295364526503646]",20,dim_6,,normalized_rms_difference,SmolVLA,1.0951421207176686
"[1.4053172000731222, 1.5287212954909468]",20,translation,,normalized_rms_difference,SmolVLA,1.464597063801349
"[1.3652563607103756, 1.4741332862766567]",20,rotation,,normalized_rms_difference,SmolVLA,1.4202258709015432
"[1.0620627804660727, 1.1295364526503646]",20,gripper,,normalized_rms_difference,SmolVLA,1.0951421207176684
"[1.3961075603792383, 1.491421585259786]",20,arm,,normalized_rms_difference,SmolVLA,1.4425820745582518
"[0.2812994455584203, 0.3181771588804025]",20,gripper,21331,gripper_sign_disagreement,raw_sign,0.29909521353898083
"[-0.23446148544646597, -0.13759433079154124]",21,dim_0,21158,autocorrelation,raw,-0.18615279998573622
"[0.26200301726046354, 0.31992740416246074]",21,dim_1,21158,autocorrelation,raw,0.2913856851070772
"[-0.2802299946493526, -0.20766561189702595]",21,dim_2,21158,autocorrelation,raw,-0.2431892748712892
"[-0.008922497977679038, 0.0810114720637842]",21,dim_3,21158,autocorrelation,raw,0.037714686513085516
"[-0.05550218036444903, 0.048462183377372514]",21,dim_4,21158,autocorrelation,raw,-0.001150906464701365
"[0.3032320321302107, 0.4008482562833649]",21,dim_5,21158,autocorrelation,raw,0.35649853291951206
"[0.34166211447919675, 0.41624009408788787]",21,dim_6,21158,autocorrelation,raw,0.38130390192774644
"[1.4903041956133343, 1.7014496662619247]",21,dim_0,,normalized_rms_difference,ACT,1.5925546180497117
"[1.015685730620007, 1.0840094930807471]",21,dim_1,,normalized_rms_difference,ACT,1.0513628918343565
"[1.6507371882470074, 1.8043170453665218]",21,dim_2,,normalized_rms_difference,ACT,1.724358246832118
"[1.4367955198617826, 1.6111821899269398]",21,dim_3,,normalized_rms_difference,ACT,1.5254376075586145
"[1.6065548090226858, 1.793459422277091]",21,dim_4,,normalized_rms_difference,ACT,1.6990945135221174
"[0.8976109099273146, 1.0275010694414224]",21,dim_5,,normalized_rms_difference,ACT,0.9659067842931651
"[1.085373595859662, 1.1520606513820002]",21,dim_6,,normalized_rms_difference,ACT,1.1177303518288715
"[1.4270798668069058, 1.5474615359426918]",21,translation,,normalized_rms_difference,ACT,1.484924858392471
"[1.3764711017151317, 1.4851332488065594]",21,rotation,,normalized_rms_difference,ACT,1.4314163121862529
"[1.085373595859662, 1.1520606513820002]",21,gripper,,normalized_rms_difference,ACT,1.117730351828871
"[1.4135852284844495, 1.5060276219817166]",21,arm,,normalized_rms_difference,ACT,1.4584160061287026
"[1.4903041956133343, 1.7014496662619247]",21,dim_0,,normalized_rms_difference,SmolVLA,1.5925546180497117
"[1.015685730620007, 1.0840094930807471]",21,dim_1,,normalized_rms_difference,SmolVLA,1.0513628918343565
"[1.6507371882470074, 1.8043170453665218]",21,dim_2,,normalized_rms_difference,SmolVLA,1.724358246832118
"[1.4367955198617826, 1.6111821899269398]",21,dim_3,,normalized_rms_difference,SmolVLA,1.5254376075586145
"[1.6065548090226858, 1.793459422277091]",21,dim_4,,normalized_rms_difference,SmolVLA,1.6990945135221174
"[0.8976109099273146, 1.0275010694414224]",21,dim_5,,normalized_rms_difference,SmolVLA,0.9659067842931651
"[1.085373595859662, 1.1520606513820002]",21,dim_6,,normalized_rms_difference,SmolVLA,1.1177303518288715
"[1.4270798668069058, 1.5474615359426918]",21,translation,,normalized_rms_difference,SmolVLA,1.484924858392471
"[1.3764711017151317, 1.4851332488065594]",21,rotation,,normalized_rms_difference,SmolVLA,1.4314163121862529
"[1.085373595859662, 1.1520606513820002]",21,gripper,,normalized_rms_difference,SmolVLA,1.117730351828871
"[1.4135852284844495, 1.5060276219817166]",21,arm,,normalized_rms_difference,SmolVLA,1.4584160061287026
"[0.29378323019548735, 0.3309932859494455]",21,gripper,21158,gripper_sign_disagreement,raw_sign,0.31156063900179604
"[-0.2576954729628381, -0.16353303346404935]",22,dim_0,20985,autocorrelation,raw,-0.21048542163262163
"[0.2320434761291091, 0.29054516476370523]",22,dim_1,20985,autocorrelation,raw,0.2613396005337479
"[-0.3056226026637991, -0.23813413584671442]",22,dim_2,20985,autocorrelation,raw,-0.2715558226545999
"[-0.019896887074696643, 0.07056696614157726]",22,dim_3,20985,autocorrelation,raw,0.026956858267389878
"[-0.06340384451731701, 0.04025630480000363]",22,dim_4,20985,autocorrelation,raw,-0.009089176046799962
"[0.27839181808937363, 0.37575037229081365]",22,dim_5,20985,autocorrelation,raw,0.3311789536064125
"[0.31692694935494325, 0.39354627412058546]",22,dim_6,20985,autocorrelation,raw,0.3574700154824007
"[1.5010282566743114, 1.7140336828456273]",22,dim_0,,normalized_rms_difference,ACT,1.6053748293853545
"[1.0369710060222792, 1.10653062613836]",22,dim_1,,normalized_rms_difference,ACT,1.0731673412990947
"[1.6693505355083285, 1.822547966295977]",22,dim_2,,normalized_rms_difference,ACT,1.743890830761063
"[1.4427275179487942, 1.620299969685391]",22,dim_3,,normalized_rms_difference,ACT,1.5336848025272158
"[1.6125159586412932, 1.798004884464043]",22,dim_4,,normalized_rms_difference,ACT,1.7037563825358533
"[0.9105587883165653, 1.0470899668009135]",22,dim_5,,normalized_rms_difference,ACT,0.9823335645502494
"[1.106705190675102, 1.1744286457765263]",22,dim_6,,normalized_rms_difference,ACT,1.1398134703422806
"[1.44351072172924, 1.5639402430320548]",22,translation,,normalized_rms_difference,ACT,1.5022285350846294
"[1.3845789916776738, 1.4935858810941898]",22,rotation,,normalized_rms_difference,ACT,1.4399020934976332
"[1.106705190675102, 1.174428645776526]",22,gripper,,normalized_rms_difference,ACT,1.1398134703422804
"[1.4271133233063507, 1.5179894148016322]",22,arm,,normalized_rms_difference,ACT,1.4713953599358296
"[1.5010282566743114, 1.7140336828456273]",22,dim_0,,normalized_rms_difference,SmolVLA,1.6053748293853545
"[1.0369710060222792, 1.10653062613836]",22,dim_1,,normalized_rms_difference,SmolVLA,1.0731673412990947
"[1.6693505355083285, 1.822547966295977]",22,dim_2,,normalized_rms_difference,SmolVLA,1.743890830761063
"[1.4427275179487942, 1.620299969685391]",22,dim_3,,normalized_rms_difference,SmolVLA,1.5336848025272158
"[1.6125159586412932, 1.798004884464043]",22,dim_4,,normalized_rms_difference,SmolVLA,1.7037563825358533
"[0.9105587883165653, 1.0470899668009135]",22,dim_5,,normalized_rms_difference,SmolVLA,0.9823335645502494
"[1.106705190675102, 1.1744286457765263]",22,dim_6,,normalized_rms_difference,SmolVLA,1.1398134703422806
"[1.44351072172924, 1.5639402430320548]",22,translation,,normalized_rms_difference,SmolVLA,1.5022285350846294
"[1.3845789916776738, 1.4935858810941898]",22,rotation,,normalized_rms_difference,SmolVLA,1.4399020934976332
"[1.106705190675102, 1.174428645776526]",22,gripper,,normalized_rms_difference,SmolVLA,1.1398134703422804
"[1.4271133233063507, 1.5179894148016322]",22,arm,,normalized_rms_difference,SmolVLA,1.4713953599358296
"[0.3054445574287033, 0.3439709522098355]",22,gripper,20985,gripper_sign_disagreement,raw_sign,0.32399332856802476
"[-0.2760238795177567, -0.1838461070148092]",23,dim_0,20812,autocorrelation,raw,-0.22986930697677144
"[0.20088685983030377, 0.2620654292526426]",23,dim_1,20812,autocorrelation,raw,0.23165099139785417
"[-0.3265644260713169, -0.2652330587051304]",23,dim_2,20812,autocorrelation,raw,-0.29535616210617033
"[-0.02959188792547263, 0.06235179040521223]",23,dim_3,20812,autocorrelation,raw,0.018104763766952667
"[-0.06522656568687805, 0.03662607710497544]",23,dim_4,20812,autocorrelation,raw,-0.012354103872261614
"[0.25290293534216496, 0.35219177548486696]",23,dim_5,20812,autocorrelation,raw,0.3070639685518235
"[0.2926199375953554, 0.37015494644588454]",23,dim_6,20812,autocorrelation,raw,0.3339033171574008
"[1.5115375096208796, 1.7270196284444272]",23,dim_0,,normalized_rms_difference,ACT,1.6146176326040627
"[1.0564615515454492, 1.1281169767962456]",23,dim_1,,normalized_rms_difference,ACT,1.0943380650705354
"[1.687640119051939, 1.8374545983317563]",23,dim_2,,normalized_rms_difference,ACT,1.7597956485309012
"[1.449562991170988, 1.6302920388912545]",23,dim_3,,normalized_rms_difference,ACT,1.5407918702704924
"[1.6132920626817204, 1.7983943524570007]",23,dim_4,,normalized_rms_difference,ACT,1.7048459297601875
"[0.9235535143365082, 1.0644798643091167]",23,dim_5,,normalized_rms_difference,ACT,0.9972748043863303
"[1.1287650094740405, 1.196015679733535]",23,dim_6,,normalized_rms_difference,ACT,1.1613359302216997
"[1.4595928741132018, 1.5786677985459654]",23,translation,,normalized_rms_difference,ACT,1.51673405983235
"[1.3911855773796038, 1.5007491679884923]",23,rotation,,normalized_rms_difference,ACT,1.446270637095666
"[1.1287650094740405, 1.1960156797335348]",23,gripper,,normalized_rms_difference,ACT,1.1613359302217
"[1.4390716330819169, 1.527747133123711]",23,arm,,normalized_rms_difference,ACT,1.4819212131521409
"[1.5115375096208796, 1.7270196284444272]",23,dim_0,,normalized_rms_difference,SmolVLA,1.6146176326040627
"[1.0564615515454492, 1.1281169767962456]",23,dim_1,,normalized_rms_difference,SmolVLA,1.0943380650705354
"[1.687640119051939, 1.8374545983317563]",23,dim_2,,normalized_rms_difference,SmolVLA,1.7597956485309012
"[1.449562991170988, 1.6302920388912545]",23,dim_3,,normalized_rms_difference,SmolVLA,1.5407918702704924
"[1.6132920626817204, 1.7983943524570007]",23,dim_4,,normalized_rms_difference,SmolVLA,1.7048459297601875
"[0.9235535143365082, 1.0644798643091167]",23,dim_5,,normalized_rms_difference,SmolVLA,0.9972748043863303
"[1.1287650094740405, 1.196015679733535]",23,dim_6,,normalized_rms_difference,SmolVLA,1.1613359302216997
"[1.4595928741132018, 1.5786677985459654]",23,translation,,normalized_rms_difference,SmolVLA,1.51673405983235
"[1.3911855773796038, 1.5007491679884923]",23,rotation,,normalized_rms_difference,SmolVLA,1.446270637095666
"[1.1287650094740405, 1.1960156797335348]",23,gripper,,normalized_rms_difference,SmolVLA,1.1613359302217
"[1.4390716330819169, 1.527747133123711]",23,arm,,normalized_rms_difference,SmolVLA,1.4819212131521409
"[0.31774269432160474, 0.3567321438735203]",23,gripper,20812,gripper_sign_disagreement,raw_sign,0.33634441668268306
"[-0.2891153220684824, -0.1999255780195409]",24,dim_0,20639,autocorrelation,raw,-0.2443120122039438
"[0.17131934443092448, 0.23329745879657737]",24,dim_1,20639,autocorrelation,raw,0.20243334878743607
"[-0.3423504931736522, -0.28804864243140715]",24,dim_2,20639,autocorrelation,raw,-0.31502663149707427
"[-0.037270765785809255, 0.055278265603749994]",24,dim_3,20639,autocorrelation,raw,0.010331465374911393
"[-0.06343319784516552, 0.03617409993568957]",24,dim_4,20639,autocorrelation,raw,-0.011539231819717964
"[0.23110096982414552, 0.32911239082852395]",24,dim_5,20639,autocorrelation,raw,0.28414324383320283
"[0.2684006762966602, 0.34795981926390107]",24,dim_6,20639,autocorrelation,raw,0.31041170179476524
"[1.5175332921024176, 1.7309731879307988]",24,dim_0,,normalized_rms_difference,ACT,1.620577323725462
"[1.076675375908864, 1.1493665040390908]",24,dim_1,,normalized_rms_difference,ACT,1.114758768807981
"[1.7011123785527955, 1.8492054481886233]",24,dim_2,,normalized_rms_difference,ACT,1.7725559368075818
"[1.4559514261497677, 1.6374524205858736]",24,dim_3,,normalized_rms_difference,ACT,1.5474039731021634
"[1.612058417176763, 1.7960821122497637]",24,dim_4,,normalized_rms_difference,ACT,1.7028293839650797
"[0.9343977856523256, 1.0798652751483684]",24,dim_5,,normalized_rms_difference,ACT,1.010930331556971
"[1.149193750973898, 1.2174156057966419]",24,dim_6,,normalized_rms_difference,ACT,1.1824891844289656
"[1.4731651295952277, 1.5892685618526943]",24,translation,,normalized_rms_difference,ACT,1.5287154219495604
"[1.3954413562202281, 1.5042144747493096]",24,rotation,,normalized_rms_difference,ACT,1.4509843902364057
"[1.1491937509738979, 1.2174156057966417]",24,gripper,,normalized_rms_difference,ACT,1.1824891844289656
"[1.448443102560021, 1.534674118356088]",24,arm,,normalized_rms_difference,ACT,1.49035675964115
"[1.5175332921024176, 1.7309731879307988]",24,dim_0,,normalized_rms_difference,SmolVLA,1.620577323725462
"[1.076675375908864, 1.1493665040390908]",24,dim_1,,normalized_rms_difference,SmolVLA,1.114758768807981
"[1.7011123785527955, 1.8492054481886233]",24,dim_2,,normalized_rms_difference,SmolVLA,1.7725559368075818
"[1.4559514261497677, 1.6374524205858736]",24,dim_3,,normalized_rms_difference,SmolVLA,1.5474039731021634
"[1.612058417176763, 1.7960821122497637]",24,dim_4,,normalized_rms_difference,SmolVLA,1.7028293839650797
"[0.9343977856523256, 1.0798652751483684]",24,dim_5,,normalized_rms_difference,SmolVLA,1.010930331556971
"[1.149193750973898, 1.2174156057966419]",24,dim_6,,normalized_rms_difference,SmolVLA,1.1824891844289656
"[1.4731651295952277, 1.5892685618526943]",24,translation,,normalized_rms_difference,SmolVLA,1.5287154219495604
"[1.3954413562202281, 1.5042144747493096]",24,rotation,,normalized_rms_difference,SmolVLA,1.4509843902364057
"[1.1491937509738979, 1.2174156057966417]",24,gripper,,normalized_rms_difference,SmolVLA,1.1824891844289656
"[1.448443102560021, 1.534674118356088]",24,arm,,normalized_rms_difference,SmolVLA,1.49035675964115
"[0.32934798353427186, 0.36961213931845044]",24,gripper,20639,gripper_sign_disagreement,raw_sign,0.3487087552691506
"[-0.2967720435362601, -0.21045934625365995]",25,dim_0,20466,autocorrelation,raw,-0.25398647682009007
"[0.14240734106643388, 0.20494031689837852]",25,dim_1,20466,autocorrelation,raw,0.17387040364550496
"[-0.35650320222851734, -0.3061676850004748]",25,dim_2,20466,autocorrelation,raw,-0.33093011658184884
"[-0.044493344936570776, 0.04884307726193832]",25,dim_3,20466,autocorrelation,raw,0.003394463040014544
"[-0.058680164821010496, 0.039399538814539156]",25,dim_4,20466,autocorrelation,raw,-0.007450713408577479
"[0.2095539012621464, 0.30815890068800683]",25,dim_5,20466,autocorrelation,raw,0.26248386367945736
"[0.24423393361987472, 0.32463957887054756]",25,dim_6,20466,autocorrelation,raw,0.2868850946227874
"[1.5223698672544166, 1.732502521317253]",25,dim_0,,normalized_rms_difference,ACT,1.6234426811815499
"[1.096447458305781, 1.1690068693144797]",25,dim_1,,normalized_rms_difference,ACT,1.1342771872042527
"[1.7140896573882143, 1.8556601144808842]",25,dim_2,,normalized_rms_difference,ACT,1.7824398458120865
"[1.45924198700931, 1.6457879436220078]",25,dim_3,,normalized_rms_difference,ACT,1.553783382183503
"[1.6073841603330803, 1.7915165448256063]",25,dim_4,,normalized_rms_difference,ACT,1.6981417313098637
"[0.9472802999937917, 1.0943788878256353]",25,dim_5,,normalized_rms_difference,ACT,1.0232384322006827
"[1.1703504161108091, 1.2381064473101784]",25,dim_6,,normalized_rms_difference,ACT,1.2033746751919532
"[1.4847889521383526, 1.597063052348488]",25,translation,,normalized_rms_difference,ACT,1.538315386002119
"[1.3980272306573154, 1.508997837013131]",25,rotation,,normalized_rms_difference,ACT,1.4542976572327713
"[1.170350416110809, 1.2381064473101786]",25,gripper,,normalized_rms_difference,ACT,1.2033746751919532
"[1.4557768801397466, 1.5395904218321819]",25,arm,,normalized_rms_difference,ACT,1.4968961057206969
"[1.5223698672544166, 1.732502521317253]",25,dim_0,,normalized_rms_difference,SmolVLA,1.6234426811815499
"[1.096447458305781, 1.1690068693144797]",25,dim_1,,normalized_rms_difference,SmolVLA,1.1342771872042527
"[1.7140896573882143, 1.8556601144808842]",25,dim_2,,normalized_rms_difference,SmolVLA,1.7824398458120865
"[1.45924198700931, 1.6457879436220078]",25,dim_3,,normalized_rms_difference,SmolVLA,1.553783382183503
"[1.6073841603330803, 1.7915165448256063]",25,dim_4,,normalized_rms_difference,SmolVLA,1.6981417313098637
"[0.9472802999937917, 1.0943788878256353]",25,dim_5,,normalized_rms_difference,SmolVLA,1.0232384322006827
"[1.1703504161108091, 1.2381064473101784]",25,dim_6,,normalized_rms_difference,SmolVLA,1.2033746751919532
"[1.4847889521383526, 1.597063052348488]",25,translation,,normalized_rms_difference,SmolVLA,1.538315386002119
"[1.3980272306573154, 1.508997837013131]",25,rotation,,normalized_rms_difference,SmolVLA,1.4542976572327713
"[1.170350416110809, 1.2381064473101786]",25,gripper,,normalized_rms_difference,SmolVLA,1.2033746751919532
"[1.4557768801397466, 1.5395904218321819]",25,arm,,normalized_rms_difference,SmolVLA,1.4968961057206969
"[0.34158620634676373, 0.38228254409206713]",25,gripper,20466,gripper_sign_disagreement,raw_sign,0.36113554187432817
"[-0.3009662570530953, -0.21700242537465503]",26,dim_0,20293,autocorrelation,raw,-0.25933354295717914
"[0.11386055690371077, 0.17760320932099793]",26,dim_1,20293,autocorrelation,raw,0.14591704351482046
"[-0.3671364616452741, -0.31994653057210437]",26,dim_2,20293,autocorrelation,raw,-0.34337885966845394
"[-0.05128436659219836, 0.04410065430365004]",26,dim_3,20293,autocorrelation,raw,-0.0026737898924282457
"[-0.051243529102054035, 0.04544995146756021]",26,dim_4,20293,autocorrelation,raw,-0.0010371765300434526
"[0.19020711647399982, 0.2872313408299927]",26,dim_5,20293,autocorrelation,raw,0.24203609549682792
"[0.2196522568533035, 0.30199723662462613]",26,dim_6,20293,autocorrelation,raw,0.26302693923909337
"[1.5209142047011444, 1.7329136691735991]",26,dim_0,,normalized_rms_difference,ACT,1.6234414563239608
"[1.1135519298471943, 1.188708615452549]",26,dim_1,,normalized_rms_difference,ACT,1.1529477512660267
