episode_cluster_bootstrap_ci,lag,metric,pair_count,quantity,scale,value
"[0.6920261518631324, 0.7416482802201896]",8,dim_6,,normalized_rms_difference,SmolVLA,0.7161743652151467
"[0.8589405301602695, 0.9552799226494715]",8,translation,,normalized_rms_difference,SmolVLA,0.9053842489322285
"[0.9308984648238681, 1.0174341378382088]",8,rotation,,normalized_rms_difference,SmolVLA,0.973375551363623
"[0.6920261518631324, 0.7416482802201896]",8,gripper,,normalized_rms_difference,SmolVLA,0.7161743652151479
"[0.8993315940480368, 0.9830932677107597]",8,arm,,normalized_rms_difference,SmolVLA,0.9399948409983462
"[0.11943002165957153, 0.1371716887219699]",8,gripper,23407,gripper_sign_disagreement,raw_sign,0.12791045413765112
"[0.42292049604338683, 0.4955050344433146]",9,dim_0,23234,autocorrelation,raw,0.4587717097596457
"[0.6992574677659151, 0.7304013286153728]",9,dim_1,23234,autocorrelation,raw,0.7159230066211795
"[0.4501847887917006, 0.5071731409334209]",9,dim_2,23234,autocorrelation,raw,0.4788712298370332
"[0.41242852826155685, 0.5126316194493296]",9,dim_3,23234,autocorrelation,raw,0.46672783207718505
"[0.45356835107116295, 0.5273103767271146]",9,dim_4,23234,autocorrelation,raw,0.49363810608666503
"[0.6961801194137947, 0.7576281913855346]",9,dim_5,23234,autocorrelation,raw,0.7310236973128645
"[0.6915797501059082, 0.7306556013880738]",9,dim_6,23234,autocorrelation,raw,0.7119663948857836
"[1.0264164407453724, 1.1914927297740339]",9,dim_0,,normalized_rms_difference,ACT,1.1082975572703488
"[0.6501906705929228, 0.6885097464659649]",9,dim_1,,normalized_rms_difference,ACT,0.6695130248553409
"[1.0390017220938668, 1.1613652046949932]",9,dim_2,,normalized_rms_difference,ACT,1.099231842898911
"[1.0694172345048956, 1.1985142278894627]",9,dim_3,,normalized_rms_difference,ACT,1.1335204157691328
"[1.1788235593668526, 1.3230530937025713]",9,dim_4,,normalized_rms_difference,ACT,1.249574855163562
"[0.5936311913339583, 0.6649859894564975]",9,dim_5,,normalized_rms_difference,ACT,0.6300481580726769
"[0.7339721257809367, 0.7862445518548768]",9,dim_6,,normalized_rms_difference,ACT,0.7598044274478046
"[0.9300660461641008, 1.033046168360325]",9,translation,,normalized_rms_difference,ACT,0.9806259583118847
"[0.9945194847476699, 1.0860373963095522]",9,rotation,,normalized_rms_difference,ACT,1.039754223059988
"[0.7339721257809367, 0.7862445518548768]",9,gripper,,normalized_rms_difference,ACT,0.7598044274478043
"[0.9674649392352584, 1.055364330289649]",9,arm,,normalized_rms_difference,ACT,1.010622608713604
"[1.0264164407453724, 1.1914927297740339]",9,dim_0,,normalized_rms_difference,SmolVLA,1.1082975572703488
"[0.6501906705929228, 0.6885097464659649]",9,dim_1,,normalized_rms_difference,SmolVLA,0.6695130248553409
"[1.0390017220938668, 1.1613652046949932]",9,dim_2,,normalized_rms_difference,SmolVLA,1.099231842898911
"[1.0694172345048956, 1.1985142278894627]",9,dim_3,,normalized_rms_difference,SmolVLA,1.1335204157691328
"[1.1788235593668526, 1.3230530937025713]",9,dim_4,,normalized_rms_difference,SmolVLA,1.249574855163562
"[0.5936311913339583, 0.6649859894564975]",9,dim_5,,normalized_rms_difference,SmolVLA,0.6300481580726769
"[0.7339721257809367, 0.7862445518548768]",9,dim_6,,normalized_rms_difference,SmolVLA,0.7598044274478046
"[0.9300660461641008, 1.033046168360325]",9,translation,,normalized_rms_difference,SmolVLA,0.9806259583118847
"[0.9945194847476699, 1.0860373963095522]",9,rotation,,normalized_rms_difference,SmolVLA,1.039754223059988
"[0.7339721257809367, 0.7862445518548768]",9,gripper,,normalized_rms_difference,SmolVLA,0.7598044274478043
"[0.9674649392352584, 1.055364330289649]",9,arm,,normalized_rms_difference,SmolVLA,1.010622608713604
"[0.13434689425720223, 0.1541642929644778]",9,gripper,23234,gripper_sign_disagreement,raw_sign,0.14397004390117932
"[0.34471402508594934, 0.42426236786006055]",10,dim_0,23061,autocorrelation,raw,0.38418681664624005
"[0.656653211512604, 0.6912065238508777]",10,dim_1,23061,autocorrelation,raw,0.6748869156236951
"[0.36670106860318885, 0.43026857724319156]",10,dim_2,23061,autocorrelation,raw,0.398868717302996
"[0.3473441394972471, 0.4535388171485521]",10,dim_3,23061,autocorrelation,raw,0.40550599354397016
"[0.3874581598756128, 0.4690396383181224]",10,dim_4,23061,autocorrelation,raw,0.43174491993414404
"[0.6559606402290961, 0.7232936025085369]",10,dim_5,23061,autocorrelation,raw,0.6944335469865388
"[0.6585176554957144, 0.7012873744247902]",10,dim_6,23061,autocorrelation,raw,0.6810915656052224
"[1.0965251775161453, 1.2683390770605385]",10,dim_0,,normalized_rms_difference,ACT,1.1799094143571696
"[0.6954363646990334, 0.736302042567141]",10,dim_1,,normalized_rms_difference,ACT,0.7159442115217396
"[1.120351571786648, 1.2495413832386963]",10,dim_2,,normalized_rms_difference,ACT,1.1829220961558218
"[1.131324911665834, 1.2674306239390887]",10,dim_3,,normalized_rms_difference,ACT,1.198074042672019
"[1.2448001695117965, 1.3953557131561956]",10,dim_4,,normalized_rms_difference,ACT,1.317943089687257
"[0.6321150594340178, 0.7103776264112526]",10,dim_5,,normalized_rms_difference,ACT,0.6723150560262403
"[0.7731494077550197, 0.8273543331934956]",10,dim_6,,normalized_rms_difference,ACT,0.7996013126488509
"[0.9972970500696412, 1.104932151370545]",10,translation,,normalized_rms_difference,ACT,1.049454941969695
"[1.0525035122513926, 1.1474660284652314]",10,rotation,,normalized_rms_difference,ACT,1.0991455672382426
"[0.7731494077550197, 0.8273543331934955]",10,gripper,,normalized_rms_difference,ACT,0.7996013126488514
"[1.030551081608924, 1.1215804839730625]",10,arm,,normalized_rms_difference,ACT,1.0745875146315664
"[1.0965251775161453, 1.2683390770605385]",10,dim_0,,normalized_rms_difference,SmolVLA,1.1799094143571696
"[0.6954363646990334, 0.736302042567141]",10,dim_1,,normalized_rms_difference,SmolVLA,0.7159442115217396
"[1.120351571786648, 1.2495413832386963]",10,dim_2,,normalized_rms_difference,SmolVLA,1.1829220961558218
"[1.131324911665834, 1.2674306239390887]",10,dim_3,,normalized_rms_difference,SmolVLA,1.198074042672019
"[1.2448001695117965, 1.3953557131561956]",10,dim_4,,normalized_rms_difference,SmolVLA,1.317943089687257
"[0.6321150594340178, 0.7103776264112526]",10,dim_5,,normalized_rms_difference,SmolVLA,0.6723150560262403
"[0.7731494077550197, 0.8273543331934956]",10,dim_6,,normalized_rms_difference,SmolVLA,0.7996013126488509
"[0.9972970500696412, 1.104932151370545]",10,translation,,normalized_rms_difference,SmolVLA,1.049454941969695
"[1.0525035122513926, 1.1474660284652314]",10,rotation,,normalized_rms_difference,SmolVLA,1.0991455672382426
"[0.7731494077550197, 0.8273543331934955]",10,gripper,,normalized_rms_difference,SmolVLA,0.7996013126488514
"[1.030551081608924, 1.1215804839730625]",10,arm,,normalized_rms_difference,SmolVLA,1.0745875146315664
"[0.1490717508797997, 0.1707071017310758]",10,gripper,23061,gripper_sign_disagreement,raw_sign,0.15944668487923333
"[0.26921923855601915, 0.35660252572123435]",11,dim_0,22888,autocorrelation,raw,0.31230720696339126
"[0.6146096945041332, 0.6516630407858228]",11,dim_1,22888,autocorrelation,raw,0.6344985950139429
"[0.28453833927149746, 0.35551084204069777]",11,dim_2,22888,autocorrelation,raw,0.3204935237816082
"[0.28875546723522433, 0.3997264518501191]",11,dim_3,22888,autocorrelation,raw,0.34855838883678825
"[0.3248417206470784, 0.41346743662785046]",11,dim_4,22888,autocorrelation,raw,0.3719138475427633
"[0.6174341074256927, 0.6911887543694958]",11,dim_5,22888,autocorrelation,raw,0.6588809800509524
"[0.6257850846378402, 0.6733784190440019]",11,dim_6,22888,autocorrelation,raw,0.6508146314361186
"[1.1548766270088924, 1.3366683474228573]",11,dim_0,,normalized_rms_difference,ACT,1.2437972727737907
"[0.7368413997418418, 0.780487401618025]",11,dim_1,,normalized_rms_difference,ACT,0.7587620672084254
"[1.1931406158240971, 1.330105574177211]",11,dim_2,,normalized_rms_difference,ACT,1.2599342356824814
"[1.1847973220383405, 1.326193630745994]",11,dim_3,,normalized_rms_difference,ACT,1.2552377093123792
"[1.303185611386289, 1.4595376284889592]",11,dim_4,,normalized_rms_difference,ACT,1.3794411457409608
"[0.668335746972536, 0.7505736096156476]",11,dim_5,,normalized_rms_difference,ACT,0.7108397793902066
"[0.8087763772504877, 0.8661468833187499]",11,dim_6,,normalized_rms_difference,ACT,0.8368139339194918
"[1.0568154502052427, 1.1705265924082828]",11,translation,,normalized_rms_difference,ACT,1.1120830017941887
"[1.1042237473014875, 1.201517153299777]",11,rotation,,normalized_rms_difference,ACT,1.1523559596765867
"[0.8087763772504877, 0.8661468833187498]",11,gripper,,normalized_rms_difference,ACT,0.8368139339194913
"[1.0861560009584237, 1.1808563570781305]",11,arm,,normalized_rms_difference,ACT,1.1323985298210433
"[1.1548766270088924, 1.3366683474228573]",11,dim_0,,normalized_rms_difference,SmolVLA,1.2437972727737907
"[0.7368413997418418, 0.780487401618025]",11,dim_1,,normalized_rms_difference,SmolVLA,0.7587620672084254
"[1.1931406158240971, 1.330105574177211]",11,dim_2,,normalized_rms_difference,SmolVLA,1.2599342356824814
"[1.1847973220383405, 1.326193630745994]",11,dim_3,,normalized_rms_difference,SmolVLA,1.2552377093123792
"[1.303185611386289, 1.4595376284889592]",11,dim_4,,normalized_rms_difference,SmolVLA,1.3794411457409608
"[0.668335746972536, 0.7505736096156476]",11,dim_5,,normalized_rms_difference,SmolVLA,0.7108397793902066
"[0.8087763772504877, 0.8661468833187499]",11,dim_6,,normalized_rms_difference,SmolVLA,0.8368139339194918
"[1.0568154502052427, 1.1705265924082828]",11,translation,,normalized_rms_difference,SmolVLA,1.1120830017941887
"[1.1042237473014875, 1.201517153299777]",11,rotation,,normalized_rms_difference,SmolVLA,1.1523559596765867
"[0.8087763772504877, 0.8661468833187498]",11,gripper,,normalized_rms_difference,SmolVLA,0.8368139339194913
"[1.0861560009584237, 1.1808563570781305]",11,arm,,normalized_rms_difference,SmolVLA,1.1323985298210433
"[0.16312683614034124, 0.18709043780258708]",11,gripper,22888,gripper_sign_disagreement,raw_sign,0.17463299545613423
"[0.19856773973552966, 0.29054127677143127]",12,dim_0,22715,autocorrelation,raw,0.2436801782258336
"[0.5741991781137485, 0.6136762107860022]",12,dim_1,22715,autocorrelation,raw,0.5950412769097364
"[0.2056584867395038, 0.28206622683396537]",12,dim_2,22715,autocorrelation,raw,0.2443624784631808
"[0.23629061718459973, 0.34801229254651983]",12,dim_3,22715,autocorrelation,raw,0.29636834044210125
"[0.26272477632363755, 0.35830125287422515]",12,dim_4,22715,autocorrelation,raw,0.3140504846458194
"[0.5817362801113032, 0.6583044605191516]",12,dim_5,22715,autocorrelation,raw,0.6244982515277423
"[0.5940036372102131, 0.645318717611456]",12,dim_6,22715,autocorrelation,raw,0.620981940709416
"[1.2085686176377213, 1.3965207012564493]",12,dim_0,,normalized_rms_difference,ACT,1.3006591811330643
"[0.7750149630433033, 0.8211071643210537]",12,dim_1,,normalized_rms_difference,ACT,0.7982783543274103
"[1.261565318087236, 1.404668180691452]",12,dim_2,,normalized_rms_difference,ACT,1.3309051284527738
"[1.2338110474731128, 1.3799838437337637]",12,dim_3,,normalized_rms_difference,ACT,1.3053338490414232
"[1.3565995427781603, 1.5190898124752552]",12,dim_4,,normalized_rms_difference,ACT,1.4356345458726663
"[0.6995817142619921, 0.7888638519135348]",12,dim_5,,normalized_rms_difference,ACT,0.7460466195093628
"[0.8428451043365851, 0.9020745049468433]",12,dim_6,,normalized_rms_difference,ACT,0.8719605098768854
"[1.112711204481127, 1.2290197528921405]",12,translation,,normalized_rms_difference,ACT,1.1690838432144643
"[1.150319662420138, 1.2521546034928617]",12,rotation,,normalized_rms_difference,ACT,1.200212281950942
"[0.8428451043365852, 0.902074504946843]",12,gripper,,normalized_rms_difference,ACT,0.8719605098768859
"[1.1376560919989842, 1.2351081136390591]",12,arm,,normalized_rms_difference,ACT,1.1847503015848928
"[1.2085686176377213, 1.3965207012564493]",12,dim_0,,normalized_rms_difference,SmolVLA,1.3006591811330643
"[0.7750149630433033, 0.8211071643210537]",12,dim_1,,normalized_rms_difference,SmolVLA,0.7982783543274103
"[1.261565318087236, 1.404668180691452]",12,dim_2,,normalized_rms_difference,SmolVLA,1.3309051284527738
"[1.2338110474731128, 1.3799838437337637]",12,dim_3,,normalized_rms_difference,SmolVLA,1.3053338490414232
"[1.3565995427781603, 1.5190898124752552]",12,dim_4,,normalized_rms_difference,SmolVLA,1.4356345458726663
"[0.6995817142619921, 0.7888638519135348]",12,dim_5,,normalized_rms_difference,SmolVLA,0.7460466195093628
"[0.8428451043365851, 0.9020745049468433]",12,dim_6,,normalized_rms_difference,SmolVLA,0.8719605098768854
"[1.112711204481127, 1.2290197528921405]",12,translation,,normalized_rms_difference,SmolVLA,1.1690838432144643
"[1.150319662420138, 1.2521546034928617]",12,rotation,,normalized_rms_difference,SmolVLA,1.200212281950942
"[0.8428451043365852, 0.902074504946843]",12,gripper,,normalized_rms_difference,SmolVLA,0.8719605098768859
"[1.1376560919989842, 1.2351081136390591]",12,arm,,normalized_rms_difference,SmolVLA,1.1847503015848928
"[0.17715933214372645, 0.20293329855357325]",12,gripper,22715,gripper_sign_disagreement,raw_sign,0.18961038961038962
"[0.13053135434776128, 0.22636755839017778]",13,dim_0,22542,autocorrelation,raw,0.17861167769991623
"[0.5346481908072759, 0.5763139889349956]",13,dim_1,22542,autocorrelation,raw,0.5567058495868853
"[0.1304722852897279, 0.2107095375297543]",13,dim_2,22542,autocorrelation,raw,0.1712858993323372
"[0.18699662311472517, 0.3017094226517564]",13,dim_3,22542,autocorrelation,raw,0.24902621757621846
"[0.20486473081507858, 0.30648091941948663]",13,dim_4,22542,autocorrelation,raw,0.25885970961363425
"[0.5436195212948058, 0.6262576362338256]",13,dim_5,22542,autocorrelation,raw,0.5912401554552458
"[0.5622182116670135, 0.6174739184421824]",13,dim_6,22542,autocorrelation,raw,0.5914213009168909
"[1.2571034796950549, 1.4520114838245675]",13,dim_0,,normalized_rms_difference,ACT,1.3514070582246818
"[0.8096905351627057, 0.8593515841728131]",13,dim_1,,normalized_rms_difference,ACT,0.8347862606413714
"[1.3247787380957758, 1.473359439589649]",13,dim_2,,normalized_rms_difference,ACT,1.3961589752032488
"[1.2730564825818425, 1.4245290955969054]",13,dim_3,,normalized_rms_difference,ACT,1.3489187065308708
"[1.4025736307014571, 1.574789663875344]",13,dim_4,,normalized_rms_difference,ACT,1.4870227344768485
"[0.7299542361155946, 0.8243781709136445]",13,dim_5,,normalized_rms_difference,ACT,0.7783755815212192
"[0.8757025917425159, 0.9368203647106983]",13,dim_6,,normalized_rms_difference,ACT,0.9054675332009254
"[1.163535743170078, 1.2829918395829614]",13,translation,,normalized_rms_difference,ACT,1.2209871719249248
"[1.1905064681857154, 1.2955542598248515]",13,rotation,,normalized_rms_difference,ACT,1.2432064504857883
"[0.8757025917425156, 0.9368203647106982]",13,gripper,,normalized_rms_difference,ACT,0.9054675332009252
"[1.1836728300137385, 1.284345224636425]",13,arm,,normalized_rms_difference,ACT,1.2321468971950338
"[1.2571034796950549, 1.4520114838245675]",13,dim_0,,normalized_rms_difference,SmolVLA,1.3514070582246818
"[0.8096905351627057, 0.8593515841728131]",13,dim_1,,normalized_rms_difference,SmolVLA,0.8347862606413714
"[1.3247787380957758, 1.473359439589649]",13,dim_2,,normalized_rms_difference,SmolVLA,1.3961589752032488
"[1.2730564825818425, 1.4245290955969054]",13,dim_3,,normalized_rms_difference,SmolVLA,1.3489187065308708
"[1.4025736307014571, 1.574789663875344]",13,dim_4,,normalized_rms_difference,SmolVLA,1.4870227344768485
"[0.7299542361155946, 0.8243781709136445]",13,dim_5,,normalized_rms_difference,SmolVLA,0.7783755815212192
"[0.8757025917425159, 0.9368203647106983]",13,dim_6,,normalized_rms_difference,SmolVLA,0.9054675332009254
"[1.163535743170078, 1.2829918395829614]",13,translation,,normalized_rms_difference,SmolVLA,1.2209871719249248
"[1.1905064681857154, 1.2955542598248515]",13,rotation,,normalized_rms_difference,SmolVLA,1.2432064504857883
"[0.8757025917425156, 0.9368203647106982]",13,gripper,,normalized_rms_difference,SmolVLA,0.9054675332009252
"[1.1836728300137385, 1.284345224636425]",13,arm,,normalized_rms_difference,SmolVLA,1.2321468971950338
"[0.19124133529784945, 0.2188674324026993]",13,gripper,22542,gripper_sign_disagreement,raw_sign,0.20446278058734807
"[0.06850434111627911, 0.16704523164185767]",14,dim_0,22369,autocorrelation,raw,0.11747665379333373
"[0.4961560813907914, 0.5409175528499837]",14,dim_1,22369,autocorrelation,raw,0.5195764942310783
"[0.05828024506992104, 0.1439573486559532]",14,dim_2,22369,autocorrelation,raw,0.10199892678448934
"[0.1456975324117565, 0.25771756781239347]",14,dim_3,22369,autocorrelation,raw,0.20628771960211365
"[0.15008773522620067, 0.25714321581670607]",14,dim_4,22369,autocorrelation,raw,0.20742770876949485
"[0.5100289538490499, 0.5959853126493458]",14,dim_5,22369,autocorrelation,raw,0.5590055990310064
"[0.5309660141788161, 0.5904771544636748]",14,dim_6,22369,autocorrelation,raw,0.562245838802199
"[1.2999069915190546, 1.4999352406813298]",14,dim_0,,normalized_rms_difference,ACT,1.3966892532277722
"[0.841681740806202, 0.8944238001704152]",14,dim_1,,normalized_rms_difference,ACT,0.868594394286126
"[1.3817956773508477, 1.535459113674017]",14,dim_2,,normalized_rms_difference,ACT,1.45577419723957
"[1.3085587767040026, 1.4650181735345373]",14,dim_3,,normalized_rms_difference,ACT,1.3869522255738382
"[1.4478118966832667, 1.6231315179238948]",14,dim_4,,normalized_rms_difference,ACT,1.533176909906485
"[0.755802458470801, 0.8555582693411636]",14,dim_5,,normalized_rms_difference,ACT,0.8082106600002789
"[0.9062903234314935, 0.9695600300744818]",14,dim_6,,normalized_rms_difference,ACT,0.9374090026370343
"[1.209276990056822, 1.3321212385475483]",14,translation,,normalized_rms_difference,ACT,1.2681319075994877
"[1.229353667615998, 1.335304313273591]",14,rotation,,normalized_rms_difference,ACT,1.2815969704542725
"[0.9062903234314936, 0.9695600300744818]",14,gripper,,normalized_rms_difference,ACT,0.9374090026370347
"[1.2267153782238815, 1.3272212770690375]",14,arm,,normalized_rms_difference,ACT,1.2748822160790942
"[1.2999069915190546, 1.4999352406813298]",14,dim_0,,normalized_rms_difference,SmolVLA,1.3966892532277722
"[0.841681740806202, 0.8944238001704152]",14,dim_1,,normalized_rms_difference,SmolVLA,0.868594394286126
"[1.3817956773508477, 1.535459113674017]",14,dim_2,,normalized_rms_difference,SmolVLA,1.45577419723957
"[1.3085587767040026, 1.4650181735345373]",14,dim_3,,normalized_rms_difference,SmolVLA,1.3869522255738382
"[1.4478118966832667, 1.6231315179238948]",14,dim_4,,normalized_rms_difference,SmolVLA,1.533176909906485
"[0.755802458470801, 0.8555582693411636]",14,dim_5,,normalized_rms_difference,SmolVLA,0.8082106600002789
"[0.9062903234314935, 0.9695600300744818]",14,dim_6,,normalized_rms_difference,SmolVLA,0.9374090026370343
"[1.209276990056822, 1.3321212385475483]",14,translation,,normalized_rms_difference,SmolVLA,1.2681319075994877
"[1.229353667615998, 1.335304313273591]",14,rotation,,normalized_rms_difference,SmolVLA,1.2815969704542725
"[0.9062903234314936, 0.9695600300744818]",14,gripper,,normalized_rms_difference,SmolVLA,0.9374090026370347
"[1.2267153782238815, 1.3272212770690375]",14,arm,,normalized_rms_difference,SmolVLA,1.2748822160790942
"[0.20483453640796584, 0.234432546069704]",14,gripper,22369,gripper_sign_disagreement,raw_sign,0.2191425633689481
"[0.01096996404892874, 0.11138161391269628]",15,dim_0,22196,autocorrelation,raw,0.06049868777311558
"[0.4593155979814973, 0.5058204538180293]",15,dim_1,22196,autocorrelation,raw,0.4836994133212524
"[-0.007024001655465467, 0.08002994531610447]",15,dim_2,22196,autocorrelation,raw,0.03713589574135196
"[0.10923277997023001, 0.21926053899016104]",15,dim_3,22196,autocorrelation,raw,0.16877074084192487
"[0.10320963532733966, 0.21219698324847222]",15,dim_4,22196,autocorrelation,raw,0.1609198033723678
"[0.47824994077916033, 0.5661743097218533]",15,dim_5,22196,autocorrelation,raw,0.527573696171081
"[0.4997064032478737, 0.562739990992486]",15,dim_6,22196,autocorrelation,raw,0.5332902433781804
"[1.3376896672238552, 1.5384216063558798]",15,dim_0,,normalized_rms_difference,ACT,1.4370864592866937
"[0.8712871767290506, 0.9270582184506462]",15,dim_1,,normalized_rms_difference,ACT,0.9000001137417438
"[1.4343775844105529, 1.5896997981935974]",15,dim_2,,normalized_rms_difference,ACT,1.509834478417833
"[1.3396628236945725, 1.4978180910736767]",15,dim_3,,normalized_rms_difference,ACT,1.4194307103454509
"[1.485778461188019, 1.6634866746453691]",15,dim_4,,normalized_rms_difference,ACT,1.5734141530819936
"[0.781015193160672, 0.8872390964435466]",15,dim_5,,normalized_rms_difference,ACT,0.8359908228960053
"[0.936649434347307, 1.0015341639389916]",15,dim_6,,normalized_rms_difference,ACT,0.9681181829126632
"[1.2515014674308573, 1.3739175984872707]",15,translation,,normalized_rms_difference,ACT,1.3108289805080815
"[1.2613809520645711, 1.3688105953057932]",15,rotation,,normalized_rms_difference,ACT,1.315205471216932
"[0.936649434347307, 1.0015341639389916]",15,gripper,,normalized_rms_difference,ACT,0.9681181829126625
"[1.2643775930848864, 1.3648996546620182]",15,arm,,normalized_rms_difference,ACT,1.3130190493018006
"[1.3376896672238552, 1.5384216063558798]",15,dim_0,,normalized_rms_difference,SmolVLA,1.4370864592866937
"[0.8712871767290506, 0.9270582184506462]",15,dim_1,,normalized_rms_difference,SmolVLA,0.9000001137417438
"[1.4343775844105529, 1.5896997981935974]",15,dim_2,,normalized_rms_difference,SmolVLA,1.509834478417833
"[1.3396628236945725, 1.4978180910736767]",15,dim_3,,normalized_rms_difference,SmolVLA,1.4194307103454509
"[1.485778461188019, 1.6634866746453691]",15,dim_4,,normalized_rms_difference,SmolVLA,1.5734141530819936
"[0.781015193160672, 0.8872390964435466]",15,dim_5,,normalized_rms_difference,SmolVLA,0.8359908228960053
"[0.936649434347307, 1.0015341639389916]",15,dim_6,,normalized_rms_difference,SmolVLA,0.9681181829126632
"[1.2515014674308573, 1.3739175984872707]",15,translation,,normalized_rms_difference,SmolVLA,1.3108289805080815
"[1.2613809520645711, 1.3688105953057932]",15,rotation,,normalized_rms_difference,SmolVLA,1.315205471216932
"[0.936649434347307, 1.0015341639389916]",15,gripper,,normalized_rms_difference,SmolVLA,0.9681181829126625
"[1.2643775930848864, 1.3648996546620182]",15,arm,,normalized_rms_difference,SmolVLA,1.3130190493018006
"[0.21878757146236238, 0.2501497274385579]",15,gripper,22196,gripper_sign_disagreement,raw_sign,0.2337358082537394
"[-0.042278331418211225, 0.05945738631129138]",16,dim_0,22023,autocorrelation,raw,0.007853618429563633
"[0.42455523701128683, 0.47269659616200005]",16,dim_1,22023,autocorrelation,raw,0.44915251233947673
"[-0.06747998661389128, 0.020346736626888275]",16,dim_2,22023,autocorrelation,raw,-0.02289760768904848
"[0.08032464098690627, 0.18684406747365756]",16,dim_3,22023,autocorrelation,raw,0.13693339669826027
"[0.06119475921220176, 0.17188879312166622]",16,dim_4,22023,autocorrelation,raw,0.11965141801680365
"[0.44521804374679064, 0.5365652901027333]",16,dim_5,22023,autocorrelation,raw,0.4969901251118988
"[0.47121354135127147, 0.5364793256852077]",16,dim_6,22023,autocorrelation,raw,0.5054870595418574
"[1.3726758040840263, 1.5769783655981382]",16,dim_0,,normalized_rms_difference,ACT,1.4728966728662474
"[0.8998253153310183, 0.9570504337553477]",16,dim_1,,normalized_rms_difference,ACT,0.9291135885499175
"[1.4810921912462187, 1.6407818385838984]",16,dim_2,,normalized_rms_difference,ACT,1.5584778640183954
"[1.36573521683908, 1.527169395474955]",16,dim_3,,normalized_rms_difference,ACT,1.4463771498731393
"[1.5179899208003211, 1.7005618727916185]",16,dim_4,,normalized_rms_difference,ACT,1.607704553960028
"[0.8031924100889344, 0.9153928902742573]",16,dim_5,,normalized_rms_difference,ACT,0.8617928394540872
"[0.9647794611629945, 1.0299535323264968]",16,dim_6,,normalized_rms_difference,ACT,0.9967918739054544
"[1.289309321018353, 1.4134233009607986]",16,translation,,normalized_rms_difference,ACT,1.3492627520247131
"[1.2894603332415073, 1.3981692859274335]",16,rotation,,normalized_rms_difference,ACT,1.3440495638967707
"[0.9647794611629945, 1.0299535323264968]",16,gripper,,normalized_rms_difference,ACT,0.9967918739054545
"[1.298130552766289, 1.3980728483027618]",16,arm,,normalized_rms_difference,ACT,1.3466586806263126
"[1.3726758040840263, 1.5769783655981382]",16,dim_0,,normalized_rms_difference,SmolVLA,1.4728966728662474
"[0.8998253153310183, 0.9570504337553477]",16,dim_1,,normalized_rms_difference,SmolVLA,0.9291135885499175
"[1.4810921912462187, 1.6407818385838984]",16,dim_2,,normalized_rms_difference,SmolVLA,1.5584778640183954
"[1.36573521683908, 1.527169395474955]",16,dim_3,,normalized_rms_difference,SmolVLA,1.4463771498731393
"[1.5179899208003211, 1.7005618727916185]",16,dim_4,,normalized_rms_difference,SmolVLA,1.607704553960028
"[0.8031924100889344, 0.9153928902742573]",16,dim_5,,normalized_rms_difference,SmolVLA,0.8617928394540872
"[0.9647794611629945, 1.0299535323264968]",16,dim_6,,normalized_rms_difference,SmolVLA,0.9967918739054544
"[1.289309321018353, 1.4134233009607986]",16,translation,,normalized_rms_difference,SmolVLA,1.3492627520247131
"[1.2894603332415073, 1.3981692859274335]",16,rotation,,normalized_rms_difference,SmolVLA,1.3440495638967707
"[0.9647794611629945, 1.0299535323264968]",16,gripper,,normalized_rms_difference,SmolVLA,0.9967918739054545
"[1.298130552766289, 1.3980728483027618]",16,arm,,normalized_rms_difference,SmolVLA,1.3466586806263126
"[0.23212643203271108, 0.2645475598935102]",16,gripper,22023,gripper_sign_disagreement,raw_sign,0.247786405121918
"[-0.09048721163820538, 0.009774402875604011]",17,dim_0,21850,autocorrelation,raw,-0.040355331119892014
"[0.3900963108226087, 0.44069772390907763]",17,dim_1,21850,autocorrelation,raw,0.415964451810898
"[-0.12242942008369834, -0.03531375427891628]",17,dim_2,21850,autocorrelation,raw,-0.0777451980925335
"[0.05624636145926123, 0.15739320018544897]",17,dim_3,21850,autocorrelation,raw,0.11008902030035615
"[0.025402541660276563, 0.1371643122045324]",17,dim_4,21850,autocorrelation,raw,0.08416022686439756
"[0.415487473160569, 0.5082375533666385]",17,dim_5,21850,autocorrelation,raw,0.4672841952113756
"[0.44293991236300506, 0.5107589351179542]",17,dim_6,21850,autocorrelation,raw,0.4788040113942791
"[1.4041944913877809, 1.6096706415966897]",17,dim_0,,normalized_rms_difference,ACT,1.5044161088502483
"[0.9246252509878674, 0.9853973108443685]",17,dim_1,,normalized_rms_difference,ACT,0.9561788004747341
"[1.5255592713155257, 1.6840270855432935]",17,dim_2,,normalized_rms_difference,ACT,1.6017120982593862
"[1.385730918989304, 1.5486672543790683]",17,dim_3,,normalized_rms_difference,ACT,1.4685049869431825
"[1.544878871638679, 1.7290776052264158]",17,dim_4,,normalized_rms_difference,ACT,1.6360650972993669
"[0.8250913267650986, 0.9404650383751151]",17,dim_5,,normalized_rms_difference,ACT,0.8856952089386795
"[0.991441768003962, 1.0574605410577231]",17,dim_6,,normalized_rms_difference,ACT,1.0236655425842498
"[1.323884803043947, 1.4476825006046221]",17,translation,,normalized_rms_difference,ACT,1.383597650180609
"[1.3134890628452747, 1.4219677862274673]",17,rotation,,normalized_rms_difference,ACT,1.3684141554387104
"[0.9914417680039618, 1.0574605410577234]",17,gripper,,normalized_rms_difference,ACT,1.0236655425842502
