seconds,r1a_source_age_steps_at_20hz,b3_offset_steps_at_20hz,b3_arm_normalized_rmse,b3_translation_normalized_rmse,b3_rotation_normalized_rmse,b3_gripper_normalized_rmse,b3_gripper_native_sign_disagreement,r1a_fresh_minus_arm_stale_pp,r1a_fresh_minus_gripper_stale_pp
0.1,2,2,0.10976910182941586,0.08911911482153431,0.1271074144426655,0.10404754914315852,0.002109704641350211,5.555555555555555,-15.873015873015872
0.2,4,4,0.1085478994094821,0.09073155695911109,0.12382680446574428,0.08076603598046754,0.0,5.555555555555555,-20.634920634920633
0.4,8,8,0.10924185188270942,0.09491573740844396,0.12189572263922537,0.1041945716033972,0.004219409282700422,15.873015873015872,-25.396825396825395
0.6,12,12,0.1033631628613369,0.08209876539695109,0.12094494447348718,0.07647141183046251,0.0,27.77777777777778,-25.396825396825395
0.8,16,16,0.10182917928398132,0.0862648352232746,0.11531149860789991,0.11011829159089034,0.002109704641350211,26.190476190476193,-26.984126984126984
1.0,20,20,0.1074159507037387,0.08919818075219518,0.12296364292617049,0.11269276007886626,0.004219409282700422,34.92063492063492,-19.841269841269842
1.6,32,32,0.12340128151719673,0.08883840402217913,0.15021148601543405,0.12182401016858965,0.004219409282700422,19.047619047619047,-18.253968253968253
