split,episode_id,task_id,targets,l_sem_FF,translation_FF,rotation_normalized_FF,rotation_geodesic_radians_FF,gripper_sign_FF,l_sem_OO,translation_OO,rotation_normalized_OO,rotation_geodesic_radians_OO,gripper_sign_OO,l_sem_FO,translation_FO,rotation_normalized_FO,rotation_geodesic_radians_FO,gripper_sign_FO,l_sem_OF,translation_OF,rotation_normalized_OF,rotation_geodesic_radians_OF,gripper_sign_OF,c_offline
validation,185,1,122,0.44915565872486674,0.3270655562654853,0.6417293414149416,0.04893057600106255,0.23770491803278687,0.39932790133049384,0.28752606677324405,0.5786652658394381,0.045624581134834204,0.19672131147540983,0.44330085778809863,0.3270655562654853,0.6417293414149416,0.04893057600106255,0.19672131147540983,0.40518270226726194,0.28752606677324405,0.5786652658394381,0.045624581134834204,0.23770491803278687,0.0
validation,190,2,157,0.49354327796916647,0.5646771016948203,0.4743973409551033,0.04178069247889567,0.3375796178343949,0.4862886479295356,0.5832759380782581,0.48133387948980894,0.04381704970955982,0.21019108280254778,0.4753449158217597,0.5646771016948203,0.4743973409551033,0.04178069247889567,0.21019108280254778,0.5044870100769422,0.5832759380782581,0.48133387948980894,0.04381704970955982,0.3375796178343949,-1.1102230246251565e-16
validation,195,4,152,0.8629438538363987,0.8425330137243965,1.0306517680342178,0.05875391062935912,0.42105263157894735,0.9590059249240142,0.7016554424434475,1.435147856063463,0.06572023121761339,0.3026315789473684,0.8460265606033159,0.8425330137243965,1.0306517680342178,0.05875391062935912,0.3026315789473684,0.9759232181570969,0.7016554424434475,1.435147856063463,0.06572023121761339,0.42105263157894735,0.0
validation,238,0,122,1.2031750545933435,0.7427259436910226,1.9881797847863414,0.08912932443567669,0.22950819672131148,1.0354527102977065,0.5586713407100048,1.7726855297660642,0.08485152916573963,0.2540983606557377,1.2066879351554045,0.7427259436910226,1.9881797847863414,0.08912932443567669,0.2540983606557377,1.0319398297356455,0.5586713407100048,1.7726855297660642,0.08485152916573963,0.22950819672131148,0.0
validation,249,6,143,0.5841471767487655,0.755667491485672,0.47913745938965246,0.0409116027312162,0.38461538461538464,0.6060702014929311,0.8063934578120356,0.5261852640863888,0.04024054848002785,0.24475524475524477,0.5641671567687455,0.755667491485672,0.47913745938965246,0.0409116027312162,0.24475524475524477,0.626050221472951,0.8063934578120356,0.5261852640863888,0.04024054848002785,0.38461538461538464,-1.1102230246251565e-16
validation,257,9,137,0.931696868827057,0.6619925781183922,1.4049108214075148,0.06794434187420706,0.32116788321167883,0.6255664783717461,0.3534030028417377,1.0186608724830908,0.055996585435016476,0.26277372262773724,0.923354845886494,0.6619925781183922,1.4049108214075148,0.06794434187420706,0.26277372262773724,0.6339085013123091,0.3534030028417377,1.0186608724830908,0.055996585435016476,0.32116788321167883,0.0
validation,258,8,111,1.4238070297094896,0.7047219279505577,2.4733503305607725,0.09500758250621039,0.43243243243243246,1.18858617627577,0.44748083301787184,2.250811836550516,0.08821144538372913,0.22522522522522523,1.3942060001084597,0.7047219279505577,2.4733503305607725,0.09500758250621039,0.22522522522522523,1.2181872058767993,0.44748083301787184,2.250811836550516,0.08821144538372913,0.43243243243243246,-2.220446049250313e-16
validation,259,1,144,0.6826393108470152,0.4685359919558763,1.0108631407612334,0.06478813669623859,0.3402777777777778,0.5737956996915128,0.5228952929561176,0.6724428211388936,0.05264279739159653,0.4305555555555556,0.6955361362438407,0.4685359919558763,1.0108631407612334,0.06478813669623859,0.4305555555555556,0.5608988742946873,0.5228952929561176,0.6724428211388936,0.05264279739159653,0.3402777777777778,0.0
validation,265,2,113,1.2235460342313278,0.5032467094629473,2.286797281914576,0.08760682196627531,0.19469026548672566,1.1585593793004196,0.5218849068710812,2.0870250312605765,0.0841313732849816,0.2831858407079646,1.236188259262933,0.5032467094629473,2.286797281914576,0.08760682196627531,0.2831858407079646,1.1459171542688142,0.5218849068710812,2.0870250312605765,0.0841313732849816,0.19469026548672566,-2.220446049250313e-16
validation,269,7,153,0.5100920923567744,0.43999805577074824,0.6717854538460393,0.05119585614999767,0.23529411764705882,0.4766512712923591,0.3833378589617828,0.6395238219840051,0.04464720797139918,0.2679738562091503,0.5147606264370732,0.43999805577074824,0.6717854538460393,0.05119585614999767,0.2679738562091503,0.47198273721206035,0.3833378589617828,0.6395238219840051,0.04464720797139918,0.23529411764705882,0.0
validation,270,3,115,0.5807037299712381,0.5660503002878053,0.6787801421088517,0.05155749790320503,0.33043478260869563,0.5830858143713988,0.4917471434896963,0.8108154088841476,0.054325532762538396,0.17391304347826086,0.5583434815240331,0.5660503002878053,0.6787801421088517,0.05155749790320503,0.17391304347826086,0.6054460628186037,0.4917471434896963,0.8108154088841476,0.054325532762538396,0.33043478260869563,-1.1102230246251565e-16
validation,276,5,112,0.8052727900541703,0.6010817703530827,1.1945547397733147,0.06851345540018422,0.25,0.8896909425505427,0.5927688536641755,1.3819862027632814,0.06971197607000919,0.30357142857142855,0.8129258512786601,0.6010817703530827,1.1945547397733147,0.06851345540018422,0.30357142857142855,0.8820378813260529,0.5927688536641755,1.3819862027632814,0.06971197607000919,0.25,0.0
validation,314,0,148,1.1944993768628929,0.8676598368746872,1.8001360064360263,0.08289218122419012,0.3581081081081081,0.8868294633709513,0.46999278255750876,1.5024291184611973,0.07578328877954985,0.2905405405405405,1.1848468672103831,0.8676598368746872,1.8001360064360263,0.08289218122419012,0.2905405405405405,0.8964819730234608,0.46999278255750876,1.5024291184611973,0.07578328877954985,0.3581081081081081,-2.220446049250313e-16
validation,324,4,131,0.5335547970442011,0.7964627675546329,0.32890555023043666,0.03642300558289572,0.35877862595419846,0.49112485587286414,0.5288256163262629,0.5153512102269596,0.04222631114804743,0.3053435114503817,0.5259212092579415,0.7964627675546329,0.32890555023043666,0.03642300558289572,0.3053435114503817,0.4987584436591237,0.5288256163262629,0.5153512102269596,0.04222631114804743,0.35877862595419846,0.0
validation,342,9,148,0.9447915243014783,0.7284713324078264,1.3701863684397675,0.07018164131078415,0.31756756756756754,0.7762793371313703,0.6028677559766928,1.1318741207532614,0.06344691867430359,0.22972972972972974,0.9322432617532159,0.7284713324078264,1.3701863684397675,0.07018164131078415,0.22972972972972974,0.7888275996796328,0.6028677559766928,1.1318741207532614,0.06344691867430359,0.31756756756756754,0.0
validation,343,1,129,0.5624631223363664,0.30490326602874196,0.9067354922909968,0.05766055406749559,0.3023255813953488,0.6037203108086564,0.35576805870549616,0.9624733900289142,0.05929971429190969,0.2713178294573643,0.5580334434880829,0.30490326602874196,0.9067354922909968,0.05766055406749559,0.2713178294573643,0.60814998965694,0.35576805870549616,0.9624733900289142,0.05929971429190969,0.3023255813953488,1.1102230246251565e-16
validation,354,5,119,0.8511169938669856,0.6017681682767084,1.3001378706342133,0.06247406488385824,0.25210084033613445,0.7484897091069683,0.5277136639170736,1.137529831001987,0.06417176993757266,0.24369747899159663,0.8499165136749088,0.6017681682767084,1.3001378706342133,0.06247406488385824,0.24369747899159663,0.7496901892990451,0.5277136639170736,1.137529831001987,0.06417176993757266,0.25210084033613445,0.0
validation,362,6,108,0.7878799324564277,0.5513763966386019,1.1728125815621986,0.06572223808931417,0.3425925925925926,0.6325107968885538,0.33421885130592616,1.0829976994587238,0.0660307863420682,0.17592592592592593,0.764070408646904,0.5513763966386019,1.1728125815621986,0.06572223808931417,0.17592592592592593,0.6563203206980773,0.33421885130592616,1.0829976994587238,0.0660307863420682,0.3425925925925926,-1.1102230246251565e-16
validation,368,0,114,0.6137623390798362,0.4982720783504319,0.8461207479235722,0.05862640315771815,0.2631578947368421,0.5719625606281369,0.5402123150772898,0.6920278117684796,0.05247871115549061,0.30701754385964913,0.6200280032402373,0.4982720783504319,0.8461207479235722,0.05862640315771815,0.30701754385964913,0.5656968964677358,0.5402123150772898,0.6920278117684796,0.05247871115549061,0.2631578947368421,0.0
validation,369,8,126,1.5568090134691652,0.9586822161771775,2.552179026891086,0.09213715658749295,0.36507936507936506,1.4062634341677558,0.7445796197570285,2.428236118168793,0.08726141264411233,0.3253968253968254,1.5511400792288021,0.9586822161771775,2.552179026891086,0.09213715658749295,0.3253968253968254,1.4119323684081184,0.7445796197570285,2.428236118168793,0.08726141264411233,0.36507936507936506,0.0
validation,376,7,123,0.6405578864580499,0.6958863216330722,0.7120278795603721,0.04876837630150177,0.2601626016260163,0.47300215782003474,0.4587182261149641,0.5663626895572577,0.04509572005780135,0.23577235772357724,0.6370735659005587,0.6958863216330722,0.7120278795603721,0.04876837630150177,0.23577235772357724,0.47648647837752606,0.4587182261149641,0.5663626895572577,0.04509572005780135,0.2601626016260163,1.1102230246251565e-16
validation,391,2,167,0.8731039975643409,0.6020341490820548,1.3294200887477143,0.07128523702500196,0.31736526946107785,0.7426368425196691,0.5707165892351607,1.0343581989993564,0.06285669333236575,0.38323353293413176,0.8825137494890626,0.6020341490820548,1.3294200887477143,0.07128523702500196,0.38323353293413176,0.733227090594947,0.5707165892351607,1.0343581989993564,0.06285669333236575,0.31736526946107785,-2.220446049250313e-16
validation,392,3,119,0.9261531049638673,0.5251215266333299,1.5434654101591117,0.07400837633581552,0.2773109243697479,0.9035712695776216,0.408927261716726,1.637781050771114,0.07712855430177697,0.18487394957983194,0.912947822851022,0.5251215266333299,1.5434654101591117,0.07400837633581552,0.18487394957983194,0.916776551690467,0.408927261716726,1.637781050771114,0.07712855430177697,0.2773109243697479,1.1102230246251565e-16
validation,417,4,126,0.7638768735510196,0.5031109812393072,1.1946123057236535,0.0678771438276031,0.25396825396825395,0.6626578117561914,0.46792519124169935,1.0068477980941755,0.06044695139748324,0.21428571428571427,0.7582079393106569,0.5031109812393072,1.1946123057236535,0.0678771438276031,0.21428571428571427,0.6683267459965542,0.46792519124169935,1.0068477980941755,0.06044695139748324,0.25396825396825395,0.0
validation,442,8,157,1.4027991786531682,0.714382830656908,2.41868786433212,0.08727430800042904,0.42038216560509556,1.3607633658093392,0.5569284631065636,2.4780586685801964,0.08036991885311039,0.42038216560509556,1.4027991786531684,0.714382830656908,2.41868786433212,0.08727430800042904,0.42038216560509556,1.3607633658093394,0.5569284631065636,2.4780586685801964,0.08036991885311039,0.42038216560509556,2.220446049250313e-16
validation,443,9,133,0.6403987432784667,0.4830362598354971,0.9210019105711511,0.0554598312409067,0.2706766917293233,0.5291598617552106,0.38909897751717953,0.7954820532951037,0.051862723463222016,0.15037593984962405,0.623212921581367,0.4830362598354971,0.9210019105711511,0.0554598312409067,0.15037593984962405,0.5463456834523105,0.38909897751717953,0.7954820532951037,0.051862723463222016,0.2706766917293233,1.1102230246251565e-16
test,64,3,109,0.7144929757024656,0.41041384073577003,1.1741676285638671,0.065844625302395,0.24770642201834864,0.8246301123245052,0.4282946689074834,1.3796343087793597,0.07241253304203367,0.3486238532110092,0.7289097515871316,0.41041384073577003,1.1741676285638671,0.065844625302395,0.3486238532110092,0.8102133364398397,0.4282946689074834,1.3796343087793597,0.07241253304203367,0.24770642201834864,2.220446049250313e-16
test,71,9,143,0.6038426889720615,0.61137966959393,0.6950225021101112,0.04747989732775404,0.3076923076923077,0.561770030251226,0.34980766059538876,0.9097070253754207,0.05485478447898045,0.15384615384615385,0.5818646669940395,0.61137966959393,0.6950225021101112,0.04747989732775404,0.15384615384615385,0.583748052229248,0.34980766059538876,0.9097070253754207,0.05485478447898045,0.3076923076923077,0.0
test,73,0,108,0.6578794670058492,0.7249318534523491,0.6774041868452497,0.04825344705624767,0.39814814814814814,0.523876082859907,0.5485965009747112,0.5626699145872941,0.045734840923988294,0.3333333333333333,0.6486202077465899,0.7249318534523491,0.6774041868452497,0.04825344705624767,0.3333333333333333,0.5331353421191662,0.5485965009747112,0.5626699145872941,0.045734840923988294,0.39814814814814814,-1.1102230246251565e-16
test,77,7,157,0.9962185254231404,0.8375629269891006,1.4062675601447234,0.07495112564933526,0.24203821656050956,0.9685234522772972,0.6936960130102727,1.5067440592885588,0.0776297698346001,0.17834394904458598,0.9871193443494369,0.8375629269891006,1.4062675601447234,0.07495112564933526,0.17834394904458598,0.9776226333510006,0.6936960130102727,1.5067440592885588,0.0776297698346001,0.24203821656050956,0.0
test,80,4,123,0.7498434900387089,0.8529349963931359,0.7747485941849894,0.049947501954658795,0.36585365853658536,0.5311043979097633,0.5771109470813205,0.5103711304262846,0.04271243744575281,0.45528455284552843,0.7626193320828436,0.8529349963931359,0.7747485941849894,0.049947501954658795,0.45528455284552843,0.5183285558656285,0.5771109470813205,0.5103711304262846,0.04271243744575281,0.36585365853658536,0.0
test,97,8,120,0.9120654259293957,0.6166648074138228,1.400376741976989,0.06553457681824387,0.3333333333333333,0.9681414895350695,0.3980808020308672,1.774804895773184,0.07210775083033798,0.25833333333333336,0.9013511402151101,0.6166648074138228,1.400376741976989,0.06553457681824387,0.25833333333333336,0.9788557752493552,0.3980808020308672,1.774804895773184,0.07210775083033798,0.3333333333333333,1.1102230246251565e-16
test,99,6,113,0.5470773470233246,0.48033610756661443,0.7047322744258628,0.049554028981070766,0.2743362831858407,0.6165924695867224,0.5362953750617162,0.869972009726182,0.05193171230861051,0.09734513274336283,0.5217928969601134,0.48033610756661443,0.7047322744258628,0.049554028981070766,0.09734513274336283,0.6418769196499334,0.5362953750617162,0.869972009726182,0.05193171230861051,0.2743362831858407,-1.1102230246251565e-16
test,105,5,118,0.9918144879271358,0.5310931963565234,1.6983948460949285,0.0796424223563822,0.2542372881355932,0.7310657401073587,0.46136151241381596,1.1625376438818853,0.06579499723810589,0.2457627118644068,0.9906038341741092,0.5310931963565234,1.6983948460949285,0.0796424223563822,0.2457627118644068,0.7322763938603855,0.46136151241381596,1.1625376438818853,0.06579499723810589,0.2542372881355932,2.220446049250313e-16
test,108,1,140,0.38717617397940846,0.36299399901034246,0.44994088313208674,0.041743842019325156,0.2714285714285714,0.47402852294930276,0.4102641657559048,0.5410404830305634,0.04479812185815334,0.4642857142857143,0.41472719438757166,0.36299399901034246,0.44994088313208674,0.041743842019325156,0.4642857142857143,0.44647750254113944,0.4102641657559048,0.5410404830305634,0.04479812185815334,0.2714285714285714,-1.1102230246251565e-16
test,112,2,143,1.0090463393929658,0.7757012353407441,1.4179010624036819,0.06947330968704545,0.4825174825174825,0.9917827224095491,0.7519634430306715,1.4596321400275072,0.07147234185783138,0.3076923076923077,0.9840713144179407,0.7757012353407441,1.4179010624036819,0.06947330968704545,0.3076923076923077,1.0167577473845741,0.7519634430306715,1.4596321400275072,0.07147234185783138,0.4825174825174825,-2.220446049250313e-16
test,154,7,129,0.707349442482411,0.3310506356290306,1.2444959963131328,0.06453105235370866,0.2248062015503876,0.6748261087873284,0.316700182892057,1.1648708151310891,0.06435232484800897,0.27906976744186046,0.7151013804669071,0.3310506356290306,1.2444959963131328,0.06453105235370866,0.27906976744186046,0.6670741708028322,0.316700182892057,1.1648708151310891,0.06435232484800897,0.2248062015503876,0.0
test,165,9,130,0.3272667375949851,0.44255114320939326,0.2569686804096745,0.03141864863833218,0.19230769230769232,0.3231150147277888,0.42224760150593765,0.2598925610640313,0.03033411312383807,0.2153846153846154,0.33056344089168843,0.44255114320939326,0.2569686804096745,0.03141864863833218,0.2153846153846154,0.3198183114310855,0.42224760150593765,0.2598925610640313,0.03033411312383807,0.19230769230769232,0.0
test,166,3,109,0.5852643474642217,0.44863250451820136,0.788543939259172,0.053440687668492935,0.3853211009174312,0.6333084578045621,0.4495796981454452,0.9333388134902759,0.05424050778481236,0.28440366972477066,0.5708475715795559,0.44863250451820136,0.788543939259172,0.053440687668492935,0.28440366972477066,0.6477252336892279,0.4495796981454452,0.9333388134902759,0.05424050778481236,0.3853211009174312,-1.1102230246251565e-16
test,180,6,119,0.7987015002325645,0.5404876027308377,1.2223088950106924,0.06330715958570454,0.3025210084033613,0.8144251796691196,0.5156919473806025,1.3118043401946822,0.06413229616366636,0.2184873949579832,0.7866966983117963,0.5404876027308377,1.2223088950106924,0.06330715958570454,0.2184873949579832,0.8264299815898881,0.5156919473806025,1.3118043401946822,0.06413229616366636,0.3025210084033613,2.220446049250313e-16
test,186,5,121,0.3888070566275049,0.4500811705955296,0.3827551295793924,0.038465420458148256,0.2231404958677686,0.41570390470510776,0.470024601839967,0.41179690583283274,0.041570509821744595,0.2644628099173554,0.39471024434887453,0.4500811705955296,0.3827551295793924,0.038465420458148256,0.2644628099173554,0.4098007169837382,0.470024601839967,0.41179690583283274,0.041570509821744595,0.2231404958677686,0.0
test,188,1,137,0.37190198363398236,0.3305436156173872,0.4350378985066738,0.03953650678725454,0.30656934306569344,0.3419615079330502,0.34662705816413847,0.36612497616139716,0.036674030838456564,0.25547445255474455,0.36460271356098967,0.3305436156173872,0.4350378985066738,0.03953650678725454,0.25547445255474455,0.34926077800604294,0.34662705816413847,0.36612497616139716,0.036674030838456564,0.30656934306569344,0.0
test,204,4,156,0.6535440235377364,0.5889799896095924,0.8291184584741859,0.05292279817630355,0.32051282051282054,0.6066686851910512,0.6377001247702557,0.6346977475131375,0.045994024059839676,0.42948717948717946,0.6691117891055021,0.5889799896095924,0.8291184584741859,0.05292279817630355,0.42948717948717946,0.5911009196232857,0.6377001247702557,0.6346977475131375,0.045994024059839676,0.32051282051282054,0.0
test,208,2,113,0.6527140449383493,0.5453049711242092,0.8832991868292845,0.05623215783554492,0.2831858407079646,0.642327764743561,0.46858899947221155,0.9534796197376904,0.05897591150743936,0.23008849557522124,0.6451287099193861,0.5453049711242092,0.8832991868292845,0.05623215783554492,0.23008849557522124,0.6499130997625243,0.46858899947221155,0.9534796197376904,0.05897591150743936,0.2831858407079646,0.0
test,239,0,106,0.9467029835686739,0.9775082395704531,1.1339811120268926,0.06212404841784603,0.29245283018867924,0.9782539428559281,0.7617660385705867,1.4579334129989054,0.07144202129937373,0.18867924528301888,0.9318781857250081,0.9775082395704531,1.1339811120268926,0.06212404841784603,0.18867924528301888,0.9930787406995938,0.7617660385705867,1.4579334129989054,0.07144202129937373,0.29245283018867924,-1.1102230246251565e-16
test,261,9,148,0.46254467308040464,0.5281454475692658,0.4587831139426693,0.039177433394274534,0.27702702702702703,0.42717803213272776,0.4362319364505351,0.48394022861592,0.03986244717765139,0.22972972972972974,0.4557879163236479,0.5281454475692658,0.4587831139426693,0.039177433394274534,0.22972972972972974,0.4339347888894845,0.4362319364505351,0.48394022861592,0.03986244717765139,0.27702702702702703,0.0
test,263,8,113,1.3274767594503523,0.8554542728030223,2.1121979889233162,0.09361603262680632,0.3893805309734513,1.1330172587392409,0.5859644960425824,1.9456480457354106,0.08692943526579756,0.336283185840708,1.3198914244313888,0.8554542728030223,2.1121979889233162,0.09361603262680632,0.336283185840708,1.1406025937582043,0.5859644960425824,1.9456480457354106,0.08692943526579756,0.3893805309734513,0.0
test,264,6,196,0.7210274276327847,0.7516029749343779,0.8202501385217115,0.05628995542298265,0.33163265306122447,0.8132135177761867,0.8349239927277624,0.9571320385459249,0.058499381710865966,0.3163265306122449,0.7188408387115018,0.7516029749343779,0.8202501385217115,0.05628995542298265,0.3163265306122449,0.8154001066974695,0.8349239927277624,0.9571320385459249,0.058499381710865966,0.33163265306122447,0.0
test,272,2,100,0.4204742192184044,0.47600344460745836,0.4417697335688187,0.04151707482932585,0.19,0.4462914044663109,0.3247030855051778,0.6433101915828807,0.046232368415819076,0.22,0.42475993350411867,0.47600344460745836,0.4417697335688187,0.04151707482932585,0.22,0.4420056901805966,0.3247030855051778,0.6433101915828807,0.046232368415819076,0.19,0.0
test,275,1,130,0.3856403654575533,0.4045222343216537,0.41068990046391957,0.039281389393239795,0.25384615384615383,0.4775670512170621,0.49664314871498577,0.4740902272017491,0.04024678772644261,0.4307692307692308,0.41091509073227866,0.4045222343216537,0.41068990046391957,0.039281389393239795,0.4307692307692308,0.4522923259423369,0.49664314871498577,0.4740902272017491,0.04024678772644261,0.25384615384615383,5.551115123125783e-17
test,278,5,111,0.753336513301391,0.507442669072431,1.130222408510695,0.06652058142790845,0.36036036036036034,0.6056948651876382,0.41324431881294965,0.9399836398981459,0.06297884493922748,0.18018018018018017,0.7275964875613653,0.507442669072431,1.130222408510695,0.06652058142790845,0.18018018018018017,0.631434890927664,0.41324431881294965,0.9399836398981459,0.06297884493922748,0.36036036036036034,1.1102230246251565e-16
test,281,7,133,0.7523271218836338,0.5287162647149412,1.1615507790787003,0.0638963502519887,0.19548872180451127,0.5992790496596777,0.3523941672675059,1.0158484273018176,0.061849351552583046,0.09022556390977443,0.7372895278986714,0.5287162647149412,1.1615507790787003,0.0638963502519887,0.09022556390977443,0.6143166436446402,0.3523941672675059,1.0158484273018176,0.061849351552583046,0.19548872180451127,1.1102230246251565e-16
test,282,3,116,0.8191701634327357,0.5607901062603877,1.2356644130136967,0.06800801627348833,0.3448275862068966,0.5975432948457534,0.32370444680751226,1.0130919767980964,0.06375487960925684,0.1724137931034483,0.7945396215608146,0.5607901062603877,1.2356644130136967,0.06800801627348833,0.1724137931034483,0.6221738367176746,0.32370444680751226,1.0130919767980964,0.06375487960925684,0.3448275862068966,0.0
test,315,0,100,0.7148837841537592,0.510736278957787,1.0806592174009844,0.060327061165399494,0.23,0.7485598326540968,0.43019540041330123,1.2264442091129246,0.06359327803829601,0.27,0.720598069868045,0.510736278957787,1.0806592174009844,0.060327061165399494,0.27,0.7428455469398112,0.43019540041330123,1.2264442091129246,0.06359327803829601,0.23,1.1102230246251565e-16
