run_dir,task_id,strategy,arm_horizon,gripper_horizon,episodes,successes,success_rate,environment_steps,policy_queries,query_rate,actions,out_of_bounds_by_dimension,metadata_sha256,episodes_sha256,steps_sha256,summary_sha256,checkpoint,lerobot_commit,temporal_ensemble_coeff,issues
experiments/runs/libero_object_cross_task/task_6/group_arm16_grip2,6,groupwise_fixed,16,2,20,10,0.5,4255,2129,0.5003525264394829,4255,"[0, 2, 233, 0, 0, 0, 3192]",36a2355bb52fdf63fecae138ee64f0d2baa97a4199dc183b714ef955d888f0d8,74be9b219000f06e2dfb8c5246fb504b7ece86bfc21f06ece847df7ceb2fd2f6,a8adbaa93870d1af9d1d86ae71f5af26c78de9eed1fa2c52a8a9e822f156500c,c9a392aaefa542304aa4e177837e0a40e1ed5189d98249686f48b6fbdd750e82,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm16_grip4,6,groupwise_fixed,16,4,20,11,0.55,4161,1044,0.250901225666907,4161,"[0, 2, 273, 0, 0, 0, 3132]",fe8fff9247cd2d9bd8a7e997d7578a9381ffc1f43f90c1a83642770fe3adf910,a8f42dfc5a65863d868241453e0ef5e00b41ee56a60286bf452e08930601d8da,d5c9dc20b6ef494ed0ece2f9ed6bcfa1583e2eacd8a8069838fb86ef7cef98ad,8a7da16a5c8b968826784168b36b93d250def7e42ddb231db190133b8bdb5be1,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm16_grip8,6,groupwise_fixed,16,8,20,11,0.55,4115,517,0.12563791008505468,4115,"[0, 2, 275, 0, 0, 0, 2877]",5c59201ff74304f14e65ee91e8e13fde3eb2b8fbb3756901860c7431ae144b05,4572c7088bc6d43716542aa96c4b0e183721bd2958a7dd2af38970f883360eaf,3ed073d99c0991ea36e4751efd090248b7cb674f2006fb049167cedcb8ee3fa6,4e7a4aa5d35476a81ed75950565fa094ce6df5d1ae1bba4a5b1d842c5c4281d8,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm2_grip16,6,groupwise_fixed,2,16,20,9,0.45,4493,2250,0.5007789895392833,4493,"[0, 2, 178, 0, 0, 0, 3441]",85bd9d41c2fdf6ea3018c3d475ac9cf4099d920f6eee5919c6c09d6657301f18,843498600a01d4482a19999887c9ad738094b18bb2a8d2dc22febdb3ea5cba58,593ebefa3945ff85ad2ac05436ec5bd2550c98be1ddeebe12c57c557921b3f70,6b0160aeb5859b3d582912461130054af095e5e49f710df849ccd24b0ae750b5,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm2_grip2,6,groupwise_fixed,2,2,20,8,0.4,4726,2364,0.5002115954295387,4726,"[0, 2, 168, 0, 0, 0, 2621]",27bf16e5e3091f5267c25190e38fc0d8c2fa96b9a44d19c08426415567e1b2e1,fb2c524ec94c9f0703569c3a180b4c9c55aabf1e0167436e457c7596b657ada9,9c9fa295771b1c93f638642ba98b9b882ccd77e3bd1f41ed2aa4a97529dd6dce,5d27e84baa049cf85517b5115a7e29fc303934ec4862834e36ad5bfb73122793,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm2_grip8,6,groupwise_fixed,2,8,20,9,0.45,4524,2265,0.5006631299734748,4524,"[0, 2, 181, 0, 0, 0, 3085]",96d7621c005797773566a3db71696742152027baaf193fd330c6c6ba4286eed4,5b87ecd18f87d063598923e8feb6b8b73fe816e3873624ebe460c32069e3686b,87fb8ae33494602a4ffa48b15608d7071142cc93851ab4eb3d5e95b54bed1f4b,641621a9b131eb878ae9ba800b4a60cc553876191a8ba60682830399ae8fad16,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm4_grip16,6,groupwise_fixed,4,16,20,11,0.55,4423,1109,0.2507347953877459,4423,"[0, 2, 206, 0, 0, 0, 3270]",1ec4337a4dbe1664e9715bdf78e0faafee2c908d9e25bde90a4c905bf74b17d4,3c141486151a564aeead45e01801ccaaba9fc76d0acb9ddc3d5c3fc5ed67170b,efb1db9ebfe3ff3f507cac6c500f94d11298ce7906d2b522faa4d206185ac567,a0118c55ccb8d82df6b6ad5ea2b195dc4a60525fea25b252a6489d6082abae1b,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm8_grip16,6,groupwise_fixed,8,16,20,13,0.65,4051,510,0.1258948407800543,4051,"[0, 2, 223, 0, 0, 0, 2970]",36f735b1fad074e2a01120415e5fc59f49051a95e82d1f9f702f9f610751953e,c1945183c84cfe6aa97ac3f3dd2e88dfb476a498ba806a07c7692094ba74039c,1533c3f1d20fdf571f08ddeb513e2bf9887c75a4a2184b75e940a20bb3e576d6,96365b6e6b8c7a3ad139b5d22ca3d58349b647fbdcebb9b8187e5d124cb51371,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm8_grip2,6,groupwise_fixed,8,2,20,7,0.35,4626,2315,0.5004323389537397,4626,"[0, 2, 187, 0, 0, 0, 2977]",fa7647266b39c14e4cb4187c51e88465043af95707475d7223c0d8fd78a5b42c,672b0d1cf5b4e652f34638097721e7d4c88a7a23d75af8d9786430dfb9e52a49,4f2d7b69743e9af9d6d37896f8409777e0b1df61476ebe64331aa5473ba0f250,a269924113e1052eb44b65e25ffa02dd2718d93dd930f6f88ada48a12af2d622,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm8_grip8,6,groupwise_fixed,8,8,20,9,0.45,4346,545,0.12540266912103085,4346,"[0, 2, 207, 0, 0, 0, 2744]",a1bb553c36ec7d3ec7af8ca4e2e0444703c3294802681a1fac9ddbb9ac73fba0,615a392b8d2e838544d31657f0ba762d270e611e6e2fc2860847179cad4961d6,0e9e6b59ef46bee8510181edec90ae9e34ee54577c4e6dbee05a89522620eedf,9f8afffe5b4299f3ed31b6f4da032e7eb3199206213e588ff1f50c6fe0cd5bd5,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/global_h4,7,global_fixed,4,4,20,10,0.5,3980,999,0.25100502512562817,3980,"[0, 38, 18, 0, 0, 0, 2659]",d51861a1dfa56d22ab07662084ceb3cc78883b3465723c11651b764cf28bd6f5,b8ce979b302d3568f192c4f5b2c859ae34b4d6d6eb2d67247d7486be28fe1c48,3ef2c98c2a9b679f3cd5b298d854aa8ed6cd42244797434daeaef72705828715,0c8dd644669b6a17633e1635957cfb229bf5d8dad1a7b5edefecba3b04ef996f,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm16_grip16,7,groupwise_fixed,16,16,20,11,0.55,3951,256,0.06479372310807391,3951,"[0, 14, 27, 0, 0, 0, 2597]",604d87f376274756fb07a23e2ac6f41bdffe3c4948b283075859bbb59d07fc6d,22f5630bc35b5732492e2e8bef7cacba6ac06f3636177bf6c3c9265511b4e85b,e654e83816894aa608316c59eeb3d096c7c37212e871bf848ef61b2f9e166384,f8c9afd88726e52b000a443c8923455f1312e679af8939d5c28c519fa82a55f3,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm16_grip2,7,groupwise_fixed,16,2,20,9,0.45,4244,2126,0.5009425070688031,4244,"[0, 14, 18, 0, 0, 0, 3260]",19cdc60c917e767cda2ed19fc3f2c9a270fa00cd2c5c7cade2d62ce3f7e52607,b71583d1f778b086ea157c85bafc17b74068b51d5732cb5e63c88c57f6e8fe7d,099de4601548e34db1e18453f31ef4c21e4ffa79e055a150e8feb42ec462bab4,62de3c34714c1947fe669c974ac1249bb0f2d5b6e6610598b6a37fb12839d2d5,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm16_grip4,7,groupwise_fixed,16,4,20,9,0.45,4177,1048,0.25089777352166626,4177,"[0, 14, 14, 0, 0, 0, 2878]",dec066efdbaf64c9db8e38d4dd59d542e125c912a514d51ac97091762b8a84b4,59d3289f38f35364026f6e3b67e588ed87f49b3a6b7250288134bfcfc7eb008e,f8ff52e3b680b47eb154d871d6d2c2d0b769fcd228605b15327f8d370955a9aa,bc8ad21c6fad30c195f2c1eda28f0a101a59f11484ec686a63948fbc52a75617,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm16_grip8,7,groupwise_fixed,16,8,20,11,0.55,3908,495,0.1266632548618219,3908,"[0, 14, 22, 0, 0, 0, 2660]",098645a46e9d1b15a66d670caf1655db828c78066ea0f6889224714d68f00dcf,121c4d7440fb584feac04fcc3443000c9d642079b29320851a332330fc2d4aff,366e9ec59c49f62f57ff2b88ebe6c73fd040bf7fda67e8e98657080f47652f09,b013d0e18e08afb76ef611960bc29c30f8f3de10658391ef0cac5eea3dfb9680,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm2_grip16,7,groupwise_fixed,2,16,20,10,0.5,4058,2032,0.5007392804337112,4058,"[0, 37, 16, 0, 0, 0, 2710]",c5e17a9e9709f346a871085eb6cca105f9a700e0134b9d7b146701671f4151a4,2c3c3033284a1f5546c0b877b53fa2095a9dfffe974db648f6b58e7bceb45172,b0b345434fe5a1ac167bef57d12467eb81dd5022168ae6ed673574cef127d510,b8603025eed50f5bdeb19e212979b6cf887c5dbb689fe701348c620d19659255,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm2_grip2,7,groupwise_fixed,2,2,20,10,0.5,4186,2095,0.5004777830864787,4186,"[0, 37, 22, 0, 0, 0, 2848]",94448ff0b84e1b50f48b87feba11297c97d033df1a70fa9dd2cb182e512e8703,cae3462751af0b269549c6916e10180937dfab9c4a04dc3faf73896d9d910f7b,b1c76d84ff0f174750dc6ff6a05d592c6d7847cea5163802660fe96178408666,b7c6fbdfc32cd05ba997df6d4820351325d9e9c783561b8209e5bc90395159ab,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm2_grip8,7,groupwise_fixed,2,8,20,12,0.6,3774,1890,0.5007949125596184,3774,"[0, 37, 18, 0, 0, 0, 2745]",53b2b71e43310de2bd0022d6a29dd69db44dfa3122930364007467368dad3040,f076324185e1fb842094e7d362f3bb15d60f7fabfc3ab835348c95d85aba4d16,b7fd7fba6f6aea3ce46a297aadda9e7a737027b55f9cf860b244340c18a9c288,1181061f4433a8a651749223f9932a07f8465a0f156ac4ddf62f0fe414f8aebd,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm4_grip16,7,groupwise_fixed,4,16,20,13,0.65,3661,920,0.25129745971046163,3661,"[0, 38, 27, 0, 0, 0, 2378]",91febadc59dcac9670eac332f3de46f0020248b6c675378ccff1c955b3ec7034,de173d31c389a04d6e5e8adfe67d11e818fd0271213ac5aed1f0c51db4176d70,3fe5f87fe397597bd95a804acc0786021c39ec7af86e831c874d876b74a7f550,2f01a7177cc7bd480624a4c55ff83e607fcb387433feefbeecc78ef2a7a0994f,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm8_grip16,7,groupwise_fixed,8,16,20,11,0.55,3889,490,0.1259964001028542,3889,"[0, 36, 28, 0, 0, 0, 2569]",ca53896185226fa10f6ec5d9f24d8d189b7207915d4838f285b74ab90e9515ab,0fa9f4ae44d4667ca588235fefe51d8d0d0f8d1300f096969b5e2753bebff9cc,704303f4da3aac8a543ac76d5f5acb82df16c9ecdf990d23df5abc82b46cbb99,c8ffdaf1857d4a90fdcb43f95aac0b559b2dee85be9caf4d5160f2e452832102,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm8_grip2,7,groupwise_fixed,8,2,20,11,0.55,3862,1934,0.5007767995857069,3862,"[0, 36, 25, 0, 0, 0, 3067]",32f9e82a6590da35870054cfe06a12ad7aa90df98b2e4b141ad5a240a1e26c03,90c36c417d5f47446c165996f129727a6c8c470f4f34071ae5c72e22bfe8ca5d,70b21e95ce05e0dbeda32994325083545b0aebbc5bffa5ca0c909f014c05a81c,11ab88e5d8327a0cf8987ad76aedf6e941d833418d6cc420e21f2727a6eeebc8,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_7/group_arm8_grip8,7,groupwise_fixed,8,8,20,11,0.55,3903,492,0.12605687932359724,3903,"[0, 36, 22, 0, 0, 0, 2700]",f40617675152bd2f91046f262402a003658924c895b51e97ee2a78382aa1c6c2,caa12ed2f9035f89d219592c7170dae075a04a6d44021c214ed2dd28331e0b8b,c1b103de13dbad0c6e69fd79c1ead8ba480b5c1ba7123a310d2544f6f7c02dfa,8546ddc570f07c318647285965b9f0732ad56d2425a74905169a162f0db9bdfb,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/global_h4,8,global_fixed,4,4,20,8,0.4,4581,1148,0.2506003056101288,4581,"[0, 33, 161, 0, 0, 0, 3423]",7866ec900a36c7869c0abc79ae34e315f8da0091637696a90fbe6a27f0358bc5,5e20038d29a220492e85eeade1d414966408176e7623a444ec516cc28387eb57,5ba5a1833eed9a656a42a20eceb767a501806de40a107730975057a61b13fa9b,574932d5e4f12a1900fdff4be007096df4eeb4d0f583dce8a1dab7cffeb97dd8,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm16_grip16,8,groupwise_fixed,16,16,20,7,0.35,4717,306,0.06487174051303794,4717,"[0, 13, 162, 0, 0, 0, 2566]",7e52af061ff140faf95bed2e517089f92389f11d18f20c8bdb61e52238bc8f7a,826a27f5439768c9e510bbed6f32b2fb47e1f208762d49bb6ac5da0542dcceb4,67af7bbf8cd169234f6a814ba3b6e9ed6130bf02e851c814e7b7ffbbec8346a8,d414d60503168776f03daacc81d147052f0f81896fb9353814370eaa2d5116de,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm16_grip2,8,groupwise_fixed,16,2,20,7,0.35,4904,2455,0.5006117455138662,4904,"[0, 13, 170, 0, 0, 0, 3972]",701acad8e2a76214567b98bea02064257129b950aa85c9a09df4adad61d97a74,259ee92e175b8259532abf34d85c0e41beae358905b0f165fada8f0f665b2b14,641560b5542b8aede7f2ea3338f10cc41cc723e25a37ba00990c9663fe9b0370,c1e2caf094a104efe41050924010bedcbbf0c1437714bfd3dfb5fa26cac5f358,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm16_grip4,8,groupwise_fixed,16,4,20,7,0.35,4823,1209,0.25067385444743934,4823,"[0, 13, 154, 0, 0, 0, 3634]",b83381e222cadea14e8adbebf683d285c64ccb7ec59b73d086720eb868109381,002df9b5bf0a40d6e8101050c2a52f8b9cc7bc06753f60b534fa8a30706f84d7,5cdc40aa98b555c1e564a85975a7e9b546613791327b7bed29f1def1008ee421,520555755262de93df66e52229ef7f0d6273251c2f137ee3686bfe857a559a42,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm16_grip8,8,groupwise_fixed,16,8,20,5,0.25,4924,619,0.12571080422420797,4924,"[0, 13, 160, 0, 0, 0, 2718]",60bc83dd23dece0f114bbd4ec78455f85bb55aff35917d5404e43c4d2c772340,909df3ac15b8ec6c9dcbfe7da3a224e25ddf8c2209b5f124c2f27c7c1f4296fa,e0601e21024232ba1b682b62e8da646cd3cc6bd03da27785b30f8ef722f6e256,bfae17fcc49406215fda7ebb8b9948979bffe23927ed3d738eb40ed076277ee8,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm2_grip16,8,groupwise_fixed,2,16,20,7,0.35,4640,2322,0.5004310344827586,4640,"[0, 29, 159, 0, 0, 0, 2786]",ac2893bb6dfd07e413874105b97ca3d063858f69ecd1fb7f9584888db39accc1,00bf9c3e4cf54731a66e1b0cf2d99de80f58169323cd4de9d33f1d1c1a37c8ab,f795807a6bc71f34f9d7d6b13e706463bbb2060e02f75fe8770cdfe3f8a5a419,acbbaaec52e90dcacb1db94d2fefb0e5b47ccb37fec469777d723925454a33d4,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm2_grip2,8,groupwise_fixed,2,2,20,8,0.4,4766,2384,0.5002098195551825,4766,"[0, 29, 158, 0, 0, 0, 3808]",068754e23a4fe6b83abaaa102e296dbe46d338ecf058805dd8895196a37b0d15,6916a119c2a0128826744e9239c9a2837d59e7570c25832e4da96b52ad566bd6,e5d2f88bb9dad2d92994fe9ad6a50d3a4b73be1ca3861a61a6050ec0b12d52bb,9fc91147785f342ab3dd0ccfc1da2b6f88c3f2ed66ebb6f029452a3da9be6a91,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm2_grip8,8,groupwise_fixed,2,8,20,8,0.4,4505,2255,0.5005549389567148,4505,"[0, 33, 171, 0, 0, 0, 3090]",bac6be16be02a5873188ac8aa1e2b321e881172c3bd20a8f87a89a8c88658c6c,bdfba40d8830d1990e2cc9729643079b0c11a4bff31a32438c8585674adab8a0,d9991e92a89e2713a444347df35343f9bc55b970121fe5909fe02547a023fa6d,93a63471dccb5ee01ff8a547a655720e7cb107d95d003d8bd2d79576da0f194c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm4_grip16,8,groupwise_fixed,4,16,20,7,0.35,4627,1158,0.250270153447158,4627,"[0, 33, 144, 0, 0, 0, 2852]",c37adcc8d369bf9fcbb46a6dd3cb5b7e33cb8c578d6c060db0301ddb6383eafd,71ad3d17bac1bba526c70aab36f1dbe2bd47dec348f7dbcb14113f3e0145cab4,f5a36a0246469cf54432fe6c3e8930098e5290e2e691d68af71f6a928748452e,ba1bf70c895d9c843f618ce10171ca4c8ec45aac23f58ef5529b233d8cdaa176,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm8_grip16,8,groupwise_fixed,8,16,20,6,0.3,4797,601,0.12528663748175944,4797,"[0, 31, 149, 0, 0, 0, 2931]",837471057adc89253c6c1582f7835276afb117e26e255d44ea32b15ebbeb222b,31e42bba0e5b92105a049ec38d0506e912de2d9588774b58cbd59b240997c565,8484a407c7f651fe5c0de5a3e8139ccc99d80ec272cce102175ce96f2564ca5c,d74d08bdb25836e8cf0c8ba58612039fcdaa46432c991c835f0d41d766924e45,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm8_grip2,8,groupwise_fixed,8,2,20,8,0.4,4679,2342,0.5005343022013251,4679,"[0, 31, 151, 0, 0, 0, 3775]",dda59d6a97c2b341eacc7aace288da4c4abf9dea8b0da2d8597a35b024c6ebba,1ec0c9695da585ca61c4b427c691be04c80d8517da5aa7c5e6e73c49776ed656,0aeb05f42ea664c4d17e6a4b7b253517130c5f99c02986f53b80b1a7a9aa1fe5,affc89d6bd11fd36062df21d76d128c02de88f3f07e7ce01a2b6a0cffcb5e6ad,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_8/group_arm8_grip8,8,groupwise_fixed,8,8,20,7,0.35,4686,588,0.12548015364916773,4686,"[0, 31, 158, 0, 0, 0, 2963]",fe498bd9126bb49fb9ad2dc528264293f5dbadcc2f99ade8225edc6ceb7277f4,da53f6d9e5c4f68d1a4ba04f9cdf471e1cb4124dd59310d53877bf6269d0b478,5aba601b948eef463f02a872e77e3dfaef28074629d3398ac2b23a9542214d86,ba0280c30ba2e7c332a33e7f6c6cd2b49b7a67289197072d89568934a648cdae,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/global_h4,9,global_fixed,4,4,20,18,0.9,2634,664,0.25208807896735,2634,"[0, 0, 1, 0, 0, 0, 2469]",8fab560ead0ee0ecce251bec4fb2fed8c60e94a03d844e972564207efa72db27,f2cee927c45cfa1abe4ba29580a5a68198c28ed5d683a2520c2668ba6a1c81a8,ca9cedc639f363881c35c100136d21480d53da00ab3fdf84c1c899c14ff26379,978a33c3544f5dd8dcdfdb209379972bd5800dfe8cab3e4cd5ef4adba7a33bec,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm16_grip16,9,groupwise_fixed,16,16,20,17,0.85,2832,185,0.06532485875706215,2832,"[0, 0, 4, 0, 0, 0, 2432]",f142f60d6adc54296cfd1e2df16f2fe66aed29728db7ea903ce2b314d686970e,644acbbce26740b71eb54eb9d00d0538acbbfbd6e44abb0b76af45baa7dc964d,f006378468f90ac2c455b9bf8392940330a08251b7d42f90e64a0faa20bfe288,f8de767d3f1c8238a290012eb163c491d3ce84763badb681053ddcd8879ef4b5,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm16_grip2,9,groupwise_fixed,16,2,20,19,0.95,2700,1354,0.5014814814814815,2700,"[0, 0, 4, 0, 0, 0, 2431]",4b57ef70c4a39ef7096a6707576a9cde4e359da5522ac93b8b7809c51c694ac4,eba8cb1ad3b606ae376128ceccb6f6c18127eb631b91ad956969f3a27cb168ff,3f3d7f53a479fa4ed75147ddd91a887d0be09fec3eea081b1b225278533f218a,5a8fcf0b62732c19b38efec93d6781717ce6c9ad5aa918caecae9043f9d3a283,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm16_grip4,9,groupwise_fixed,16,4,20,19,0.95,2686,678,0.2524199553239017,2686,"[0, 0, 5, 0, 0, 0, 2418]",a0e6ad4f4f5f7313c07f2f60bc9991f408fc10ecc0fb688e0965c22df8587111,50e52f71282c7378d167c328da4d9964306e047d6334a01d93d3da796385fd66,b3c6e041d19414431d567eaf2a682a845e3d88a1cea76c6213fe9dfe6512cb00,5056197d86d962f8c5b7a67a269c751a4131ca718c3b700b137ceaa426f6a9c2,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm16_grip8,9,groupwise_fixed,16,8,20,20,1.0,2618,336,0.12834224598930483,2618,"[0, 0, 5, 0, 0, 0, 2441]",4024461603e304668f41d02556efae7bd42426a3d1b9b512bb085bf3b57a4340,c08b78b46082b1dc77c5637de99997ce24fa1d1b7e37ff42cdfcb3ed93f7a30f,b265014fc43c8a205138e4fcb43084ecc6395d77713093513eb053c36f7ca73e,1dd9ee71a9320f4b2bae321d9c80adc512600c7611ea602c0b2be4000053f712,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm2_grip16,9,groupwise_fixed,2,16,20,18,0.9,2648,1329,0.5018882175226587,2648,"[0, 0, 0, 0, 0, 0, 2437]",07ecba61d3a7f8b187068b2de550003140a05de600e74236f646c99292b801b1,18d7fb0f811552ec380354e96a47c8f838be943c5e26f4f74e5527d8b821ebcb,f2395e96b435b623ab255d84664cb7557df92aa01fb14a49c8841c5b6b238814,5efb517829c32d83b38c2cb660833bb468b6c66bcf9e70f9ae7d8184176b153d,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm2_grip2,9,groupwise_fixed,2,2,20,18,0.9,2647,1328,0.5017000377786173,2647,"[0, 0, 0, 0, 0, 0, 2500]",4db06710e846e2108e96eca5410d47dcd1d3e15167446776adcae7460d393a95,4477a2d7dd9fb38d821b48e60f64a963ef9546527ca638d0730f9700793f380c,353c3b0b23eb8c748e1153838bd09f060ec8d1469b752738603517e8b7f73bac,172e19c6adb203fe0c5073169b8ec687f00ee2aeac75bd1c572d4a45c0a771f0,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_9/group_arm2_grip8,9,groupwise_fixed,2,8,20,19,0.95,2555,1282,0.501761252446184,2555,"[0, 0, 0, 0, 0, 0, 2310]",be71f7d376196a8ac0bc3ea59896abd82a48f0ff2b9aa5d1ed730f3ffeff5ab7,db7037edf1caef308b539098045cee1bd2235881161e130ebaf140bf5aea3ad7,2df604a9a1aa5f5a04c91cb75e3133591d0577e89992de7e48dd3063858e9f03,24c7645c244345cf088b378e0719d270ff4c50bcc105d06674ab6c55b252d125,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
