run_dir,task_id,strategy,arm_horizon,gripper_horizon,episodes,successes,success_rate,environment_steps,policy_queries,query_rate,actions,out_of_bounds_by_dimension,metadata_sha256,episodes_sha256,steps_sha256,summary_sha256,checkpoint,lerobot_commit,temporal_ensemble_coeff,issues
experiments/runs/libero_object_cross_task/task_2/group_arm4_grip16,2,groupwise_fixed,4,16,20,16,0.8,2990,752,0.25150501672240805,2990,"[3, 0, 22, 0, 0, 0, 2447]",e463a7ac9d74e3bdf75b8e170619fa94beb57e267766e8071d655949d7a3b03b,e3826a61a6f02b7b0e19cae8c19d67cac2f72fdccfc5e63d691d4d573c3ab0a2,15d6615b0b6ff17235e351c3785d8500527daf37fbfc85a0c133a9cc5ac51f6d,2b836a122b4cf59ea0a0ad310aeae0e100b3b4052a8a3b0a5dbad79ee7b3d2dc,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_2/group_arm8_grip16,2,groupwise_fixed,8,16,20,14,0.7,3218,409,0.12709757613424488,3218,"[6, 0, 35, 0, 0, 0, 2489]",7b2fe36f3a81d03e1c3c71f61c7d9a35159b3ad69367e9fcc5a52aa6690b445f,f207a90a3a462a9d8d9359cd743b36ca549249cadf30edc2abcf73ea82bfeb90,fada84bae156fd7be0491d13b17a2dd943e026695bfe1ce7e071ccb105418a8c,3a82cbb6d5afb312d89b06b8eb82d29ed601b700a60c72e3de75e66d9996139c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_2/group_arm8_grip2,2,groupwise_fixed,8,2,20,12,0.6,3595,1800,0.5006954102920723,3595,"[6, 0, 14, 0, 0, 0, 2510]",3dcaeac98feffa09cd3095e5d0d0f1bab2e0074fb649266076352fc977b48500,a9277006e03196ee1de6dfd7d3c6cdf2715c6afd1adea27e3db330ec012d0382,932574dd041ef83d2f951d4f40049af184aada47fb49e02766c061098d21adb6,6e66ab24fe6f1ed330f9507b10d1f17c377268b88e1169debd94f01f4c8452be,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_2/group_arm8_grip8,2,groupwise_fixed,8,8,20,14,0.7,3215,406,0.12628304821150854,3215,"[6, 0, 29, 0, 0, 0, 2580]",642f15f4e599a3d7c2b1cc6bdc74fc0d8bbb08874d5195bed4ea5dfe34c6e9ab,d5b45abf9a9941f0b45f65f83b55c74ed3b6501a767c5d12fb9b9c2633ab5360,77e3e2608aa637263dcc20e738a5ca1cbd4830d9bceca88f357e081a13b59974,bf28a9cdfba162f0f5567d1bb1a83ad5f3ec1d2ca44aefecf0712cba14532ace,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/global_h4,3,global_fixed,4,4,20,15,0.75,3331,839,0.2518763134193936,3331,"[0, 0, 0, 0, 0, 0, 2832]",1cedbadd9a871b1691918e4ca1aa3a855a08db8cde59cc780b7e6e9e46a7fb48,04099c06760b6d3d734267acc9a0861a46c098b7cb0aa27aa511cf0479f8522c,2e98250905cf85fe519c006d70ca9eda93641a3ee924c8c5d615e13727be8539,424664371531528c05fa33286d17c3da0f57efccfb652bc8bb4f2b0a3a2cbdab,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm16_grip16,3,groupwise_fixed,16,16,20,18,0.9,2920,190,0.06506849315068493,2920,"[0, 0, 0, 0, 0, 0, 2577]",83077452e468d8166fdc242e0d8ddedec1929f12cd849c82c767bf052d0c133e,ba971d0807bff49a030a2422d06defac413efaf493c99aa54f5b378a57544ffb,869666ef5b5d13ebc1ddd96428177089902d55a2b92524e0d7d020babdbaf7a5,5b0ef2f15c071dbc8df1f5160731092e3bb6b8e49759c202502b800d7ad722f0,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm16_grip2,3,groupwise_fixed,16,2,20,13,0.65,3700,1853,0.5008108108108108,3700,"[0, 0, 3, 0, 0, 0, 3140]",ec863eed2dffd9ecfce82160b9f80fc671150a5c7abaeabe037125215731d5a3,fa31dd6eda5c5b8a3e41adf6796b9c1e67aa3c91f962ae65258bbae8ae98db5b,db4a5ba789a6dfc85cd0c2c58506b071c6e2bed37d232ed00b9545b367e257c7,01c5913734a4d6398e9f0755b7bd5da90353bd1b6034d516e24744da472e7781,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm16_grip4,3,groupwise_fixed,16,4,20,15,0.75,3346,843,0.25194261805140467,3346,"[0, 0, 3, 0, 0, 0, 2795]",f3b47e05aab7ce298d8e89186ceafe782247d88bc3e996aa4911e6a680950756,aaa3eb8b442101268a84ab374b53d9d61724fa7360f3d3b18f73482623a4a742,17e0d6eb8aa7ecf30ae337aca6884ee56ee2a08a61eb9a4e5663ace741f79374,f85d7d832b6e068be170b206b88f9067834aba99618db5dde12a41e297209300,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm16_grip8,3,groupwise_fixed,16,8,20,18,0.9,3039,385,0.12668641000329056,3039,"[0, 0, 0, 0, 0, 0, 2512]",da35c9de17c4be1b56e8ba2cc838fd1515db0d22f2e79e24b6bafcc4cbc43c34,be1d1118a5e5f89e29dd1fa607f2e9a2f04f6807283d02c9b4e6e473b3cc922e,25818c8c1f044143279cef6d6379d096adc9be8dcdbe1c13c31a9225f81494db,b995fd3f05fc71aa7a5a0baceca9a000504dada95cf44ae93e04de9280f7cf9a,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm2_grip16,3,groupwise_fixed,2,16,20,16,0.8,3180,1593,0.5009433962264151,3180,"[0, 0, 0, 0, 0, 0, 2645]",11015d28db218cbd6e34f85715e26baa50250e1dc137472f5527455415f77078,20cdd01a00130f8c1401e982f2f2454cebd63b9991bc67ffad3347a122f2e045,b4c24cf4ee10d984aff0c15589356e5a21d3b1bbe3125971fe269d402f98e323,4e64e2fdfc3ecb355d92f66951e5cfd6c2419bdc18ce4c91b983faa521decabd,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm2_grip2,3,groupwise_fixed,2,2,20,16,0.8,3187,1598,0.5014119861939128,3187,"[0, 0, 0, 0, 0, 0, 2694]",07e2c084d296e8d862d80304ea26b36e1bd7955b35b83e26df1cd3831a8290ed,316c7916b9a9844749b1da5b2cd804675ae3c3de2398a32149bb4d3108bdf644,a283679b916a8f2bcaab5edc50353c69f45e8bc1b8847f2165d4928112b42914,bb74c235d3ec8eb866c94897737b5dbd9da8e4718bd6107349d9861d7b487ab8,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm2_grip8,3,groupwise_fixed,2,8,20,17,0.85,3029,1518,0.5011554968636514,3029,"[0, 0, 0, 0, 0, 0, 2548]",7d6d2bfc59e04925f0f9aebe1f4a084ccf0ce74975613c9e24a4933bbfdecb22,12b61b6de26152ac68b7d3afaccd24ba3b790b09c14fa8d07864ff52620f1830,f474fcb729d198fa104c4db476494bfc2377d155f81304923820738ff5041e90,c0d67bebcb442ae9bbb742fa8d9f5b224636951d797aa6531583cd1b1c9c6e28,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm4_grip16,3,groupwise_fixed,4,16,20,16,0.8,3198,806,0.25203252032520324,3198,"[0, 0, 0, 0, 0, 0, 2688]",84a426ff1b699fb0ed22d7c00f1ab8224d5f9e52cab21ac6de135f2d042235be,6e914520cb5f8641374fff0459c48a6376a1caeea5b49ddffc4108541c28290a,9b8f058edb596ac09c5214b66c8cc47f5f8c8df28935ff48780048eb60f8818b,5d5da23aa799f68d7386652c489c15d101f1f17f6ff029e0f917379fde90e110,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm8_grip16,3,groupwise_fixed,8,16,20,16,0.8,3232,412,0.12747524752475248,3232,"[0, 0, 0, 0, 0, 0, 2630]",251063d0d378966571171fb2c75d7f21825dcedbd51d278f13548402587e90f1,41ec934e7de3fc7c3594f060d4e9f264bb3dbb3c4071033aea7d53109e2dfbf6,2aeb6272225efcb9a503baa8f81929adc9772e77a25f214f9aca9b69f35a336f,e0153028a2ebd9fa3ae80494ddcb3750ac24eb6d62ee30a817eae9c2eeee4811,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm8_grip2,3,groupwise_fixed,8,2,20,12,0.6,3807,1908,0.5011820330969267,3807,"[0, 0, 0, 0, 0, 0, 2874]",a68faf9d184ca6a7bcb02e5d116bb928a95132fea8cf1ab166b1bc65eb4989eb,6fc01827c6bcb2e5582ee59eeada1c4d7bf32b37f9ff508bc30ca1f2210ae21f,c3884533335155de3168a14fba7afbbe2b1ad4a52c3d0ffaec7e7a46186c0156,995f59739b41585e81a128ff5cb8ec36550bb6d2275d91c1e79b5e34b006c03c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_3/group_arm8_grip8,3,groupwise_fixed,8,8,20,16,0.8,3233,410,0.12681719764924218,3233,"[0, 0, 1, 0, 0, 0, 2659]",69fb238c2738fcb9b8e112cf008f4c39b46d2991bdcf62d8bc4cb70fc6d99c7c,838690012c1fe580abfcb2c7355907a0af3b32e0524c0c07db2430d8135dc837,636bc7ea056cdad06fd366c522322e1dc563e728d0a388cbcf7404d59e5abddb,e79993208e12b29b7f62ee6325fbe12ea509c630547aa9d62323bbcd526265c0,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/global_h4,4,global_fixed,4,4,20,16,0.8,3468,875,0.25230680507497116,3468,"[0, 2, 59, 0, 0, 0, 2966]",a4c5b815242aaacafbd8f591c4f47697e286199427ea9de4b67ce61b8d2db3ab,69406371b79f9d53b25b59e95d813767b34ea749778e697c0ce26421b50f84f5,9e436c7afe924747facc53637c5e048b6db029c5115a7a6273231986bbb9273a,9e3c67adea3f6e798422306b01f6d6548249ad48a1b3762a55aead147a133564,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm16_grip16,4,groupwise_fixed,16,16,20,16,0.8,3334,217,0.06508698260347931,3334,"[0, 0, 55, 0, 0, 0, 2770]",9315aecc05726a25204c34a3ab67dedc18da7352687ccec96d1c0aaa8ac05d72,2ae21db8a056a798542ba1ec04654d16d5cd79fc61279732596c27fc0c38cc53,521ad5e494d6da23785b4dcfd102d941631e82a469c7b4347657e728f7a41301,93d97dcec5c519069cfbedf50bddfb38acb78dcc5c22ec5ff6fd237d37a5544f,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm16_grip2,4,groupwise_fixed,16,2,20,12,0.6,4165,2086,0.5008403361344538,4165,"[0, 0, 36, 0, 0, 0, 3430]",4e4fd59635d3ce4bcd832f5bc046d95f6c18f691eb7d30fc1ea530e4b4d65e7e,a713c9513438df089570d69e0841d3c49b8f4f78f1c6860388afe98d108e49a8,fd88ea2723be8bf1e794fff398ce47ed06c338ec87e1b38aa0d548cbebefd7ef,faf41f888f90c4e7c75826c51415d534142ffa7cb682c4759974060405504cc1,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm16_grip4,4,groupwise_fixed,16,4,20,15,0.75,3631,912,0.25117047645276785,3631,"[0, 0, 53, 0, 0, 0, 3110]",70c899b1fd4fad2534be6504abfbf1aa2c054b5015a2688902b2a8ef9d7d5655,109231145c98d8116ae4eb2c9b782c345490996565d17b51825c43fa81e6b268,01729f99c8dca8fd1d6df3b5330109c69f685bd7a9beda82bf363b818b323fe1,4470ecc2b65fabe2a35cb315682c643ee1d10c0179d077e3ea34f900e7ad9acc,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm16_grip8,4,groupwise_fixed,16,8,20,16,0.8,3353,425,0.12675216224276767,3353,"[0, 0, 51, 0, 0, 0, 2682]",58aa50c017e8de5a4aacec3fd18694ae896817a4cf7590c566600a6e1b32bab3,c26039bbfcd75249b4405aa1245ff52e376f20a71e96dce8b32bf1a04faafa8b,728995bb9706e78246c155c386fdfc1f409a4fae29435de8a5ea1dbbae0fa357,a9b43d97fbde77114a80e96754f882eda8037f3593a66decb4d17cc0f2a53807,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm2_grip16,4,groupwise_fixed,2,16,20,17,0.85,3320,1666,0.5018072289156627,3320,"[0, 2, 63, 0, 0, 0, 2770]",cd7c74d80fa5dd42f53b1d70f8b6d044450857b676db65f228a911728ac31e8b,b29d72e9680b2fa450165ce216eb4a8300eb9eab771e0b58d4e5a9b077d8c676,9ce5e1d214f03ef8cb645f1cca0aee451a086f2faccc83452489945411b5fd41,a7c3d689c41f16f6fd02b657724ef593fa4b315ffbb763b44991e93c307891c3,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm2_grip2,4,groupwise_fixed,2,2,20,10,0.5,4255,2130,0.500587544065805,4255,"[0, 2, 43, 0, 0, 0, 3478]",3ab39cf43c2093dcaf490098ab94e48344fdddcb37c05a55423b63feafe1dcb1,3091ded8642774b6986765ed3bf7aa28f0868b26b7abaf698af02f9de47bc6e8,af86f961c3e25efa422a1a1243c91f40b60352c4ecd539ddc21f2f41d936ba0d,6696a255ab5a5110c9650938dd3ff32c17357ca6cae2ec75ed800aef5e79cc05,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm2_grip8,4,groupwise_fixed,2,8,20,16,0.8,3347,1677,0.5010457125784284,3347,"[0, 2, 53, 0, 0, 0, 2862]",fb9772f3325933c0b0cf5768114b6baf15e3ff25d8345e628caa0f2132f1048b,8757fb7e26b29f40b23fed26c385b5de42ff70e76d49e24d83ac7bef9c51f2c8,cfb72df243016bd13e8c1ea960037b43924aec4ea8bfbb49603447776bb4950f,bf53a39ccdfb7f21b2e7de12cdfce5f32368928d85ba9a3fbb45dda7072ff3bc,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm4_grip16,4,groupwise_fixed,4,16,20,16,0.8,3351,844,0.25186511489107727,3351,"[0, 2, 58, 0, 0, 0, 2834]",0ef1dac79b0d2702e2622691cd9844bb036f96d4b722dd1889f24f791fa81c58,5c86afff2172c97abcdb1504889fd6a0b84ebce6ed36633006462dd208fab103,f81119b797fb96a4eb25dfa8c4f6bc0a046b76bd0ed1bc27cb376fc973766bef,f2d3c3fe53a649692c8354d6e102f2666d67ee72b9b2eddffdba56863d462aa6,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm8_grip16,4,groupwise_fixed,8,16,20,15,0.75,3483,442,0.12690209589434395,3483,"[0, 0, 50, 0, 0, 0, 2863]",f7565bf893ed468c5da4f5b969a362a56c203823606ef59df0f52c592387dbd8,8bd925548f7fa0521ced6fdd4139634f64f93b1736616a7f21ecae46ea3f8ea6,85e10009699851eb5a398e5d8212a719c32fecb29f6ffcf2970238ece7161403,16e1ba1496f5c82e1b7c8085f4c40a860ddcffdc9095f83c9d2f9aa1f941f11c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm8_grip2,4,groupwise_fixed,8,2,20,13,0.65,4215,2111,0.5008303677342824,4215,"[0, 0, 59, 0, 0, 0, 3545]",3fbd496d8c1572946e0d987af1cbb6694b3fc8c5266833ccb77eaf68cfb5aaf7,b349046ba8e4f4ecf0f1026cda227cf15005c732fd736cda0dd61d35f77ddd7b,f30129a89188d6f3ae15cc667065260079d99f5d98615e240a9b87c2a6541312,296a47e9f155d4aab36fb6ca9720dfc4a33e112439a29fb3abeda786bd7c5984,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_4/group_arm8_grip8,4,groupwise_fixed,8,8,20,15,0.75,3456,437,0.12644675925925927,3456,"[0, 0, 55, 0, 0, 0, 2850]",9b661721dcc67640478277c36235529d879b4a016413c8e57e641c9ef0417de9,c2bc70f1e6eee1ee0c4d9afb1daa9917e7208d5ecd5e688ed9a9b2952da6fd49,f1b09bca9faae3a910ba85fb067c26ad7706085254fccb4c34a0835975c1d173,c3106e329587e2be837e2439757a0a3481af1d6682d2056619a8b0b838c7e6ca,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/global_h4,5,global_fixed,4,4,20,10,0.5,4353,1093,0.2510912014702504,4353,"[6, 0, 0, 0, 0, 0, 2891]",f3daa5c1ff9adee3d6d0a32d331b10935d2b1da460956be96209bc737f125757,019dfb3625e041701bc3f2a90f492eb42ee8b907282e48d584488b663a0c40a7,312acb5d4094da06e4db37665e1d9f450d4b1bb0424eba0c00a627cb154a03ed,ae577356fc7fcc8cf86fe4651c404726e06e96a1c2f35a1754ec71693c80afb3,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm16_grip16,5,groupwise_fixed,16,16,20,17,0.85,2961,192,0.06484295845997974,2961,"[3, 0, 0, 0, 0, 0, 2540]",fbb455a9f15c3b157e4a27589e719ec1070cffb0cf18a6b10f19021f61a6e9de,e225fc6f732b2dae5e32d90ccf0574bccc2d9aecc57a8f350e32bebb5fc21099,5ca0dcb094ccc4d0f4e4319e94508f8bda891a0b5fe6f594051aafd27867abe9,550651d292994e452b11633c5ff325aa1d66cdc12bf17062999c69de52c40c4a,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm16_grip2,5,groupwise_fixed,16,2,20,9,0.45,4371,2188,0.500571951498513,4371,"[3, 0, 0, 0, 0, 0, 3545]",bb9b13a51bcf51edcfb696bedd0a1f61ab7c06fad324b705cd7db74b3a70c651,17c7568924ff0e064a551d6fc5d02ea2b04ab1fcc94921eea3e0ac6885afa332,6f5dc5c255e27b1cbb472b410c9b6d04ae8708447bc194de6a093598442c9b09,9fc4c4615584933d106821fee5d5e878236e4e8d2c544cdc21eb95b9386352ef,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm16_grip4,5,groupwise_fixed,16,4,20,15,0.75,3521,888,0.2522010792388526,3521,"[3, 0, 0, 0, 0, 0, 2782]",3434b3ae0197b44669384834b89d32ad931f3ee5635c98e9b9e6215303c5cdda,073872a3ab62cd4658023fda916c22be63df675d889fc2bb4e614688b521c941,c00ee3901d0325b7d29ab1aa4bc33d1c5cc02f7388401ec1188e2d3ce58a4454,6c4a67590334521297f301b9849de50f964f4ef79b8f36422686be0b3e0098f8,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm16_grip8,5,groupwise_fixed,16,8,20,18,0.9,2929,377,0.12871287128712872,2929,"[3, 0, 0, 0, 0, 0, 2458]",994b0a9690165ca5df3832967637baf33610ffc821063f8b9b1d81f3c8bce5d2,2a084f75646563d1233c36e46f0295f3f067abb04b00c65deda0ad9e711c8a4f,7e09456d36f14d6590ac0101ab13ae72906d3b0113a506a1c889d21f488703bc,b43d3aaef09e55634bc7756e43dc5c9fe1ea7dcb36c72e5bfa4aedc2418bf50c,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm2_grip16,5,groupwise_fixed,2,16,20,15,0.75,3850,1928,0.5007792207792208,3850,"[4, 0, 1, 0, 0, 0, 3245]",9e26da633fa6974a536ca928af00b58d518a3d8487647bbc6fea8cf8bde0a8fa,cdec7b44ead37ddea353d5d9edf7ab74ad6ad1b53e691dcfe9cae46cf19d9a71,8bdf33685f302ff0fa123a3f6f580980a75de8342fc79494c85d6101ae5a167d,43bca773819f152ddb64f642ac79d1bfb3ace91295349b490863e2ac0feee348,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm2_grip2,5,groupwise_fixed,2,2,20,6,0.3,5072,2537,0.5001971608832808,5072,"[4, 0, 0, 0, 0, 0, 3764]",f36a8e8cbee7060ab940ad2338f995ad6f5570ec6ae5232ecad3143c11557e4f,f8710a098f0fa9a2cb77bdf9bb14b0862dd95f47c2b2a131b5d46ec88e6b3e35,6f15e1ace005688eadd68cb260993010ca31037c90bf866e3f43b13e3e35464a,465b5f971d24b4b09d9649f1e19119465507ed1bab572f53fc6462b8e6323252,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm2_grip8,5,groupwise_fixed,2,8,20,11,0.55,4127,2066,0.5006057669008965,4127,"[4, 0, 1, 0, 0, 0, 3122]",7967165fbd6a89e8520d8e483c7eff1b732cf54acba3e177e29c45d67ad51214,a6d171b677d30d8f2d2a9ea18f013a41727abecee17e2ddcc5cd2ce13244519c,43afbb1891239a768b64a52d5aff8f8397ab59348d03d8124ebc2c62aab709d3,cf98a7a04e46ef79f26b014f922960d11f10d3ac1ef1d899409c35c2bff72e8d,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm4_grip16,5,groupwise_fixed,4,16,20,17,0.85,3624,914,0.2522075055187638,3624,"[6, 0, 0, 0, 0, 0, 3049]",13330989a1e0bef049602284a036fbc81bde1e6a452767e33ab63961ecdd1848,6b8e7fa1e16b41dfd08bce77657b7216a0a18a08c78ebeeff3b1455eac21bc8e,7ec221b36bca586a8e8f6a82a75581c802b483c35953cb095d9ebb6461d0881d,1dd1e60dd852b9d598002ab22a5a3d1c4d00b92ad8fa55134969b95559aab484,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm8_grip16,5,groupwise_fixed,8,16,20,17,0.85,3306,422,0.12764670296430733,3306,"[5, 0, 0, 0, 0, 0, 2846]",d1f1d4dbd35f37141c006921094b06b961797e2c4e0f007371abd7cc5ccb5fd7,d1fe91e69b5d3573df0855de1e257097c31a5aad1c4a0dc5520207ddffbb702d,17ffa2082596840a232411e6995903cf679b2e4fb70b5a7cf1c929452e0015c4,21225f2fefc502902b6577e12c660a80ba5cdb8257edc63788fe716c3e20c030,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm8_grip2,5,groupwise_fixed,8,2,20,7,0.35,4762,2383,0.500419991600168,4762,"[5, 0, 0, 0, 0, 0, 3837]",8a8dc75e958188629db78768b8f92b9ae156e0e748d107ba1f170d79d28d8dd9,d82fbdbd17c6bc8872e04bf6d26c49b54128fd9879cb8d5bb060c154ae392082,7d50300317d44205994cc4e65c0f9480b54679b7f961c4c78fa8889df3a4812c,c0552b84a03fbf1230c21d8f82800185b8e9f990dd0c7d2eaacc3fdace89f0de,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_5/group_arm8_grip8,5,groupwise_fixed,8,8,20,15,0.75,3371,430,0.12755858795609612,3371,"[5, 0, 0, 0, 0, 0, 2840]",0a66619eef4c445a23fc8bd1c108113095ccdde6268233ac02cf52ecbb5e6149,6b1a898c043be0afc3cef094890629234ae09e771bf6d314a94ad377d829a22f,7738f0d5716e8ed1ce51009de9302431b00fc62d4dd757a9ab3e1ed8d0b033db,5bcc8c87dba732f2679ef052275b65f562cc08be14f5b378c320298db4ccb8bc,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/global_h4,6,global_fixed,4,4,20,10,0.5,4508,1131,0.25088731144631765,4508,"[0, 2, 203, 0, 0, 0, 2561]",aa8195fb393e3b71c4768b0c7568abd76e6395a70fb4ffdedca40a82c6eb4091,8f3f68d0d186cda0de52521e47ad5280da21d625f86bc8ee594e78bc59744ef4,4d31eeeb4dccafbffc2a1c852f07c7984da277a22161f236df15092df0affdaa,ef84d50a9b1e7ee3b2399e7e47edba3d0d0e419d627002f824d518edf2d12340,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
experiments/runs/libero_object_cross_task/task_6/group_arm16_grip16,6,groupwise_fixed,16,16,20,13,0.65,4010,258,0.06433915211970075,4010,"[0, 2, 262, 0, 0, 0, 2861]",a317b37965d051699759f848aa088160d18b9d0dd5bbe7cb4caa29f1d2d3e884,979dac09f7518cb0cd64dcd1db21a512a1d71b33d68576793234880f395ca49b,fefa96e9c304e7659a287aad488948bc87553ef3cf83c6d2d8669efc5914a39f,fdedbf45d57223b6e716311c9325735abebd3e9a87e50dbb5b31262d4430a2ff,/home/thor/projects/checkpoints/zeromidnight_act_libero_object,f66e5128ecb2456e8c54a63d15404fa59c16aebc,,[]
