family,contrast,group,metric,task,mean_paired_difference
confirmation,A20G0-coherent_H16,rotation,d1_mean,libero_10:task7,-0.0023199134564873035
confirmation,A20G0-coherent_H16,rotation,d1_mean,libero_goal:task4,-0.0016253920663494362
confirmation,A20G0-coherent_H16,rotation,d1_mean,libero_goal:task6,-0.002617237368704801
confirmation,A20G0-coherent_H16,rotation,d1_mean,libero_goal:task7,-0.00039794260270577085
confirmation,A20G0-coherent_H16,rotation,d1_mean,libero_goal:task8,-0.0008555961717750712
confirmation,A20G0-coherent_H16,rotation,d1_mean,libero_goal:task9,-0.0028538144061231807
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_10:task0,-0.0011600731522939112
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_10:task2,-0.0008926307759883405
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_10:task4,-0.0018087429705203417
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_10:task6,-0.0011541719982727323
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_10:task7,-0.0020353470758816597
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_goal:task4,-0.0017671188356475696
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_goal:task6,-0.002562235185070477
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_goal:task7,-0.00046356397114392933
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_goal:task8,-0.0011160952886131107
confirmation,A20G0-coherent_H16,rotation,d1_median,libero_goal:task9,-0.0030049904789195845
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_10:task0,-0.0011339082936803935
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_10:task2,-0.0002364956904239599
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_10:task4,-0.0012158560133686753
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_10:task6,-0.0008008143275555931
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_10:task7,-0.0017035780541175426
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_goal:task4,-0.0012017877738119535
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_goal:task6,-0.0013364627468565795
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_goal:task7,-9.492600051939425e-05
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_goal:task8,9.751239613331e-06
confirmation,A20G0-coherent_H16,rotation,d2_mean,libero_goal:task9,-0.0019337966410110372
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_10:task0,-0.0003292406875691623
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_10:task2,0.001003009079220259
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_10:task4,-0.00024960058888408255
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_10:task6,0.000317292090803749
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_10:task7,-0.00048096667023084575
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_goal:task4,-0.00048025063556823063
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_goal:task6,-0.0005444393904796232
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_goal:task7,-0.00016889942603585026
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_goal:task8,0.00033549961831157203
confirmation,A20G0-coherent_H16,rotation,d2_median,libero_goal:task9,-0.00040166553016982075
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_10:task0,-0.10203538143004069
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_10:task2,-0.01033341645891254
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_10:task4,-0.028606150028321425
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_10:task6,-0.05996270019334319
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_10:task7,-0.10724271592577805
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_goal:task4,-0.03547402748790146
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_goal:task6,-0.043239250279975265
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_goal:task7,-0.0041040716444521895
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_goal:task8,0.002313046339963496
confirmation,A20G0-coherent_H16,gripper,d1_mean,libero_goal:task9,-0.009663954667699945
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_10:task0,-0.004005938768386841
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_10:task2,0.001472724335534232
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_10:task4,0.00012049930436270577
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_10:task6,-0.0014050134590693883
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_10:task7,-0.0021206651415143695
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_goal:task4,-0.0026829413005283903
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_goal:task6,-0.0051480042082922796
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_goal:task7,0.001129814556666783
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_goal:task8,0.0006949901580810547
confirmation,A20G0-coherent_H16,gripper,d1_median,libero_goal:task9,0.002927575260400772
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_10:task0,-0.14362816258429834
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_10:task2,-0.00832297373566461
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_10:task4,-0.04207988572075706
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_10:task6,-0.08108903034230057
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_10:task7,-0.16313263768015032
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_goal:task4,-0.057312606779964845
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_goal:task6,-0.07095757117041288
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_goal:task7,-0.018450034102652817
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_goal:task8,-0.005136397692838355
confirmation,A20G0-coherent_H16,gripper,d2_mean,libero_goal:task9,-0.007385603784240135
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_10:task0,-0.006488067763192313
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_10:task2,0.002882131508418492
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_10:task4,0.0011500673634665354
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_10:task6,-0.0009060544627053398
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_10:task7,-0.0012431676898683821
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_goal:task4,-0.003289952874183655
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_goal:task6,-0.006825301796197891
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_goal:task7,0.0007085651159286499
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_goal:task8,0.0025508744376046316
confirmation,A20G0-coherent_H16,gripper,d2_median,libero_goal:task9,0.00488409586250782
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_10:task0,-0.05218413153840306
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_10:task2,-0.006988271675370218
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_10:task4,-0.014506762672502603
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_10:task6,-0.03217782759760455
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_10:task7,-0.051592629022272414
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_goal:task4,-0.01642420572139394
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_goal:task6,-0.01952839525721378
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_goal:task7,-0.00291746047816633
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_goal:task8,9.854304264960128e-05
confirmation,A20G0-coherent_H16,gripper,gripper_state_switch_probability,libero_goal:task9,0.0021007629827901756
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task0,0.0030458603249386078
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task1,0.011212107671779903
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task2,0.0025318379735208237
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task3,-0.000458348285436163
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task4,-0.0005270631583566352
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task5,0.001833963557535204
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task6,0.0024531852475108973
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task7,0.00780564241444402
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task8,0.0022299214795563006
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_10:task9,-0.0012509459215883302
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task0,0.0
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task1,-0.00018422080092533367
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task2,0.0016521203003517213
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task3,-0.0005602064433900211
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task4,0.001027223857207514
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task5,0.0
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task6,-0.0005034049390466651
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task7,-0.0003394848253406559
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task8,6.824266784563604e-05
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_goal:task9,-0.00021172158747904078
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task0,0.00017410929202811936
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task1,-0.0013066757753371256
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task2,-0.0001226513940305915
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task3,-0.0015328578769296872
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task4,0.0013872249602858054
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task5,0.002629715609671796
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task6,0.0035131314516836844
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task7,0.00028421173903148876
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task8,0.002557545711336866
track_a,ARM4_GRIP32-H4,translation,d1_mean,libero_spatial:task9,-0.00048022141885643713
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task0,0.0017040189401207912
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task1,0.0034243369122207382
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task2,0.0024440540847260506
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task3,-0.0006799599270752601
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task4,-0.0009192143646302079
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task5,0.001054227952177351
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task6,0.0014684358170470515
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task7,0.0036718004309996056
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task8,0.0019790775602144244
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_10:task9,-0.0014714015971520262
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task0,0.0
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task1,0.00033775496506596725
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task2,0.000962421557778075
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task3,0.00015882689323823418
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task4,0.0007319502108800534
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task5,0.0
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task6,0.000480827503398733
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task7,-0.0003321455462264524
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task8,-0.0006201625045970364
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_goal:task9,-0.0006115895564744019
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task0,0.00022601784389440955
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task1,0.00030590382658071284
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task2,1.653074173701835e-05
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task3,-0.0006697976857604917
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task4,0.0008230800778402903
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task5,0.000491507001677316
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task6,0.0017142861975726527
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task7,0.0009606045422042477
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task8,0.0012680909738679844
track_a,ARM4_GRIP32-H4,translation,d1_median,libero_spatial:task9,-0.00019953538609313083
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task0,-0.0008735811212798435
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task1,0.0175861548757107
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task2,0.00014343287640277726
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task3,-0.001158303190959359
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task4,-0.0045364633508205
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task5,0.0025869807742535857
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task6,0.004354228810766536
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task7,0.00624134849940554
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task8,-0.0005454752408621319
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_10:task9,-0.0066678413295324125
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task0,0.0
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task1,-0.00032076159573159575
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task2,0.0034591440802933587
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task3,-0.002001507660262748
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task4,0.0026042788675668884
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task5,0.0
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task6,-0.0021379102677540817
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task7,-0.00015267657487650355
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task8,0.0007788192685718643
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_goal:task9,-0.00022245158307131844
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task0,0.00046397382061652835
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task1,-0.002611422630613855
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task2,-0.0006329411472454444
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task3,0.0003533036106376869
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task4,-9.77720394625431e-05
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task5,0.007344223067982416
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task6,0.00782797808943762
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task7,-0.0016055583091439565
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task8,0.004227228476165751
track_a,ARM4_GRIP32-H4,translation,d2_mean,libero_spatial:task9,-0.00014974457715590921
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task0,-0.00048802060072040916
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task1,0.0067160097211510115
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task2,-0.0006373810695391804
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task3,-0.0007224098934204122
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task4,-0.0020647164177763485
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task5,0.0008527039561242584
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task6,0.0019450506249264917
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task7,-2.5875296304761023e-05
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task8,-0.00113814865359351
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_10:task9,-0.0029770868954467123
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task0,0.0
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task1,-0.0004031886563798326
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task2,0.0008892505189333597
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task3,0.000255642336074903
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task4,1.7174885010870268e-05
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task5,0.0
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task6,-0.00014241919415176237
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task7,-5.7351169197762673e-05
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task8,3.0439415262254604e-05
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_goal:task9,0.0005105736390801731
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task0,0.00014290124230004151
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task1,-0.0008338302466712996
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task2,-0.00024365736732811342
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task3,0.00032131848575785437
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task4,-0.0008418306568807152
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task5,0.003792294483163508
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task6,0.003458301576180832
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task7,0.0003544747013592487
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task8,1.529308605998254e-05
track_a,ARM4_GRIP32-H4,translation,d2_median,libero_spatial:task9,0.00018921561429990468
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task0,0.00041029485943129676
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task1,0.0009350127236213904
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task2,0.0005371650914436768
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task3,1.8770990468780674e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task4,-0.0003356080799665772
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task5,0.00021611714496112738
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task6,-0.0004480072431366273
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task7,0.0005580233136102199
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task8,-0.00022508378676589703
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_10:task9,7.808821104101932e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task0,0.0
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task1,-3.1301682247021394e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task2,-5.6633976756104964e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task3,9.399177961582634e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task4,9.873476653598073e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task5,0.0
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task6,-0.00015693516044329144
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task7,-0.0002583968839551837
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task8,8.271568667529012e-06
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_goal:task9,0.0001745122094124482
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task0,2.7439220553733662e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task1,-0.00010525452071040454
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task2,-2.7816055615701463e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task3,-0.00022494095713878094
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task4,9.708636108574174e-05
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task5,0.0008079970126212393
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task6,0.0002717509657078966
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task7,-8.323842703039536e-06
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task8,0.0004455981758036437
track_a,ARM4_GRIP32-H4,rotation,d1_mean,libero_spatial:task9,3.10120589293855e-06
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task0,0.0003745947056462487
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task1,0.00036407147937439304
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task2,0.0002764085229862414
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task3,-0.00013152526373870455
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task4,-0.0003434414483172727
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task5,0.0001485344905989373
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task6,-0.000493842768462648
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task7,0.00016941584994477528
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task8,-5.288371849612753e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_10:task9,8.338064102941388e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task0,0.0
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task1,1.783771901390759e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task2,-1.3287589614905994e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task3,7.127737781318107e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task4,2.881191062692959e-06
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task5,0.0
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task6,-8.152909611754373e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task7,-3.582701162616973e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task8,-8.812698478323711e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_goal:task9,7.848190315504119e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task0,1.8800045035356703e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task1,0.0002745867749383364
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task2,-3.7813708737300298e-06
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task3,-0.00023089608175150673
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task4,-9.673193881113152e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task5,0.0004029441175346666
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task6,4.7886101995736505e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task7,5.170688483871605e-05
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task8,0.00023577027613600726
track_a,ARM4_GRIP32-H4,rotation,d1_median,libero_spatial:task9,-2.4143614839272864e-05
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task0,-2.626310929925354e-05
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task1,0.0013403952387927233
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task2,0.00014072869297916644
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task3,-0.00011269009649368071
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task4,-0.000765334436241101
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task5,0.0003442358264004842
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task6,-0.0005820689383174551
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task7,0.00020204070586711992
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task8,-0.0008331480007369482
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_10:task9,-0.0010198054716561633
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task0,0.0
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task1,-1.5341550257614265e-05
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task2,-6.131763091627498e-05
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task3,8.053451665550227e-05
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task4,0.00018850516734766974
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task5,0.0
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task6,-0.00029507361862293654
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task7,-0.00024380849615293927
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task8,9.468050230234266e-05
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_goal:task9,0.0002831767913496379
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task0,5.224535212495935e-06
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task1,-0.0002466731291201556
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task2,-0.00010564067566934835
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task3,-4.4347974212765344e-05
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task4,5.210144894922039e-06
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task5,0.0016710330840035805
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task6,0.0006169793755021569
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task7,-0.0003502225629821414
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task8,0.0005692633821678225
track_a,ARM4_GRIP32-H4,rotation,d2_mean,libero_spatial:task9,4.846057629439166e-05
track_a,ARM4_GRIP32-H4,rotation,d2_median,libero_10:task0,-4.830346947405987e-06
track_a,ARM4_GRIP32-H4,rotation,d2_median,libero_10:task1,0.0006787669500038386
track_a,ARM4_GRIP32-H4,rotation,d2_median,libero_10:task2,-4.0528098086965466e-05
track_a,ARM4_GRIP32-H4,rotation,d2_median,libero_10:task3,-0.00012193583508945446
track_a,ARM4_GRIP32-H4,rotation,d2_median,libero_10:task4,-0.0003508700690109195
track_a,ARM4_GRIP32-H4,rotation,d2_median,libero_10:task5,0.00019798359904306463
