cell_id,policy,suite,task_id,state_id,eligible_targets,metric,value
act-libero_goal-task02-state18,ACT,libero_goal,2,18,74,gripper,0.02652962527817208
act-libero_goal-task02-state18,ACT,libero_goal,2,18,74,arm_original,0.0782021962531462
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,dim_0,0.07256755953007755
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,dim_1,0.03370368178876887
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,dim_2,0.058207195379957
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,dim_3,0.08933920270936829
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,dim_4,0.06878992369288357
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,dim_5,0.02923935915953787
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,dim_6,0.018805040845437857
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,translation,0.06293857997969679
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,rotation,0.07156616753798402
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,gripper,0.018805040845437857
act-libero_goal-task02-state19,ACT,libero_goal,2,19,67,arm_original,0.06899867364114727
act-libero_10-task03-state10,ACT,libero_10,3,10,234,dim_0,0.08561298463963216
act-libero_10-task03-state10,ACT,libero_10,3,10,234,dim_1,0.12479695388632546
act-libero_10-task03-state10,ACT,libero_10,3,10,234,dim_2,0.058268714732413955
act-libero_10-task03-state10,ACT,libero_10,3,10,234,dim_3,0.15759500446613428
act-libero_10-task03-state10,ACT,libero_10,3,10,234,dim_4,0.11947526689250895
act-libero_10-task03-state10,ACT,libero_10,3,10,234,dim_5,0.08057639943965969
act-libero_10-task03-state10,ACT,libero_10,3,10,234,dim_6,0.030647473833087295
act-libero_10-task03-state10,ACT,libero_10,3,10,234,translation,0.10660467035964567
act-libero_10-task03-state10,ACT,libero_10,3,10,234,rotation,0.13321562585146246
act-libero_10-task03-state10,ACT,libero_10,3,10,234,gripper,0.030647473833087295
act-libero_10-task03-state10,ACT,libero_10,3,10,234,arm_original,0.12573391413375204
act-libero_10-task03-state11,ACT,libero_10,3,11,505,dim_0,0.13693136333095432
act-libero_10-task03-state11,ACT,libero_10,3,11,505,dim_1,0.4350287945121641
act-libero_10-task03-state11,ACT,libero_10,3,11,505,dim_2,0.10239989613207617
act-libero_10-task03-state11,ACT,libero_10,3,11,505,dim_3,0.14949852018914048
act-libero_10-task03-state11,ACT,libero_10,3,11,505,dim_4,0.29689825791742974
act-libero_10-task03-state11,ACT,libero_10,3,11,505,dim_5,0.14511507916014954
act-libero_10-task03-state11,ACT,libero_10,3,11,505,dim_6,0.07548612854568917
act-libero_10-task03-state11,ACT,libero_10,3,11,505,translation,0.29048853317139584
act-libero_10-task03-state11,ACT,libero_10,3,11,505,rotation,0.2236878029151958
act-libero_10-task03-state11,ACT,libero_10,3,11,505,gripper,0.07548612854568917
act-libero_10-task03-state11,ACT,libero_10,3,11,505,arm_original,0.2630919155380767
act-libero_10-task03-state12,ACT,libero_10,3,12,215,dim_0,0.0661574577445368
act-libero_10-task03-state12,ACT,libero_10,3,12,215,dim_1,0.07607474873691741
act-libero_10-task03-state12,ACT,libero_10,3,12,215,dim_2,0.09977032552924346
act-libero_10-task03-state12,ACT,libero_10,3,12,215,dim_3,0.11835482394084157
act-libero_10-task03-state12,ACT,libero_10,3,12,215,dim_4,0.10419236093558107
act-libero_10-task03-state12,ACT,libero_10,3,12,215,dim_5,0.0689342339855778
act-libero_10-task03-state12,ACT,libero_10,3,12,215,dim_6,0.03915177613912573
act-libero_10-task03-state12,ACT,libero_10,3,12,215,translation,0.08972119737802138
act-libero_10-task03-state12,ACT,libero_10,3,12,215,rotation,0.1118351934818639
act-libero_10-task03-state12,ACT,libero_10,3,12,215,gripper,0.03915177613912573
act-libero_10-task03-state12,ACT,libero_10,3,12,215,arm_original,0.10461418509109924
act-libero_10-task03-state13,ACT,libero_10,3,13,229,dim_0,0.062100445010193205
act-libero_10-task03-state13,ACT,libero_10,3,13,229,dim_1,0.10309455110470118
act-libero_10-task03-state13,ACT,libero_10,3,13,229,dim_2,0.10212311231035112
act-libero_10-task03-state13,ACT,libero_10,3,13,229,dim_3,0.12618888636611256
act-libero_10-task03-state13,ACT,libero_10,3,13,229,dim_4,0.12624372936037928
act-libero_10-task03-state13,ACT,libero_10,3,13,229,dim_5,0.08024530391359826
act-libero_10-task03-state13,ACT,libero_10,3,13,229,dim_6,0.038338615800478204
act-libero_10-task03-state13,ACT,libero_10,3,13,229,translation,0.10131253032691431
act-libero_10-task03-state13,ACT,libero_10,3,13,229,rotation,0.12461589626567099
act-libero_10-task03-state13,ACT,libero_10,3,13,229,gripper,0.038338615800478204
act-libero_10-task03-state13,ACT,libero_10,3,13,229,arm_original,0.11684175071414427
act-libero_10-task03-state14,ACT,libero_10,3,14,209,dim_0,0.04708527421411526
act-libero_10-task03-state14,ACT,libero_10,3,14,209,dim_1,0.047312299273522235
act-libero_10-task03-state14,ACT,libero_10,3,14,209,dim_2,0.06378258402736635
act-libero_10-task03-state14,ACT,libero_10,3,14,209,dim_3,0.08619793993678533
act-libero_10-task03-state14,ACT,libero_10,3,14,209,dim_4,0.08382306119392238
act-libero_10-task03-state14,ACT,libero_10,3,14,209,dim_5,0.04642672125996561
act-libero_10-task03-state14,ACT,libero_10,3,14,209,dim_6,0.03531188902808639
act-libero_10-task03-state14,ACT,libero_10,3,14,209,translation,0.05974489043909946
act-libero_10-task03-state14,ACT,libero_10,3,14,209,rotation,0.08211407281113788
act-libero_10-task03-state14,ACT,libero_10,3,14,209,gripper,0.03531188902808639
act-libero_10-task03-state14,ACT,libero_10,3,14,209,arm_original,0.07333711004420161
act-libero_10-task03-state15,ACT,libero_10,3,15,505,dim_0,0.18304234366765804
act-libero_10-task03-state15,ACT,libero_10,3,15,505,dim_1,0.35234680924959444
act-libero_10-task03-state15,ACT,libero_10,3,15,505,dim_2,0.0718653547850841
act-libero_10-task03-state15,ACT,libero_10,3,15,505,dim_3,0.1964154856068541
act-libero_10-task03-state15,ACT,libero_10,3,15,505,dim_4,0.24828892004846753
act-libero_10-task03-state15,ACT,libero_10,3,15,505,dim_5,0.1723707644314703
act-libero_10-task03-state15,ACT,libero_10,3,15,505,dim_6,0.03564725452498759
act-libero_10-task03-state15,ACT,libero_10,3,15,505,translation,0.24374623612853982
act-libero_10-task03-state15,ACT,libero_10,3,15,505,rotation,0.21761913451750112
act-libero_10-task03-state15,ACT,libero_10,3,15,505,gripper,0.03564725452498759
act-libero_10-task03-state15,ACT,libero_10,3,15,505,arm_original,0.23522086453228883
act-libero_10-task03-state16,ACT,libero_10,3,16,505,dim_0,0.05668560302347339
act-libero_10-task03-state16,ACT,libero_10,3,16,505,dim_1,0.12697713628936946
act-libero_10-task03-state16,ACT,libero_10,3,16,505,dim_2,0.13116101189531057
act-libero_10-task03-state16,ACT,libero_10,3,16,505,dim_3,0.16565737955190574
act-libero_10-task03-state16,ACT,libero_10,3,16,505,dim_4,0.12050452049368483
act-libero_10-task03-state16,ACT,libero_10,3,16,505,dim_5,0.11985722525917794
act-libero_10-task03-state16,ACT,libero_10,3,16,505,dim_6,0.26947127255066944
act-libero_10-task03-state16,ACT,libero_10,3,16,505,translation,0.1172811172964995
act-libero_10-task03-state16,ACT,libero_10,3,16,505,rotation,0.14595039507640187
act-libero_10-task03-state16,ACT,libero_10,3,16,505,gripper,0.26947127255066944
act-libero_10-task03-state16,ACT,libero_10,3,16,505,arm_original,0.13729318387394632
act-libero_10-task03-state17,ACT,libero_10,3,17,196,dim_0,0.05589146181185259
act-libero_10-task03-state17,ACT,libero_10,3,17,196,dim_1,0.049530227485953725
act-libero_10-task03-state17,ACT,libero_10,3,17,196,dim_2,0.05725167230468052
act-libero_10-task03-state17,ACT,libero_10,3,17,196,dim_3,0.12245913934295592
act-libero_10-task03-state17,ACT,libero_10,3,17,196,dim_4,0.12820668957918246
act-libero_10-task03-state17,ACT,libero_10,3,17,196,dim_5,0.06639460522453332
act-libero_10-task03-state17,ACT,libero_10,3,17,196,dim_6,0.034638396671635936
act-libero_10-task03-state17,ACT,libero_10,3,17,196,translation,0.06079857410178772
act-libero_10-task03-state17,ACT,libero_10,3,17,196,rotation,0.12031110520170506
act-libero_10-task03-state17,ACT,libero_10,3,17,196,gripper,0.034638396671635936
act-libero_10-task03-state17,ACT,libero_10,3,17,196,arm_original,0.09677272143598539
act-libero_10-task03-state18,ACT,libero_10,3,18,199,dim_0,0.06128974652955057
act-libero_10-task03-state18,ACT,libero_10,3,18,199,dim_1,0.0474688950110233
act-libero_10-task03-state18,ACT,libero_10,3,18,199,dim_2,0.06271594813218923
act-libero_10-task03-state18,ACT,libero_10,3,18,199,dim_3,0.10360155790136498
act-libero_10-task03-state18,ACT,libero_10,3,18,199,dim_4,0.1017261796573301
act-libero_10-task03-state18,ACT,libero_10,3,18,199,dim_5,0.058091279380364465
act-libero_10-task03-state18,ACT,libero_10,3,18,199,dim_6,0.032923272313205264
act-libero_10-task03-state18,ACT,libero_10,3,18,199,translation,0.06415889204958135
act-libero_10-task03-state18,ACT,libero_10,3,18,199,rotation,0.09963995448361596
act-libero_10-task03-state18,ACT,libero_10,3,18,199,gripper,0.032923272313205264
act-libero_10-task03-state18,ACT,libero_10,3,18,199,arm_original,0.08514108441540583
act-libero_10-task03-state19,ACT,libero_10,3,19,201,dim_0,0.050738231822347685
act-libero_10-task03-state19,ACT,libero_10,3,19,201,dim_1,0.052054403557038526
act-libero_10-task03-state19,ACT,libero_10,3,19,201,dim_2,0.06098585023348083
act-libero_10-task03-state19,ACT,libero_10,3,19,201,dim_3,0.11136323942510586
act-libero_10-task03-state19,ACT,libero_10,3,19,201,dim_4,0.1117845109212952
act-libero_10-task03-state19,ACT,libero_10,3,19,201,dim_5,0.06356601672934405
act-libero_10-task03-state19,ACT,libero_10,3,19,201,dim_6,0.032373952336471355
act-libero_10-task03-state19,ACT,libero_10,3,19,201,translation,0.06046092037355045
act-libero_10-task03-state19,ACT,libero_10,3,19,201,rotation,0.1068149225746844
act-libero_10-task03-state19,ACT,libero_10,3,19,201,gripper,0.032373952336471355
act-libero_10-task03-state19,ACT,libero_10,3,19,201,arm_original,0.08852042981358829
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,dim_0,0.2291911117827983
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,dim_1,0.1969300964252892
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,dim_2,0.2792147149819083
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,dim_3,0.34148147591678835
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,dim_4,0.39600551043500143
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,dim_5,0.2033384980689257
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,dim_6,0.18522523111573932
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,translation,0.24887480170335766
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,rotation,0.33396592992144286
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,gripper,0.18522523111573932
smolvla-libero_object-task03-state10,SmolVLA,libero_object,3,10,120,arm_original,0.29816575746707213
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,dim_0,0.22708855721882298
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,dim_1,0.17437690906978148
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,dim_2,0.2419484350549089
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,dim_3,0.3171174874912311
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,dim_4,0.41986558657765644
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,dim_5,0.22797089123297393
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,dim_6,0.13158901580782076
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,translation,0.223707210079149
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,rotation,0.3392121450813028
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,gripper,0.13158901580782076
smolvla-libero_object-task03-state11,SmolVLA,libero_object,3,11,110,arm_original,0.28902836536163995
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,dim_0,0.21660974523362955
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,dim_1,0.1504968161447074
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,dim_2,0.24280010685875777
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,dim_3,0.3169830644445878
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,dim_4,0.3894955862446228
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,dim_5,0.20025872396660244
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,dim_6,0.1265822311673161
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,translation,0.2141156382422472
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,rotation,0.3227976262490313
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,gripper,0.1265822311673161
smolvla-libero_object-task03-state12,SmolVLA,libero_object,3,12,109,arm_original,0.2763183821952044
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,dim_0,0.2595104590169922
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,dim_1,0.1840951198478789
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,dim_2,0.33834388016481354
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,dim_3,0.2831529049272709
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,dim_4,0.4684169678827511
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,dim_5,0.2416492955640281
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,dim_6,0.3539868530471189
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,translation,0.2768074238437955
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,rotation,0.35417286711990664
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,gripper,0.3539868530471189
smolvla-libero_object-task03-state13,SmolVLA,libero_object,3,13,190,arm_original,0.32098248492077486
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,dim_0,0.2256130820666064
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,dim_1,0.18040051890615968
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,dim_2,0.25511086986516823
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,dim_3,0.3468184630885041
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,dim_4,0.4244540260249652
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,dim_5,0.20767447213461862
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,dim_6,0.14303491476206742
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,translation,0.233181056624705
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,rotation,0.3476216774761705
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,gripper,0.14303491476206742
smolvla-libero_object-task03-state14,SmolVLA,libero_object,3,14,111,arm_original,0.2985018981276774
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,dim_0,0.23290917745741788
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,dim_1,0.16097315253538697
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,dim_2,0.2722763916476048
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,dim_3,0.29380656719543674
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,dim_4,0.3851444440759253
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,dim_5,0.1945284614975267
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,dim_6,0.15362776299219902
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,translation,0.23855374953960035
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,rotation,0.30780537726795826
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,gripper,0.15362776299219902
smolvla-libero_object-task03-state15,SmolVLA,libero_object,3,15,97,arm_original,0.27751749793364017
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,dim_0,0.2353421064001729
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,dim_1,0.17114510892890217
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,dim_2,0.21312525686024134
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,dim_3,0.3036660834487209
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,dim_4,0.3721671825901575
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,dim_5,0.22975030320948336
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,dim_6,0.10384260210782066
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,translation,0.21782852584666576
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,rotation,0.3177124961274623
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,gripper,0.10384260210782066
smolvla-libero_object-task03-state16,SmolVLA,libero_object,3,16,105,arm_original,0.274354426655783
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,dim_0,0.22040811105785063
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,dim_1,0.18008130123217111
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,dim_2,0.2747107608008002
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,dim_3,0.31601775070555543
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,dim_4,0.382063436302127
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,dim_5,0.20260028464239174
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,dim_6,0.1529769742797535
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,translation,0.24086142293028123
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,rotation,0.31763816140605594
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,gripper,0.1529769742797535
smolvla-libero_object-task03-state17,SmolVLA,libero_object,3,17,113,arm_original,0.283110268908127
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,dim_0,0.2686391340576561
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,dim_1,0.20589161680652715
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,dim_2,0.3401636997860721
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,dim_3,0.2943993843948116
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,dim_4,0.4200065116833916
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,dim_5,0.20227010707378057
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,dim_6,0.32963181255773133
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,translation,0.2914820198237269
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,rotation,0.32693306997408816
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,gripper,0.32963181255773133
smolvla-libero_object-task03-state18,SmolVLA,libero_object,3,18,137,arm_original,0.3137803485724436
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,dim_0,0.22591661598998677
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,dim_1,0.16296909121503714
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,dim_2,0.24460566525610736
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,dim_3,0.29892965116486475
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,dim_4,0.4053414207700682
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,dim_5,0.22579318080505537
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,dim_6,0.16645060777014198
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,translation,0.22199845206301785
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,rotation,0.3257665743086841
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,gripper,0.16645060777014198
smolvla-libero_object-task03-state19,SmolVLA,libero_object,3,19,111,arm_original,0.28089051013104216
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,dim_0,0.4200219175117295
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,dim_1,0.2277317256218568
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,dim_2,0.3029618832668461
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,dim_3,0.5730188855737924
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,dim_4,0.5608355582860592
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,dim_5,0.3793678701453238
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,dim_6,0.09989660010724521
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,translation,0.3368129511426404
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,rotation,0.5243342470896412
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,gripper,0.09989660010724521
smolvla-libero_spatial-task00-state10,SmolVLA,libero_spatial,0,10,60,arm_original,0.4430138176268234
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,dim_0,0.524388047111875
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,dim_1,0.2487531960002831
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,dim_2,0.5665409476883679
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,dim_3,0.6066787218490955
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,dim_4,0.8713140137991539
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,dim_5,0.3925329106573973
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,dim_6,0.3721680220467277
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,translation,0.4790636806676906
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,rotation,0.6670891019719613
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,gripper,0.3721680220467277
smolvla-libero_spatial-task00-state11,SmolVLA,libero_spatial,0,11,210,arm_original,0.5850455791957329
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,dim_0,0.475304573757877
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,dim_1,0.25307661111291124
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,dim_2,0.33939529752313435
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,dim_3,0.6036196240535728
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,dim_4,0.6305368220401908
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,dim_5,0.3822104384506775
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,dim_6,0.163311302197296
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,translation,0.3804955264469452
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,rotation,0.5595879603924808
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,gripper,0.163311302197296
smolvla-libero_spatial-task00-state12,SmolVLA,libero_spatial,0,12,62,arm_original,0.4818446495594783
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,dim_0,0.9023182229667398
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,dim_1,0.30611133693959813
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,dim_2,0.8454712103923117
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,dim_3,0.7937317128800506
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,dim_4,0.8377583260141735
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,dim_5,0.5642132967900347
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,dim_6,0.7279505102555425
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,translation,0.7453298825218695
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,rotation,0.754778005930396
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,gripper,0.7279505102555425
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,arm_original,0.7546837453084481
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,dim_0,0.5071869785653946
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,dim_1,0.23884843829266947
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,dim_2,0.365551471875962
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,dim_3,0.6934930798914304
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,dim_4,0.5834275794455573
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,dim_5,0.40240691168613396
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,dim_6,0.14583455831895675
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,translation,0.40052267120606905
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,rotation,0.580421957601584
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,gripper,0.14583455831895675
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,arm_original,0.5021513142930094
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,dim_0,0.4759355402966826
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,dim_1,0.2327473699603092
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,dim_2,0.333798335072953
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,dim_3,0.5948660225715856
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,dim_4,0.5374010162482535
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,dim_5,0.3724605759598625
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,dim_6,0.12528490774426587
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,translation,0.37450073968005754
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,rotation,0.5187384010507776
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,gripper,0.12528490774426587
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,arm_original,0.4558043700717421
smolvla-libero_spatial-task00-state16,SmolVLA,libero_spatial,0,16,57,dim_0,0.4370923077982274
smolvla-libero_spatial-task00-state16,SmolVLA,libero_spatial,0,16,57,dim_1,0.2303871857879611
smolvla-libero_spatial-task00-state16,SmolVLA,libero_spatial,0,16,57,dim_2,0.29765019982703333
