cell_id,policy,suite,task_id,state_id,eligible_targets,metric,value,units
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,rotation,0.04445218122588558,controller_native_action
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,gripper,0.7270530473895864,controller_native_action
smolvla-libero_spatial-task00-state13,SmolVLA,libero_spatial,0,13,265,arm_original,0.20794991452989753,controller_native_action
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,translation,0.15150727777091075,controller_native_action
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,rotation,0.03250060557078582,controller_native_action
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,gripper,0.14565476436480668,controller_native_action
smolvla-libero_spatial-task00-state14,SmolVLA,libero_spatial,0,14,65,arm_original,0.10972940787677886,controller_native_action
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,translation,0.14120604845816104,controller_native_action
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,rotation,0.029575185905513633,controller_native_action
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,gripper,0.12513044868313306,controller_native_action
smolvla-libero_spatial-task00-state15,SmolVLA,libero_spatial,0,15,52,arm_original,0.10214467129907662,controller_native_action
smolvla-libero_spatial-task00-state16,SmolVLA,libero_spatial,0,16,57,translation,0.12935159569607896,controller_native_action
smolvla-libero_spatial-task00-state16,SmolVLA,libero_spatial,0,16,57,rotation,0.03166794164730831,controller_native_action
smolvla-libero_spatial-task00-state16,SmolVLA,libero_spatial,0,16,57,gripper,0.14754556715581385,controller_native_action
smolvla-libero_spatial-task00-state16,SmolVLA,libero_spatial,0,16,57,arm_original,0.09430569520697103,controller_native_action
smolvla-libero_spatial-task00-state17,SmolVLA,libero_spatial,0,17,61,translation,0.13205957741630966,controller_native_action
smolvla-libero_spatial-task00-state17,SmolVLA,libero_spatial,0,17,61,rotation,0.029440546797871323,controller_native_action
smolvla-libero_spatial-task00-state17,SmolVLA,libero_spatial,0,17,61,gripper,0.09605404506544933,controller_native_action
smolvla-libero_spatial-task00-state17,SmolVLA,libero_spatial,0,17,61,arm_original,0.0958552878319262,controller_native_action
smolvla-libero_spatial-task00-state18,SmolVLA,libero_spatial,0,18,265,translation,0.28381580821358693,controller_native_action
smolvla-libero_spatial-task00-state18,SmolVLA,libero_spatial,0,18,265,rotation,0.04682586666933365,controller_native_action
smolvla-libero_spatial-task00-state18,SmolVLA,libero_spatial,0,18,265,gripper,0.6670851830517962,controller_native_action
smolvla-libero_spatial-task00-state18,SmolVLA,libero_spatial,0,18,265,arm_original,0.20355286807777606,controller_native_action
smolvla-libero_spatial-task00-state19,SmolVLA,libero_spatial,0,19,62,translation,0.13538907591272833,controller_native_action
smolvla-libero_spatial-task00-state19,SmolVLA,libero_spatial,0,19,62,rotation,0.031386166261716995,controller_native_action
smolvla-libero_spatial-task00-state19,SmolVLA,libero_spatial,0,19,62,gripper,0.1277441648900226,controller_native_action
smolvla-libero_spatial-task00-state19,SmolVLA,libero_spatial,0,19,62,arm_original,0.09848116639160519,controller_native_action
smolvla-libero_goal-task02-state10,SmolVLA,libero_goal,2,10,81,translation,0.10896729639133029,controller_native_action
smolvla-libero_goal-task02-state10,SmolVLA,libero_goal,2,10,81,rotation,0.02426102593197291,controller_native_action
smolvla-libero_goal-task02-state10,SmolVLA,libero_goal,2,10,81,gripper,0.17656359194323631,controller_native_action
smolvla-libero_goal-task02-state10,SmolVLA,libero_goal,2,10,81,arm_original,0.07917909187560557,controller_native_action
smolvla-libero_goal-task02-state11,SmolVLA,libero_goal,2,11,86,translation,0.10160177345826082,controller_native_action
smolvla-libero_goal-task02-state11,SmolVLA,libero_goal,2,11,86,rotation,0.02701949532458431,controller_native_action
smolvla-libero_goal-task02-state11,SmolVLA,libero_goal,2,11,86,gripper,0.1436529414830595,controller_native_action
smolvla-libero_goal-task02-state11,SmolVLA,libero_goal,2,11,86,arm_original,0.0745994356742336,controller_native_action
smolvla-libero_goal-task02-state12,SmolVLA,libero_goal,2,12,72,translation,0.10751597214050151,controller_native_action
smolvla-libero_goal-task02-state12,SmolVLA,libero_goal,2,12,72,rotation,0.027657488746199062,controller_native_action
smolvla-libero_goal-task02-state12,SmolVLA,libero_goal,2,12,72,gripper,0.15582258065866336,controller_native_action
smolvla-libero_goal-task02-state12,SmolVLA,libero_goal,2,12,72,arm_original,0.07865833487205588,controller_native_action
smolvla-libero_goal-task02-state13,SmolVLA,libero_goal,2,13,86,translation,0.10324468194350858,controller_native_action
smolvla-libero_goal-task02-state13,SmolVLA,libero_goal,2,13,86,rotation,0.023376942197714305,controller_native_action
smolvla-libero_goal-task02-state13,SmolVLA,libero_goal,2,13,86,gripper,0.18267497627128867,controller_native_action
smolvla-libero_goal-task02-state13,SmolVLA,libero_goal,2,13,86,arm_original,0.07504726655364327,controller_native_action
smolvla-libero_goal-task02-state14,SmolVLA,libero_goal,2,14,285,translation,0.1294831576904297,controller_native_action
smolvla-libero_goal-task02-state14,SmolVLA,libero_goal,2,14,285,rotation,0.028863972753594723,controller_native_action
smolvla-libero_goal-task02-state14,SmolVLA,libero_goal,2,14,285,gripper,0.14240444005713956,controller_native_action
smolvla-libero_goal-task02-state14,SmolVLA,libero_goal,2,14,285,arm_original,0.09409878258603194,controller_native_action
smolvla-libero_goal-task02-state15,SmolVLA,libero_goal,2,15,79,translation,0.10592336801797049,controller_native_action
smolvla-libero_goal-task02-state15,SmolVLA,libero_goal,2,15,79,rotation,0.027900776520402296,controller_native_action
smolvla-libero_goal-task02-state15,SmolVLA,libero_goal,2,15,79,gripper,0.10458582787053262,controller_native_action
smolvla-libero_goal-task02-state15,SmolVLA,libero_goal,2,15,79,arm_original,0.0775878389521874,controller_native_action
smolvla-libero_goal-task02-state16,SmolVLA,libero_goal,2,16,94,translation,0.11176879895500215,controller_native_action
smolvla-libero_goal-task02-state16,SmolVLA,libero_goal,2,16,94,rotation,0.026438452106702523,controller_native_action
