condition,model,tau,pooled_auroc,pooled_auprc,pooled_brier,pooled_ece,pooled_brier_skill_score_vs_empirical,pooled_macro_offset_auroc,pooled_macro_offset_auprc,pooled_macro_offset_brier,pooled_macro_offset_ece,pooled_macro_offset_brier_skill_score_vs_empirical,arm_fixed_offset_macro_auroc,arm_fixed_offset_macro_auprc,arm_fixed_offset_macro_valid_offset_count,arm_horizon_sample_count,arm_horizon_mae,arm_horizon_median_absolute_error,arm_horizon_exact_match,arm_horizon_within_plus_minus_2,arm_horizon_within_plus_minus_5,arm_horizon_spearman,arm_horizon_over_commit_rate,arm_horizon_under_commit_rate,arm_horizon_mean_learned_horizon,arm_horizon_mean_refresh_oracle_horizon,gripper_fixed_offset_macro_auroc,gripper_fixed_offset_macro_auprc,gripper_fixed_offset_macro_valid_offset_count,gripper_horizon_sample_count,gripper_horizon_mae,gripper_horizon_median_absolute_error,gripper_horizon_exact_match,gripper_horizon_within_plus_minus_2,gripper_horizon_within_plus_minus_5,gripper_horizon_spearman,gripper_horizon_over_commit_rate,gripper_horizon_under_commit_rate,gripper_horizon_mean_learned_horizon,gripper_horizon_mean_refresh_oracle_horizon,overall_horizon_sample_count,overall_horizon_mae,overall_horizon_median_absolute_error,overall_horizon_exact_match,overall_horizon_within_plus_minus_2,overall_horizon_within_plus_minus_5,overall_horizon_spearman,overall_horizon_over_commit_rate,overall_horizon_under_commit_rate,overall_horizon_mean_learned_horizon,overall_horizon_mean_refresh_oracle_horizon
A_chunk_only,monotone_conditional_survival_shared_mlp,0.7,0.9196784539800252,0.9085252578788783,0.11593906659177666,0.02899748663396604,0.2900624387842857,0.8809987745842948,0.7499891294134131,0.1168933419838529,0.04695933174418001,0.25767331458509135,0.7407283869066494,0.7481445074022661,97,341,24.055718475073313,19.0,0.03812316715542522,0.10557184750733138,0.2287390029325513,0.21739995438547,0.5366568914956011,0.4252199413489736,44.59530791788856,43.976539589442815,0.9403625166143713,0.7114867006784855,91,341,7.513196480938417,5.0,0.10850439882697947,0.3284457478005865,0.5571847507331378,0.821454401904042,0.26099706744868034,0.6304985337243402,18.65982404692082,22.46041055718475,682,15.784457478005866,9.0,0.07331378299120235,0.21700879765395895,0.39296187683284456,0.6272141744618656,0.39882697947214074,0.5278592375366569,31.627565982404693,33.21847507331378
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,0.65,0.9191399084414367,0.9068261800570224,0.11525403379460937,0.015522711806071914,0.2942571466396293,0.8800166842086795,0.7448219542583067,0.11605576477233996,0.04255269822033798,0.2595970547813098,0.7376870525691227,0.7394436995363868,97,341,23.653958944281523,18.0,0.011730205278592375,0.06451612903225806,0.15835777126099707,0.27394077759400126,0.5777126099706745,0.41055718475073316,45.929618768328446,43.976539589442815,0.9424771436979097,0.7442873424104067,91,341,7.762463343108505,5.0,0.06744868035190615,0.31671554252199413,0.533724340175953,0.8101270061149518,0.3284457478005865,0.6041055718475073,18.651026392961878,22.46041055718475,682,15.708211143695015,9.0,0.039589442815249266,0.1906158357771261,0.3460410557184751,0.6325671278846507,0.4530791788856305,0.5073313782991202,32.29032258064516,33.21847507331378
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,0.6,0.9156747876794613,0.9028529996793085,0.11804907499245171,0.029333050758576264,0.2771420810295153,0.8753358505659994,0.7344588915902434,0.119169987097874,0.05247146670449744,0.24118935391139673,0.7483778668674607,0.7417515739367576,97,341,25.788856304985337,21.0,0.04398826979472141,0.11730205278592376,0.16422287390029325,0.2591512450413252,0.6129032258064516,0.34310850439882695,52.14076246334311,43.976539589442815,0.9297823048309065,0.6961943056752258,91,341,9.041055718475073,5.0,0.06744868035190615,0.26392961876832843,0.5073313782991202,0.726693049058268,0.3489736070381232,0.5835777126099707,19.6950146627566,22.46041055718475,682,17.414956011730204,10.0,0.05571847507331378,0.1906158357771261,0.3357771260997067,0.5977633631179904,0.4809384164222874,0.4633431085043988,35.91788856304985,33.21847507331378
D_chunk_plus_state_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,0.65,0.9138804188469264,0.8997735150715052,0.12006192072882912,0.03571081405083202,0.26481668601647157,0.873509147107945,0.7397625572480605,0.1209372931549864,0.05251152404015395,0.23179447017502244,0.7285458380780738,0.7378637187491874,97,341,24.378299120234605,19.0,0.03812316715542522,0.11436950146627566,0.20821114369501467,0.26860958182459294,0.5747800586510264,0.3870967741935484,48.46041055718475,43.976539589442815,0.9233609404331824,0.6916177939821154,91,341,8.281524926686217,5.0,0.06158357771260997,0.3020527859237537,0.5571847507331378,0.7816563955871332,0.3284457478005865,0.6099706744868035,18.348973607038122,22.46041055718475,682,16.32991202346041,9.0,0.04985337243401759,0.20821114369501467,0.38269794721407624,0.6165008659362495,0.45161290322580644,0.49853372434017595,33.40469208211144,33.21847507331378
