condition,model,group,offset,sample_count,positive_count,negative_count,positive_rate,auroc,auprc,brier,ece,undefined_discrimination,undefined_reason,empirical_brier,brier_skill_score_vs_empirical
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,13,318,278,40,0.8742138364779874,0.779226618705036,0.95271888684764,0.09693438438007737,0.04780516175802003,False,,0.11188460825401847,0.13362181007059248
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,14,315,271,44,0.8603174603174604,0.7760818517276082,0.946141685861973,0.10502648823130936,0.050404690251956735,False,,0.12225693558849185,0.14093635894145873
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,15,314,266,48,0.8471337579617835,0.787045739348371,0.9441596417287558,0.11268671987040271,0.06292389960353324,False,,0.13137526221823445,0.14225313070574275
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,16,312,262,50,0.8397435897435898,0.7909923664122137,0.9393563509081169,0.11142778924084258,0.04884309156385564,False,,0.13616860960986754,0.18169253868354185
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,17,311,259,52,0.8327974276527331,0.7698990198990199,0.9205798097851012,0.11253474812820387,0.04306362856290579,False,,0.14052901066773527,0.19920628777299676
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,18,309,257,52,0.8317152103559871,0.7800808141275067,0.9233584815356487,0.11167880611762762,0.029461380556951,False,,0.14047852592407148,0.20501154619183637
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,19,309,255,54,0.8252427184466019,0.7695715323166303,0.9142527720960364,0.1157202837410488,0.03064675492300557,False,,0.14465560902375854,0.20002905852034636
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,20,306,250,56,0.8169934640522876,0.74,0.9000038295077538,0.12415692490098895,0.0382991665186973,False,,0.14998623109982123,0.1722111823827478
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,21,306,247,59,0.8071895424836601,0.7462430522198586,0.8975075537394939,0.1277958707193425,0.04767133674677326,False,,0.15614105014125432,0.18153572936949702
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,22,306,245,61,0.8006535947712419,0.7380394780863165,0.8961756064908462,0.13135818876220362,0.05366837962533631,False,,0.15997048742241848,0.17885985797280946
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,23,305,238,67,0.780327868852459,0.7480872946193403,0.8906973416186367,0.14139583151959753,0.07010612888780095,False,,0.17229128530054183,0.17932104764933887
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,24,303,233,70,0.768976897689769,0.7471489883507051,0.8820106816120733,0.14640272964469836,0.06043959737218676,False,,0.17862765779020476,0.18040279172978935
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,25,300,227,73,0.7566666666666667,0.7421398829280068,0.8746182415224065,0.1550175170011297,0.06032103682355719,False,,0.18537679386254033,0.1637706437188815
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,26,296,219,77,0.7398648648648649,0.7329063630433493,0.8605244440176473,0.16365338286162529,0.05076373741204882,False,,0.19401181586952818,0.1564772375942235
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,27,294,214,80,0.7278911564625851,0.7285630841121495,0.8602249488085326,0.16904613480702926,0.04723284747133794,False,,0.19980111624891983,0.15392797607584352
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,28,291,208,83,0.7147766323024055,0.7098007414272475,0.8425695545373155,0.18008046337052375,0.05629129012452324,False,,0.205568487434641,0.12398799243109182
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,29,289,206,83,0.71280276816609,0.7152298514446134,0.8452848687410691,0.18084024530529244,0.053337517035744304,False,,0.2059465129149699,0.12190673808613217
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,30,289,200,89,0.6920415224913494,0.7076404494382023,0.8197173538410989,0.1858689339474852,0.056781603013744825,False,,0.21519484327673813,0.13627607837953692
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,31,288,196,92,0.6805555555555556,0.7048025732031943,0.8023212023910995,0.19080977865132798,0.06302397995121159,False,,0.21930260462977857,0.12992470393387034
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,32,287,194,93,0.6759581881533101,0.7044673539518901,0.7991838002493579,0.19261894614269517,0.06366200851935175,False,,0.2207107478502448,0.12727881166263044
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,33,284,187,97,0.6584507042253521,0.6858150945476598,0.7763143848716121,0.20542018424305591,0.08340501789721712,False,,0.2275188474006327,0.09712893419622393
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,34,284,182,102,0.6408450704225352,0.6903684550743374,0.7643076273046941,0.2084096226119008,0.0958656350252166,False,,0.23412855849132957,0.1098496315236196
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,35,283,179,104,0.6325088339222615,0.6913407821229051,0.7582047225550679,0.20985342713029628,0.08936580356706794,False,,0.23627333847444035,0.11181926625632421
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,36,281,175,106,0.6227758007117438,0.6930458221024258,0.7530020604404556,0.21291466177070284,0.09128706770343656,False,,0.23934758713372956,0.11043740060039953
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,37,280,173,107,0.6178571428571429,0.6966128248068716,0.7520135333049739,0.2136840393854594,0.09462672749485966,False,,0.24016343054374698,0.1102557166939877
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,38,277,167,110,0.6028880866425993,0.6964616222101252,0.7444413508898747,0.21916646546709848,0.10543243288653179,False,,0.24459527893859329,0.10396281392609719
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,39,274,164,110,0.5985401459854015,0.6998891352549889,0.7453144596154269,0.21614980968704228,0.09165980977065835,False,,0.24581881055496513,0.12069459127615811
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,40,270,161,109,0.5962962962962963,0.7039717362812696,0.7463150989117869,0.21420276344353661,0.1051592623451511,False,,0.2452471856268681,0.12658421381668405
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,41,267,159,108,0.5955056179775281,0.7133706033077102,0.7548373792721306,0.20987752035840077,0.1071331670611963,False,,0.24477517958980743,0.14257025279232938
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,42,264,155,109,0.5871212121212122,0.7070139094406629,0.7449098131132179,0.21375958070254572,0.08941580333187193,False,,0.24589627668217406,0.13069208047084702
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,43,259,153,106,0.5907335907335908,0.7076088296954002,0.7523225934436387,0.21078817210911416,0.07623530426823144,False,,0.24358215358215365,0.13463211894125482
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,44,256,146,110,0.5703125,0.6954545454545454,0.7251832663973267,0.21890260512081414,0.08246171773211192,False,,0.2471974872798964,0.1144626608888002
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,45,252,143,109,0.5674603174603174,0.7064861743760826,0.7297245179004501,0.2152105607409019,0.06815280937734315,False,,0.24701008607493533,0.12873776062887743
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,46,248,137,111,0.5524193548387096,0.7086867889787598,0.7246500391983488,0.21534436124803089,0.06939128205419211,False,,0.24840636013022163,0.13309642661668852
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,47,245,131,114,0.5346938775510204,0.704901566894335,0.7139349527905838,0.21830859378694747,0.07969555542643442,False,,0.25049502867262613,0.12849131200820496
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,48,244,127,117,0.5204918032786885,0.706305942526415,0.7107937100384711,0.21936412527522975,0.09252540252668652,False,,0.2511999252590032,0.1267349102550437
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,49,242,122,120,0.5041322314049587,0.7093579234972678,0.7032369406819943,0.22035953297134467,0.09768705405070266,False,,0.25199945364392295,0.12555551297855483
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,50,238,114,124,0.4789915966386555,0.7188030560271647,0.6933490714109157,0.21870630751510273,0.09774249787298146,False,,0.25253603535914615,0.13396000216734294
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,51,232,108,124,0.46551724137931033,0.7353643966547192,0.6988345730691231,0.21101164997352245,0.06885381425143183,False,,0.2519718401668731,0.16255860244630493
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,52,229,106,123,0.462882096069869,0.7403742905353582,0.7021762669426882,0.20936889375548856,0.0699570420111815,False,,0.2505661906732054,0.16441682258500456
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,53,224,104,120,0.4642857142857143,0.7354166666666667,0.6885397595274736,0.21073493987773298,0.07702559335730742,False,,0.24966444408645325,0.155927306153534
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,54,219,100,119,0.45662100456621,0.7380672268907563,0.6814514646158386,0.2072942054636287,0.0622301182926946,False,,0.24895527193982547,0.16734358003981775
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,55,219,99,120,0.4520547945205479,0.743013468013468,0.6839921526392919,0.2053484541122112,0.06342772475629793,False,,0.24830932196979622,0.17301351200504134
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,56,217,95,122,0.4377880184331797,0.7326143226919758,0.6615932046950653,0.20964641068346215,0.0736284190779042,False,,0.2467231406746477,0.15027666188830824
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,57,216,93,123,0.4305555555555556,0.7265495235597518,0.6484674085353652,0.2110306670934849,0.07879564835120995,False,,0.24567182629589382,0.14100582767144887
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,58,211,91,120,0.4312796208530806,0.726007326007326,0.6522318022077891,0.2096646518626497,0.07346445649381705,False,,0.2453854941634914,0.14557030937224913
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,59,209,88,121,0.42105263157894735,0.7232344102178813,0.6410451561315793,0.20998107808700076,0.08726655926202308,False,,0.24393184879245497,0.139181377395047
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,60,208,86,122,0.41346153846153844,0.7276019824628288,0.6395450085620787,0.20761105916035955,0.09172537940741103,False,,0.24272303930132316,0.144658620961707
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,61,206,84,122,0.4077669902912621,0.7379000780640125,0.6466667072130458,0.20301990208944673,0.08088706716402187,False,,0.24161278287695348,0.15973029376993275
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,62,205,83,122,0.40487804878048783,0.7364210942129172,0.6400978071930826,0.20329876767277974,0.09984025771800896,False,,0.2409881385710734,0.1563951284979037
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,63,201,78,123,0.3880597014925373,0.7321242443193663,0.6293425437511342,0.20361919453539445,0.10564993569319382,False,,0.23770773753538663,0.1434052730190053
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,64,198,77,121,0.3888888888888889,0.7345712139100569,0.628664516927269,0.20244212467354594,0.0762188779887768,False,,0.23767072031013167,0.14822438199630417
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,65,197,77,120,0.39086294416243655,0.7385281385281385,0.6371917798204869,0.20038119286015849,0.06521979679500813,False,,0.23813094094436135,0.15852517079258088
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,66,195,74,121,0.37948717948717947,0.7355371900826446,0.6292935698382108,0.2002658504745961,0.0885647183174761,False,,0.2354781453970776,0.1495352991807557
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,67,193,72,121,0.37305699481865284,0.7407024793388429,0.6293275334582511,0.19714054866550995,0.0935382886373115,False,,0.23388584674877022,0.15710783099556436
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,68,191,71,120,0.3717277486910995,0.7450704225352113,0.6289961015669031,0.19590846143995957,0.06062282462733512,False,,0.23357386728020435,0.16125693459987922
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,69,191,70,121,0.36649214659685864,0.741086186540732,0.6212490215993084,0.19648248913957844,0.0581559691636608,False,,0.2322127297825423,0.1538685698946124
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,70,188,68,120,0.3617021276595745,0.7443627450980392,0.619547093224253,0.19442761528395572,0.07445266417828388,False,,0.2308977106460057,0.15794914232806356
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,71,188,68,120,0.3617021276595745,0.7477941176470588,0.6227277167384688,0.1934217049142212,0.06463557343207114,False,,0.23097949231386855,0.1626022597218788
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,72,187,68,119,0.36363636363636365,0.7467869500741473,0.6229757040071382,0.19426048652645275,0.07431786459059866,False,,0.23167965539804136,0.1615125368142487
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,73,186,67,119,0.3602150537634409,0.7502822024332121,0.6247913299344631,0.19175475619646332,0.06325505676516077,False,,0.23076634165305482,0.16905232009633098
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,74,184,66,118,0.358695652173913,0.75231124807396,0.6264399140273951,0.19114847548498498,0.08224461422779047,False,,0.23040087800283238,0.17036568114712158
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,75,181,66,115,0.36464088397790057,0.7508563899868248,0.6303148145225841,0.19276294156495083,0.09125956049240296,False,,0.2324473685299053,0.1707243545751257
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,76,177,65,112,0.3672316384180791,0.7512362637362637,0.6300361443508873,0.1938236644961743,0.09581739551317262,False,,0.23336877557517713,0.16945330831657812
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,77,175,64,111,0.3657142857142857,0.7509853603603603,0.6258025789261596,0.1948706330320015,0.10487936520202672,False,,0.23315957935411383,0.16421777062807508
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,78,172,63,109,0.36627906976744184,0.7508373379933013,0.6320831485622791,0.1957205016968899,0.09618981344559484,False,,0.2337615027817385,0.16273424251711466
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,79,170,63,107,0.37058823529411766,0.7491470108292538,0.6284129898087512,0.1998656664184451,0.09516172262051038,False,,0.23525343206531646,0.15042401437546804
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,80,167,62,105,0.3712574850299401,0.747926267281106,0.6299702466606794,0.20134026390013374,0.10431742713250566,False,,0.23557750594495752,0.14533323929842135
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,81,166,61,105,0.3674698795180723,0.7451990632318501,0.6257836042382233,0.2020016091735549,0.10199177030284837,False,,0.23451793698774479,0.13865177321549227
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,82,164,60,104,0.36585365853658536,0.7434294871794872,0.6254013633044754,0.20229611830798083,0.10425104909191626,False,,0.234214988652722,0.13628022069957402
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,83,161,59,102,0.36645962732919257,0.7482552342971087,0.629474209728383,0.20143610389961125,0.1142036638358965,False,,0.23471200905917994,0.14177333870964626
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,84,160,59,101,0.36875,0.7481120993455278,0.6306622823788087,0.2023081871123522,0.1104758540237469,False,,0.23574425320338244,0.14183194557953482
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,85,158,59,99,0.37341772151898733,0.7455915083033727,0.6317621765318331,0.20477260819835813,0.11325577334449916,False,,0.23768789556962025,0.13848112581576977
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,86,154,58,96,0.37662337662337664,0.7478448275862069,0.632060436063848,0.20639835968166442,0.1377575956370345,False,,0.23901611634451145,0.1364667670184745
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,87,152,57,95,0.375,0.7501385041551246,0.63343830446806,0.20498054981867153,0.14326457908906914,False,,0.23858231808496275,0.14083930668460154
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,88,146,53,93,0.363013698630137,0.7344288902414283,0.6058010054626306,0.20757137559876712,0.13952955325693783,False,,0.23427553988856942,0.11398613915265687
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,89,143,53,90,0.3706293706293706,0.7339622641509433,0.6056878236483771,0.21181476484838457,0.1504346061412622,False,,0.23745541655576263,0.10798090891877699
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,90,141,51,90,0.3617021276595745,0.7381263616557734,0.6062336052270323,0.20774881145579926,0.11859303440933901,False,,0.23367858184251059,0.11096340187560227
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,91,139,48,91,0.34532374100719426,0.7543498168498168,0.6089450322163606,0.1953526739741234,0.11156872793279168,False,,0.22768772473617443,0.14201490572018405
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,92,135,46,89,0.34074074074074073,0.7476795310210064,0.5942681457878582,0.19665293908126644,0.11364753922742882,False,,0.22591388888888897,0.12952258026957308
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,93,132,43,89,0.32575757575757575,0.7585576169323229,0.5976480116850118,0.18633069611141903,0.09045523074882783,False,,0.22028571160860058,0.1541407985530726
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,94,130,42,88,0.3230769230769231,0.7556818181818182,0.5948963489658653,0.186206729713305,0.08732662008879866,False,,0.21924286683869443,0.15068283680898675
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,95,126,41,85,0.3253968253968254,0.751219512195122,0.5892849755588393,0.18973719801009867,0.09107690563305498,False,,0.22039710651866717,0.13911211899676945
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,96,126,41,85,0.3253968253968254,0.7509325681492109,0.5886846003243177,0.18987225283541784,0.08567424684287306,False,,0.22045904015254894,0.13874136118875535
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,97,126,41,85,0.3253968253968254,0.7506456241032998,0.5877574857900145,0.18992687634385758,0.0956162334935098,False,,0.2205504616828349,0.1388506970482607
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,98,125,40,85,0.32,0.7432352941176471,0.5841069818370992,0.19054226929180781,0.08784989337919237,False,,0.218540903926272,0.12811622049440208
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,arm,99,123,40,83,0.3252032520325203,0.7506024096385542,0.5851415843824384,0.19165036253748463,0.09458847793113628,False,,0.22095226188541764,0.13261642627188175
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,1,337,314,23,0.9317507418397626,0.8494876765438937,0.9872968924406554,0.05568755538407107,0.03749990867967418,False,,0.06359143714417013,0.124291604578458
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,2,335,296,39,0.8835820895522388,0.8616597366597366,0.9801920858191739,0.09334527534399609,0.05138333399945712,False,,0.10286703637014291,0.09256377321773901
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,3,332,280,52,0.8433734939759037,0.8719093406593407,0.9747835356490208,0.10231696989376383,0.04030010386548512,False,,0.13213446701087386,0.22566025195119022
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,4,330,272,58,0.8242424242424242,0.8864097363083164,0.9747410903322489,0.10159007422285164,0.0646764397277926,False,,0.14490395122572794,0.2989143956150855
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,5,330,265,65,0.803030303030303,0.8988679245283019,0.9745612683969578,0.10064201981254868,0.03858540524311737,False,,0.15840004540146527,0.36463389541668845
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,6,329,256,73,0.7781155015197568,0.9079088184931506,0.9724794968130217,0.09919222671156026,0.03097710998505982,False,,0.17297166030970518,0.42654058743520806
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,7,328,251,77,0.7652439024390244,0.9165416257049723,0.973089347588777,0.09663718260591635,0.032882951850534616,False,,0.18042107651701325,0.4643797472475246
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,8,325,246,79,0.7569230769230769,0.9095914376865287,0.9621064104835626,0.09833594363054188,0.045315941459796505,False,,0.1857628908801514,0.47063730993514064
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,9,325,239,86,0.7353846153846154,0.9190425221368104,0.9599885205378043,0.09683643440842316,0.0588402832164031,False,,0.1965488895963183,0.5073162987218571
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,10,324,232,92,0.7160493827160493,0.9200243628185907,0.9578999964363663,0.09934141239595427,0.055705273648638254,False,,0.20466237500562065,0.5146083280171744
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,11,322,228,94,0.7080745341614907,0.9184397163120568,0.956062349406903,0.10210149145135111,0.06053010712399319,False,,0.20845816814296314,0.5102063288720418
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,12,321,225,96,0.7009345794392523,0.9179166666666667,0.9542408913111942,0.10794162902554169,0.08359801316202549,False,,0.21237493640592467,0.49174026440094354
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,13,318,212,106,0.6666666666666666,0.9078408686365255,0.936111573344258,0.11155674779875482,0.05862001925394202,False,,0.2233607429740432,0.5005534709753412
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,14,315,205,110,0.6507936507936508,0.8971618625277162,0.9278844073070337,0.1216222333199356,0.062042127951467636,False,,0.22807983857763173,0.46675587777330463
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,15,314,193,121,0.6146496815286624,0.9153427825118828,0.9300352967602942,0.10922567859630518,0.04712612551830813,False,,0.23700370996502057,0.5391393720696362
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,16,312,184,128,0.5897435897435898,0.9096891983695652,0.9272897138874323,0.11540730169608893,0.03714793888010786,False,,0.24215488744748753,0.5234153524111069
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,17,311,176,135,0.5659163987138264,0.9134680134680134,0.9255195539447663,0.11565036930834313,0.050835861508768156,False,,0.2458035169425484,0.5295007543143735
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,18,309,160,149,0.517799352750809,0.9216023489932886,0.9208740675103062,0.111726800270828,0.04489039730097705,False,,0.24975347938457917,0.5526516765807008
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,19,309,153,156,0.49514563106796117,0.9228674375733199,0.915236593301966,0.11125405679078895,0.05081519903098432,False,,0.2500673964534471,0.5551037105650829
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,20,306,146,160,0.477124183006536,0.9314640410958904,0.9182616178919957,0.10746048520039121,0.05926622176438805,False,,0.24948029994457863,0.5692626422837264
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,21,306,145,161,0.4738562091503268,0.9342899978582138,0.9205747952587789,0.10530667329671647,0.06979536702421954,False,,0.24956314376995264,0.5780359563277975
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,22,306,138,168,0.45098039215686275,0.9225759144237405,0.8983926680994474,0.1147931910597006,0.05152164024097377,False,,0.24774822689478582,0.5366538340213786
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,23,305,126,179,0.4131147540983607,0.9201472022701073,0.8861496947803214,0.11246987412955865,0.03202297808916978,False,,0.2425088686855028,0.5362236658016206
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,24,303,117,186,0.38613861386138615,0.9221119382409705,0.8790227026115177,0.11236568006668429,0.05167072520652386,False,,0.2370976651430015,0.5260785044048712
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,25,300,114,186,0.38,0.9219958498396529,0.8766174862263272,0.1121027553940044,0.04275110335909814,False,,0.23566731470532218,0.5243177632240712
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,26,296,107,189,0.3614864864864865,0.9301290609701824,0.8821373539032643,0.10450160023456087,0.04386367565564304,False,,0.23083555418203433,0.5472898418752594
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,27,294,104,190,0.35374149659863946,0.9269736842105263,0.8765219856928268,0.10650987453594114,0.04322881935368602,False,,0.22860850979080902,0.5340948828483931
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,28,291,97,194,0.3333333333333333,0.9281007545966627,0.8714782870906645,0.10458076336774443,0.04782157569904604,False,,0.2222491229459893,0.5294435272387576
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,29,289,92,197,0.31833910034602075,0.9277201500772456,0.86837977396412,0.10330468543140375,0.04801130913766942,False,,0.21703613741666608,0.5240208074976962
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,30,289,88,201,0.3044982698961938,0.9192107643600181,0.8490320251716142,0.10687452324904508,0.052253738177996854,False,,0.2118106692432871,0.4954242690849142
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,31,288,81,207,0.28125,0.9200214707461084,0.8187466359438341,0.10282825227031712,0.05479839521018958,False,,0.20226550194733045,0.4916174469678304
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,32,287,81,206,0.28222996515679444,0.9196332254584682,0.8211297816759007,0.10260023076983572,0.060361850092090774,False,,0.20259254553106232,0.49356364272492625
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,33,284,74,210,0.2605633802816901,0.9233590733590734,0.802482869819882,0.09810147631932165,0.0536312628804337,False,,0.19274340898920336,0.4910255202302827
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,34,284,70,214,0.24647887323943662,0.9204939919893191,0.7878167584305581,0.09717895021431534,0.05324671703637866,False,,0.1857728771101695,0.4768937655162384
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,35,283,67,216,0.23674911660777384,0.9186014372581537,0.7823934392323489,0.09398631831267015,0.03637357565451339,False,,0.18075380150982343,0.48003130485992973
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,36,281,63,218,0.22419928825622776,0.9302461045580311,0.7935482031450136,0.08694790990330654,0.04526064353295252,False,,0.17393546464784382,0.5001139642260737
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,37,280,55,225,0.19642857142857142,0.9402828282828283,0.8042931256103918,0.07861094661659572,0.0636267383092095,False,,0.1579790302921381,0.5023963213900813
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,38,277,54,223,0.19494584837545126,0.942700548081714,0.8097165549279354,0.07730553883379908,0.0665053712858178,False,,0.15701879550748443,0.5076669733457849
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,39,274,50,224,0.18248175182481752,0.9365178571428572,0.7972396101937064,0.07797936456902532,0.06944861704051321,False,,0.14918793380136858,0.4773078319266194
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,40,270,49,221,0.1814814814814815,0.9314802844214609,0.7916524253029605,0.07567608955100072,0.054420015358185254,False,,0.14854626292991213,0.4905554131193014
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,41,267,46,221,0.17228464419475656,0.9410781034821956,0.8200644350269982,0.06344349099784564,0.06561880683247523,False,,0.14260887997369084,0.5551224369089078
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,42,264,44,220,0.16666666666666666,0.9494834710743801,0.8303575751222593,0.06034871978218399,0.05841563820237516,False,,0.13891587867913816,0.565573638118254
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,43,259,43,216,0.16602316602316602,0.9414298018949182,0.8181867491863505,0.06189665759099691,0.04394402162710181,False,,0.1384606105118926,0.5529655881036253
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,gripper,44,256,38,218,0.1484375,0.9494205697730564,0.8255478862187647,0.05715299331292335,0.04827445342571552,False,,0.12650483978825405,0.5482149662527773
