condition,model,offset,sample_count,positive_count,negative_count,positive_rate,auroc,auprc,brier,ece,undefined_discrimination,undefined_reason,empirical_brier,brier_skill_score_vs_empirical
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,37,560,228,332,0.40714285714285714,0.870785774677658,0.7640019957464056,0.14614749300102756,0.06791888956514465,False,,0.19907123041794256,0.2658532692333473
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,38,554,221,333,0.3989169675090253,0.8689413395295749,0.7584874043409098,0.14823600215044877,0.07335363183391619,False,,0.20080703722303886,0.261798768606893
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,39,548,214,334,0.3905109489051095,0.8693267670266943,0.7577312539247778,0.1470645871280338,0.06845987967219025,False,,0.19750337217816685,0.25538189294627567
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,40,540,210,330,0.3888888888888889,0.8704040404040404,0.7589792974921092,0.14493942649726865,0.06508585162012953,False,,0.19689672427839014,0.26388096587965393
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,41,534,205,329,0.3838951310861423,0.8792497590629402,0.7697704957134724,0.1366605056781232,0.0662406953514929,False,,0.19369202978174915,0.2944443515197227
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,42,528,199,329,0.3768939393939394,0.87808342624979,0.762779785440929,0.13705415024236484,0.05832441603460915,False,,0.19240607768065612,0.287682843003333
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,43,518,196,322,0.3783783783783784,0.876933071365192,0.7684399617683586,0.13634241485005552,0.04191413767607699,False,,0.1910213820470231,0.2862452706132522
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,44,512,184,328,0.359375,0.8735750265111347,0.746624162774184,0.13802779921686875,0.038566868350229856,False,,0.18685116353407522,0.2612954792133406
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,45,504,181,323,0.35912698412698413,0.8764175632451294,0.7502753620472787,0.13643070773109078,0.032187278439530204,False,,0.1875446028978989,0.2725426078757116
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,46,496,175,321,0.3528225806451613,0.8751223854027592,0.7474725018217709,0.13664635395998556,0.04188019709507989,False,,0.1890783761663725,0.2773031124418549
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,47,490,166,324,0.33877551020408164,0.8763572809757548,0.7395804718396056,0.13545561903058836,0.04846214792406199,False,,0.18653009993253505,0.27381361464138765
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,48,488,160,328,0.32786885245901637,0.8744283536585366,0.7349979887106606,0.13583818888420765,0.042905036258991586,False,,0.1842327877771015,0.26268179229554534
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,49,484,153,331,0.31611570247933884,0.8770215034654345,0.7295636542217169,0.1339082335824905,0.0486604305991518,False,,0.18205797605029028,0.2644747761806343
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,50,476,145,331,0.30462184873949577,0.8769455151578289,0.7222366113274361,0.13273642459127422,0.04421674247031018,False,,0.18311680557092885,0.2751270197324417
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,51,464,139,325,0.2995689655172414,0.8799335915882679,0.7244486048220313,0.12978668319201192,0.04669671422822123,False,,0.18401921835254353,0.2947112570418219
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,52,458,136,322,0.29694323144104806,0.8803891121666058,0.725537829525778,0.12960831912618007,0.04895112164463492,False,,0.18239227106605155,0.2893979642413482
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,53,448,134,314,0.29910714285714285,0.8781490635992014,0.716899215513327,0.13079972178938018,0.050744798547810895,False,,0.18294377872033654,0.2850277680700376
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,54,438,129,309,0.2945205479452055,0.8766212588745892,0.7100278154439745,0.13006906705472868,0.04208480555779957,False,,0.18204292713340556,0.2855033199976462
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,55,438,128,310,0.2922374429223744,0.8782006048387097,0.7118166581378431,0.1290375650870864,0.0444849935147623,False,,0.18170408741118432,0.28984775782680705
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,56,434,124,310,0.2857142857142857,0.8721644120707597,0.6941327458908195,0.13144536902472712,0.048077937986485186,False,,0.18129512076854765,0.27496466276917486
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,57,432,122,310,0.2824074074074074,0.8674246430460074,0.68140182129115,0.13278996559851514,0.05430734347799973,False,,0.18096936990339085,0.26622960742249324
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,58,422,120,302,0.2843601895734597,0.8652041942604857,0.6803795539172239,0.13360796808466882,0.03708175627281542,False,,0.18197087121015995,0.26577277343271244
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,59,418,116,302,0.27751196172248804,0.865151861155515,0.6738282046331936,0.1324890563375865,0.04673190559536051,False,,0.17998996456881292,0.2639086481572481
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,60,416,114,302,0.27403846153846156,0.8653421633554084,0.6721892966748381,0.13154198004467005,0.04473633076125675,False,,0.17966380887447,0.26784375290308127
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,61,412,112,300,0.27184466019417475,0.8667857142857143,0.6742360632189336,0.13053866167486353,0.046856075327058426,False,,0.17966152881860323,0.2734189532214045
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,62,410,111,299,0.2707317073170732,0.8656783874175179,0.6692457690331228,0.1308351430884151,0.0555570680193229,False,,0.17966355432289627,0.2717769411748663
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,63,402,105,297,0.26119402985074625,0.8666987333654,0.6636229327533264,0.12861826459347311,0.054258410665800574,False,,0.17725115273902337,0.2743727608765125
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,64,396,103,293,0.2601010101010101,0.8700752178667285,0.6657806513359125,0.1271353967563002,0.04747786955987729,False,,0.17617840018535197,0.2783712610482052
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,65,394,100,294,0.25380710659898476,0.871360544217687,0.6680469225989811,0.12512619973528408,0.0389159320426235,False,,0.17076887607736727,0.26727748867659384
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,66,390,97,293,0.24871794871794872,0.8680201259631962,0.6606618685614447,0.12534180752359478,0.045687103196802116,False,,0.16997613984005217,0.26259175175091265
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,67,386,93,293,0.24093264248704663,0.8646922822855885,0.630983110481747,0.12569667718154298,0.045740407004505775,False,,0.16559532654077044,0.2409406726185851
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,68,382,91,291,0.23821989528795812,0.8676787130395378,0.6325135555448803,0.12440889283603122,0.027265085622803963,False,,0.16386077193427417,0.2407646359317006
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,69,382,89,293,0.23298429319371727,0.8660888905932431,0.6270350932925011,0.12373486893209726,0.024055731115666265,False,,0.16105299638841253,0.23171333842380004
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,70,376,87,289,0.23138297872340424,0.8663643956568429,0.6251648585897878,0.12322623897636874,0.03288582663566565,False,,0.16114990400984466,0.23533160175608403
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,71,376,84,292,0.22340425531914893,0.8738584474885844,0.629206486610596,0.11780333085658984,0.03220529229594419,False,,0.15451909842178335,0.23761313611196622
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,72,374,82,292,0.2192513368983957,0.8730788506515202,0.6221579263652586,0.11723892462207823,0.03374390644770015,False,,0.15050962393162967,0.22105363391689126
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,73,372,80,292,0.21505376344086022,0.8732020547945205,0.6207641091759889,0.11548299706931925,0.02990600980727715,False,,0.14791043755591995,0.21923699924382267
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,74,368,77,291,0.20923913043478262,0.8703530146829116,0.6119856407926801,0.11513329498480783,0.04565340151752888,False,,0.1433226390279652,0.19668451707519174
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,75,362,76,286,0.20994475138121546,0.8729297018770703,0.6178984937357875,0.11421979892185105,0.04769457854976194,False,,0.14232455441956876,0.1974694782101034
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,76,354,75,279,0.211864406779661,0.8736917562724015,0.6177542211711915,0.1150297055065131,0.05108139304947991,False,,0.14336973022134722,0.19767090773680196
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,77,350,73,277,0.20857142857142857,0.8740912912318877,0.6158251282657791,0.11437470019542909,0.05568231071838279,False,,0.14102355932010385,0.18896742681260492
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,78,344,70,274,0.20348837209302326,0.8789363920750782,0.6260107904043096,0.11057684638920356,0.04591645238777528,False,,0.13642089043079694,0.1894434493132373
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,79,340,68,272,0.2,0.8844615051903114,0.6269569061803026,0.10807144060203612,0.03764519827321497,False,,0.13190260481912222,0.18067243061473826
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,80,334,66,268,0.19760479041916168,0.8783355947535052,0.5983881714076529,0.11030821707546498,0.046152070539900975,False,,0.12950104609334906,0.14820597668415114
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,81,332,62,270,0.18674698795180722,0.8754480286738351,0.5876216161469757,0.1069456174036215,0.040176549936591276,False,,0.12031205049562146,0.1110980407776061
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,82,328,61,267,0.18597560975609756,0.8754221157978757,0.5888873961319878,0.10685755322402263,0.03800763999384189,False,,0.12019244893463557,0.11094620193540505
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,83,322,60,262,0.18633540372670807,0.8780534351145038,0.5931848206361438,0.10634632315449792,0.04223131160030328,False,,0.12045492939399241,0.11712767846425842
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,84,320,60,260,0.1875,0.8783333333333333,0.5943250832665045,0.10680763652867227,0.04165331944567584,False,,0.12099113154837879,0.11722755906316318
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,85,316,60,256,0.189873417721519,0.8774088541666667,0.5951413704063399,0.10810509863049513,0.042908378681366134,False,,0.12199133629793045,0.11382970372192658
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,86,308,59,249,0.19155844155844157,0.8796542100605813,0.5975870423861107,0.1084805613425238,0.05905123688609676,False,,0.12273417175823167,0.11613400091854931
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,87,304,58,246,0.19078947368421054,0.8803616484440706,0.5988448655547874,0.10783394671384108,0.061841276639905685,False,,0.1225610730062125,0.12016153197047241
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,88,292,54,238,0.18493150684931506,0.873249299719888,0.5723166499666691,0.10913296052274345,0.06098491413885358,False,,0.1205434448291377,0.09465868776662101
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,89,286,54,232,0.1888111888111888,0.8746807151979565,0.5742373860821953,0.11111577891146115,0.0670889304710323,False,,0.12220719411307646,0.09075910204887438
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,90,282,52,230,0.18439716312056736,0.875,0.5742180890531389,0.10901839669880642,0.051434341771183695,False,,0.12037122186002354,0.09431511108543045
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,91,278,49,229,0.17625899280575538,0.8819178326352375,0.5777264500543557,0.10289117218151549,0.04710154075532414,False,,0.11742630773557632,0.12378091276438186
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,92,270,46,224,0.17037037037037037,0.8786878881987578,0.5604983216187269,0.10171258153752333,0.0507694455617013,False,,0.11295729166666665,0.09954833338538338
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,93,264,43,221,0.16287878787878787,0.8822477112490792,0.5649068231532466,0.09655907909524061,0.041078203879899265,False,,0.11014321368234119,0.12333156199961559
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,94,260,42,218,0.16153846153846155,0.8801878549584972,0.5616614743031938,0.09654742824505631,0.0353749981366914,False,,0.10962181083452127,0.11926807712747323
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,95,252,41,211,0.1626984126984127,0.8780487804878049,0.5562368109830723,0.09823688140301085,0.03556083251150362,False,,0.11019894276177536,0.10854969257394531
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,96,252,41,211,0.1626984126984127,0.8781643740608022,0.5596104472835378,0.09824173188295164,0.03504670247226773,False,,0.11022993105465785,0.10875629746844184
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,97,252,41,211,0.1626984126984127,0.8779331869148075,0.5568790252324752,0.0982616983335332,0.03991871143117348,False,,0.11027565323004204,0.10894476291559085
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,98,250,40,210,0.16,0.8732142857142857,0.5520034590127695,0.09854648661754985,0.031228749229689955,False,,0.10927045196313599,0.09814149344970247
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,99,246,40,206,0.16260162601626016,0.8783980582524272,0.5556277289935461,0.09877628965353231,0.03594128914294555,False,,0.11047613094270885,0.10590379287670637
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,1,674,651,23,0.9658753709198813,0.9107727242369599,0.9965538746116106,0.030367802340373607,0.01712882651751824,False,,0.03179571857208507,0.04490907253673748
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,2,670,631,39,0.9417910447761194,0.9306757690275915,0.9954690682986103,0.040918900050155506,0.009145201746383514,False,,0.05143357304355249,0.20443209310956212
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,3,664,611,53,0.9201807228915663,0.9253003118920421,0.9927743034613647,0.04988872586528083,0.015051870874479532,False,,0.06756963163777621,0.26166941189317516
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,4,660,601,59,0.9106060606060606,0.9334442595673876,0.9927167546513409,0.05074498151684285,0.01143109502834127,False,,0.07396341138387637,0.31391777951571087
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,5,660,593,67,0.8984848484848484,0.9344088998515013,0.9917144639793205,0.05324759511248909,0.017817977583465254,False,,0.08221218546861095,0.3523150514856547
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,6,658,581,77,0.8829787234042553,0.9386860987549456,0.9913174599024122,0.0570845500074122,0.020143749021895623,False,,0.09249116610700348,0.3828107871256503
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,7,656,574,82,0.875,0.935561315543469,0.9892760592310593,0.05861811712786127,0.03340613619929126,False,,0.09771934490594321,0.4001380465220846
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,8,650,564,86,0.8676923076923077,0.9278203859475507,0.986029382884304,0.06341655123538095,0.045849402148915065,False,,0.1034447791798012,0.38695261628279665
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,9,650,550,100,0.8461538461538461,0.9141636363636364,0.9798065219519615,0.07096289200619274,0.03331509400553536,False,,0.11888577654447553,0.40310023563125486
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,10,648,535,113,0.8256172839506173,0.9114548010917212,0.9768039486425218,0.07872858184944036,0.025923366454809037,False,,0.13272718288788818,0.40683905032520196
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,11,644,524,120,0.8136645962732919,0.9097328244274809,0.97497412098867,0.08334628732810466,0.03406433760813103,False,,0.14156975501489297,0.4112705265377006
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,12,642,516,126,0.8037383177570093,0.8966562077027194,0.9634913807609813,0.08888864662014563,0.034442884306191246,False,,0.148819001092084,0.4027063347566455
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,13,636,490,146,0.7704402515723271,0.8749091417388873,0.9469796906352019,0.10648082423437837,0.03557044058276595,False,,0.16762267561403082,0.36475883203557813
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,14,630,476,154,0.7555555555555555,0.8689021062970643,0.9407147854060522,0.1126793453271576,0.03815476379483316,False,,0.17516838708306176,0.3567369820347376
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,15,628,459,169,0.7308917197452229,0.8774155289992394,0.9397325341748993,0.11439720947404786,0.03463165172122577,False,,0.18418948609162755,0.3789156379037867
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,16,624,446,178,0.7147435897435898,0.8783065450697839,0.9352292829141373,0.1174904591335224,0.032065907583869326,False,,0.18916174852867754,0.37888891360236887
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,17,622,435,187,0.6993569131832797,0.8718790337451595,0.92512631212956,0.1235454265594854,0.06231515585303493,False,,0.19316626380514185,0.36041923612441495
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,18,618,417,201,0.6747572815533981,0.8892348807521148,0.9269846328849004,0.11602524456382021,0.06664126881628868,False,,0.19511600265432533,0.40535249295069464
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,19,618,408,210,0.6601941747572816,0.8949579831932774,0.9260630842310194,0.11470280006994488,0.06107192186725704,False,,0.1973615027386028,0.41881877428819536
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,20,612,396,216,0.6470588235294118,0.8860012158623269,0.910971657950129,0.11696351564823956,0.043270924185297065,False,,0.19973326552219994,0.41440142510843136
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,21,612,392,220,0.6405228758169934,0.8859346011131726,0.9093646426827392,0.1184222858729021,0.04320324971411258,False,,0.20285209695560347,0.4162136470355533
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,22,612,383,229,0.6258169934640523,0.8818566363004093,0.9024194878461432,0.12415896503234705,0.033924181331118415,False,,0.20385935715860218,0.3909577330033881
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,23,610,364,246,0.5967213114754099,0.8839788260519967,0.8955284548580226,0.1278691622521671,0.03261714841790939,False,,0.20740007699302235,0.383466177515117
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,24,606,350,256,0.5775577557755776,0.8872544642857143,0.8897228978009945,0.12636422820317422,0.03183864956030564,False,,0.2078626614666031,0.3920782726845007
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,25,600,341,259,0.5683333333333334,0.8829470442373668,0.8839730520704571,0.13054534446856494,0.03254965454231892,False,,0.21052205428393125,0.3798970615567985
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,26,592,326,266,0.5506756756756757,0.8842543475252549,0.8776224842350616,0.13069726861627176,0.0375594519028162,False,,0.21242368502578124,0.3847330696649509
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,27,588,318,270,0.5408163265306123,0.8788958770090846,0.8684790790419294,0.1368134302087846,0.04689186568398614,False,,0.21420481301986444,0.36129618994089974
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,28,582,305,277,0.5240549828178694,0.8762502219328875,0.8531466255697738,0.13847224372574285,0.048497539745625685,False,,0.21390880519031513,0.35265757946455834
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,29,578,298,280,0.5155709342560554,0.8779002876318313,0.8508049742830373,0.1375464140517698,0.04882899262581454,False,,0.21149132516581798,0.34963566971870974
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,30,578,288,290,0.4982698961937716,0.8676484674329502,0.8274183209801239,0.14506027842233898,0.053777823117552095,False,,0.21350275626001258,0.32056952817190565
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,31,576,277,299,0.4809027777777778,0.8665829540103595,0.815690488087568,0.14640513103001387,0.04555046945620446,False,,0.2107840532885545,0.30542596204091677
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,32,574,275,299,0.47909407665505227,0.8647248403770142,0.8128172946751695,0.14756926058440437,0.05218337954336706,False,,0.21165164669065356,0.30277291534570916
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,33,568,261,307,0.4595070422535211,0.8606337439315087,0.7967040256046624,0.15073123677072303,0.04965679495352337,False,,0.21013112819491803,0.2826801147191079
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,34,568,252,316,0.44366197183098594,0.8584488647779787,0.784576098452258,0.15262834645819467,0.056743830864967086,False,,0.20995071780074956,0.2730277464302636
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,35,566,246,320,0.43462897526501765,0.858739837398374,0.7813981728076851,0.15265328703828254,0.060009646438033436,False,,0.2085135699921319,0.26789759033887905
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,36,562,238,324,0.4234875444839858,0.8607609710550888,0.7733701314305714,0.15072518763828915,0.057706482336813275,False,,0.2066415258907867,0.2705958447192759
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,37,560,228,332,0.40714285714285714,0.869359015007398,0.7749917696544708,0.14438020355434236,0.05850205923927848,False,,0.19907123041794256,0.27473094303369927
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,38,554,221,333,0.3989169675090253,0.8663323957441604,0.7648541639465748,0.1462107769763018,0.06328347505599047,False,,0.20080703722303886,0.2718841978934051
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,39,548,214,334,0.3905109489051095,0.8648357490626224,0.7536634402428896,0.1461613401520305,0.05100449294269542,False,,0.19750337217816685,0.2599552172700168
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,40,540,210,330,0.3888888888888889,0.8649206349206349,0.7540549478669415,0.14619960985085234,0.05273081147306243,False,,0.19689672427839014,0.25748074079616323
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,41,534,205,329,0.3838951310861423,0.8701756987174735,0.7565012626466655,0.1430122552976079,0.054786521313733745,False,,0.19369202978174915,0.261651315964043
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,42,528,199,329,0.3768939393939394,0.8726764521696629,0.756600640680807,0.14125205834809434,0.053489788717586174,False,,0.19240607768065612,0.2658648830078232
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,43,518,196,322,0.3783783783783784,0.870690201546457,0.7566869467079581,0.14243713636340583,0.05235702229303924,False,,0.1910213820470231,0.25433930569959673
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,44,512,184,328,0.359375,0.8641304347826086,0.7275083421450198,0.14541631635522245,0.05115216048504838,False,,0.18685116353407522,0.22175322002368192
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,45,504,181,323,0.35912698412698413,0.8668901698510169,0.7312370499191956,0.14353865769854732,0.0627390080785242,False,,0.1875446028978989,0.2346425571271109
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,46,496,175,321,0.3528225806451613,0.8601335113484646,0.7140470170762451,0.14731435385135366,0.061864566596536295,False,,0.1890783761663725,0.22088206574330915
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,47,490,166,324,0.33877551020408164,0.8593633794437008,0.7045792949713087,0.14696303657026585,0.061096034911061775,False,,0.18653009993253505,0.2121216006241351
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,48,488,160,328,0.32786885245901637,0.8607278963414634,0.7001410488285814,0.14501895790201694,0.04547278732614224,False,,0.1842327877771015,0.21284935406030092
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,49,484,153,331,0.31611570247933884,0.8643840214837194,0.7021292152522209,0.14118719575682265,0.050092104448778235,False,,0.18205797605029028,0.22449321463497873
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,50,476,145,331,0.30462184873949577,0.8643400354203563,0.6913016805208304,0.13985595790491107,0.05474018887594701,False,,0.18311680557092885,0.23624728233510517
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,51,464,139,325,0.2995689655172414,0.8656779192030991,0.6913867837820129,0.1386885542762396,0.05388973750041973,False,,0.18401921835254353,0.2463365755062581
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,52,458,136,322,0.29694323144104806,0.8668249908659116,0.6928214651556003,0.13751380807025596,0.05894137601703771,False,,0.18239227106605155,0.24605463122690818
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,53,448,134,314,0.29910714285714285,0.8642456507272555,0.6870136307145551,0.13914765967250062,0.06102761681948177,False,,0.18294377872033654,0.23939660235610638
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,54,438,129,309,0.2945205479452055,0.8625724392263114,0.6830419169257664,0.13925892940448137,0.06396887908093121,False,,0.18204292713340556,0.23502147764066117
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,55,438,128,310,0.2922374429223744,0.8626764112903226,0.6824203542825906,0.13882898536450733,0.0685694395195977,False,,0.18170408741118432,0.23596113140621588
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,56,434,124,310,0.2857142857142857,0.8569198751300728,0.6669678733335878,0.1413259186041116,0.07343518145647172,False,,0.18129512076854765,0.22046485308042663
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,57,432,122,310,0.2824074074074074,0.854362771020624,0.6591493129051766,0.14166166872073452,0.05932365186468916,False,,0.18096936990339085,0.21720637698877143
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,58,422,120,302,0.2843601895734597,0.8499448123620309,0.6508968326529779,0.14452200412969518,0.06226358798517665,False,,0.18197087121015995,0.20579594322662065
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,59,418,116,302,0.27751196172248804,0.851592829413108,0.6493407144531813,0.14273522900996896,0.05842298621911623,False,,0.17998996456881292,0.20698229286333847
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,60,416,114,302,0.27403846153846156,0.851719530614616,0.6490300445420303,0.1413564011458626,0.07486534739341795,False,,0.17966380887447,0.21321716359343446
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,61,412,112,300,0.27184466019417475,0.8513690476190476,0.6483835041218872,0.14109626933504554,0.07477035416677554,False,,0.17966152881860323,0.21465507800779893
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,62,410,111,299,0.2707317073170732,0.8502515893820242,0.6476942646267357,0.1414803741556938,0.07328904287790411,False,,0.17966355432289627,0.21252602015530986
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,63,402,105,297,0.26119402985074625,0.8503447170113837,0.6365781593751397,0.14002415507347835,0.08027895324403414,False,,0.17725115273902337,0.21002400881621563
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,64,396,103,293,0.2601010101010101,0.8521157095993903,0.6372197343509028,0.1386350804599758,0.06353013270033735,False,,0.17617840018535197,0.21309831219875974
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,65,394,100,294,0.25380710659898476,0.8607142857142858,0.6529689359603078,0.13160139275157873,0.06041261014639561,False,,0.17076887607736727,0.22935961297797391
C_chunk_plus_frozen_ACT_latent,monotone_conditional_survival_shared_mlp,66,390,97,293,0.24871794871794872,0.8610886316456141,0.6494085080472395,0.12981621856546888,0.05539814832867937,False,,0.16997613984005217,0.236267992156863
