condition,model,offset,sample_count,positive_count,negative_count,positive_rate,auroc,auprc,brier,ece,undefined_discrimination,undefined_reason,empirical_brier,brier_skill_score_vs_empirical
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,8,650,564,86,0.8676923076923077,0.9163367969651988,0.9799095045992056,0.060730577505325185,0.031203456578043545,False,,0.1034447791798012,0.41291790666625017
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,9,650,550,100,0.8461538461538461,0.9166363636363636,0.9782212130225906,0.0683785921813792,0.03886527679053914,False,,0.11888577654447553,0.42483790602319393
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,10,648,535,113,0.8256172839506173,0.9100818790836159,0.9738241598449392,0.07738232235440062,0.030851253484145615,False,,0.13272718288788818,0.41698210818077996
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,11,644,524,120,0.8136645962732919,0.9034669211195929,0.9705480638702444,0.0840698222609526,0.02538794349691486,False,,0.14156975501489297,0.40615972492070396
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,12,642,516,126,0.8037383177570093,0.8910883474836964,0.9613121903905909,0.09089983765678591,0.037080534280212435,False,,0.148819001092084,0.3891919916829689
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,13,636,490,146,0.7704402515723271,0.8727844562482527,0.944039809566799,0.1042455660894161,0.028240535367086112,False,,0.16762267561403082,0.3780938902952923
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,14,630,476,154,0.7555555555555555,0.8625723016479319,0.9363731123430715,0.11332436077562248,0.03371622309674529,False,,0.17516838708306176,0.3530547225859534
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,15,628,459,169,0.7308917197452229,0.8766549354784648,0.9355259869061616,0.11095619923335395,0.03677726970073159,False,,0.18418948609162755,0.397597541598236
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,16,624,446,178,0.7147435897435898,0.8794780067516501,0.9322106411387688,0.11341754546846576,0.024652881606212942,False,,0.18916174852867754,0.40042029453290184
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,17,622,435,187,0.6993569131832797,0.8794148380355277,0.9213466962980543,0.11409255871827349,0.033966551353056124,False,,0.19316626380514185,0.4093556686825741
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,18,618,417,201,0.6747572815533981,0.8932316833100684,0.9224528082974105,0.11170280319422782,0.030512477372401797,False,,0.19511600265432533,0.427505680340712
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,19,618,408,210,0.6601941747572816,0.8916433239962652,0.9144640578968799,0.11348717026591885,0.03117286744504718,False,,0.1973615027386028,0.42497818119966413
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,20,612,396,216,0.6470588235294118,0.8884329405162739,0.9052319285811739,0.11580870505069009,0.04549308717575867,False,,0.19973326552219994,0.42018318907514085
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,21,612,392,220,0.6405228758169934,0.8891001855287569,0.9035467529670194,0.1165512720080295,0.05101420409627101,False,,0.20285209695560347,0.4254371842479001
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,22,612,383,229,0.6258169934640523,0.8786413855222502,0.894753337076279,0.12307568991095211,0.035475528330952195,False,,0.20385935715860218,0.3962715686619208
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,23,610,364,246,0.5967213114754099,0.8811980702224604,0.8880911830703758,0.12693285282457809,0.039795869328957845,False,,0.20740007699302235,0.3879806860975826
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,24,606,350,256,0.5775577557755776,0.8830803571428572,0.8813519391122571,0.12938420485569133,0.034993911866458643,False,,0.2078626614666031,0.37754956112462146
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,25,600,341,259,0.5683333333333334,0.8791426533362017,0.875138559914621,0.13356013619756704,0.039771232881069866,False,,0.21052205428393125,0.3655765109652864
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,26,592,326,266,0.5506756756756757,0.8790303980810923,0.8652624125617797,0.13407749154809306,0.03996466453872149,False,,0.21242368502578124,0.3688204235237682
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,27,588,318,270,0.5408163265306123,0.874027486606103,0.8628848207714126,0.1377780046714852,0.030328624621245956,False,,0.21420481301986444,0.3567931423711368
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,28,582,305,277,0.5240549828178694,0.8693140794223827,0.8489083146021639,0.1423306133691341,0.03963312928650789,False,,0.21390880519031513,0.3346201282247253
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,29,578,298,280,0.5155709342560554,0.8722794822627037,0.849245717881194,0.14207246536834808,0.03555238309667258,False,,0.21149132516581798,0.3282350221364523
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,30,578,288,290,0.4982698961937716,0.865529214559387,0.8265099475893993,0.14637172859826514,0.04174191542647,False,,0.21350275626001258,0.31442698369660615
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,31,576,277,299,0.4809027777777778,0.8647597889475146,0.8047696636012929,0.14681901546082254,0.04864479470827068,False,,0.2107840532885545,0.30346241487332304
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,32,574,275,299,0.47909407665505227,0.8638127090301003,0.8047601637837609,0.14760958845626546,0.04950573726736818,False,,0.21165164669065356,0.3025823764460991
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,33,568,261,307,0.4595070422535211,0.8572640932519625,0.7829628963369798,0.1517608302811888,0.05426843359262687,False,,0.21013112819491803,0.2777803479910165
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,34,568,252,316,0.44366197183098594,0.8563768334337954,0.7708138144178002,0.15279428641310805,0.05980860271899862,False,,0.20995071780074956,0.2722373706856527
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,35,566,246,320,0.43462897526501765,0.8567835365853659,0.7655266053078871,0.15191987272148322,0.05403164726957586,False,,0.2085135699921319,0.271414936077226
B_chunk_plus_state,monotone_conditional_survival_shared_mlp,36,562,238,324,0.4234875444839858,0.8613964104160182,0.7625370661901978,0.14993128583700469,0.057435067608942965,False,,0.2066415258907867,0.27443777241440936
